TITLE     = "SST-V results from WIND"
VARIABLES = "x/Dj","y/Dj","u/Uj","v/Uj","u'v'/Uj^2","k/Uj^2"
ZONE T="x/Dj=2"
 2.000000000E+00 1.276876777E-03 9.979929924E-01 3.907652513E-08 6.162190441E-14 6.968425281E-10
 2.000000000E+00 3.942391835E-03 9.979928732E-01 1.134500849E-07 1.186344266E-14 6.968134403E-10
 2.000000000E+00 6.839782000E-03 9.979929328E-01 1.870746615E-07 -1.726975225E-13 6.967563193E-10
 2.000000000E+00 9.986088611E-03 9.979937673E-01 1.815947428E-07 -3.554421839E-13 6.967035837E-10
 2.000000000E+00 1.339897607E-02 9.979948401E-01 2.088270605E-07 -2.346131373E-13 6.966542898E-10
 2.000000000E+00 1.709663123E-02 9.979951978E-01 2.349848813E-07 9.863399838E-14 6.965975574E-10
 2.000000000E+00 2.109762281E-02 9.979942441E-01 2.556405434E-07 2.580649453E-13 6.965208965E-10
 2.000000000E+00 2.542073280E-02 9.979934096E-01 3.071431820E-07 1.254449527E-14 6.964150367E-10
 2.000000000E+00 3.008474410E-02 9.979941249E-01 3.877078996E-07 -8.278696739E-14 6.962741494E-10
 2.000000000E+00 3.510820121E-02 9.979940653E-01 3.905938968E-07 6.731805868E-14 6.960944043E-10
 2.000000000E+00 4.050911963E-02 9.979935884E-01 4.503634159E-07 -9.538176286E-15 6.958706389E-10
 2.000000000E+00 4.630465806E-02 9.979941845E-01 5.666584002E-07 -1.750019265E-13 6.955949705E-10
 2.000000000E+00 5.251073092E-02 9.979952574E-01 5.298920769E-07 -8.725484595E-15 6.952604603E-10
 2.000000000E+00 5.914162099E-02 9.979944229E-01 6.003198791E-07 -4.001303344E-14 6.948595033E-10
 2.000000000E+00 6.620952487E-02 9.979956746E-01 6.169891549E-07 -2.636997608E-13 6.943828290E-10
 2.000000000E+00 7.372406125E-02 9.979975224E-01 7.021799320E-07 -2.454441002E-13 6.938208341E-10
 2.000000000E+00 8.169182390E-02 9.979988933E-01 7.581351724E-07 -1.864521856E-13 6.931633600E-10
 2.000000000E+00 9.011586010E-02 9.980000257E-01 8.420280437E-07 -1.548063435E-13 6.923998597E-10
 2.000000000E+00 9.899522364E-02 9.980010390E-01 9.723706853E-07 -1.209531200E-13 6.915192308E-10
 2.000000000E+00 1.083244979E-01 9.980018735E-01 1.098060920E-06 -1.391608183E-13 6.905105376E-10
 2.000000000E+00 1.180934310E-01 9.980033636E-01 1.209316451E-06 -2.164666829E-13 6.893629556E-10
 2.000000000E+00 1.282866150E-01 9.980054498E-01 1.300218855E-06 -1.447646934E-13 6.880662151E-10
 2.000000000E+00 1.388832778E-01 9.980058670E-01 1.401418217E-06 -2.568604034E-14 6.866068825E-10
