wall	x_over_h	Cp_RANS_SST	Cp_LES	Cf_RANS_SST	Cf_LES
bottomWall	0.04003804445	-0.13855522610888005	-0.39143120051264113	0.005639451332254668	-0.00029425863418597705
bottomWall	0.1200911292	-0.11827499430688793	-0.3247117589352358	0.006725628224933322	0.0005080286664816848
bottomWall	0.19980091785	-0.11867083189849392	-0.2766817314943608	0.003903980063046877	-0.0003864085285216759
bottomWall	0.27797312375	-0.05951451186109402	-0.23267873614704698	-0.0012481457046958685	-0.0018670250932843841
bottomWall	0.35256409785	-0.023020059076805932	-0.2023685254241513	-0.0031622662733096583	-0.002004869886485674
bottomWall	0.42248641405	-0.006490559699086074	-0.18482504024560206	-0.002331375712765999	-0.001596224347371097
bottomWall	0.48844679055	0.00017731663221987048	-0.17600333909711288	-0.0014440873042861624	-0.0011046990639511243
bottomWall	0.55168881315	0.005651668107519825	-0.16960600039178808	-0.0010600446190435037	-0.0008769413152012936
bottomWall	0.6132976997	0.008727984882479944	-0.16753784680310907	-0.0007634872750403277	-0.0006550994412146226
bottomWall	0.6742012355	0.011193201408600029	-0.16712662223710423	-0.0005767627532733279	-0.0005397793915835266
bottomWall	0.73521630835	0.012671505149540074	-0.16591177449546898	-0.000430005686431669	-0.0005086636628822327
bottomWall	0.79679707835	0.01378693696765998	-0.16555825275886069	-0.00036030871552696834	-0.0004775285235090054
bottomWall	0.8589664664	0.014621511795239961	-0.1654212216383681	-0.00032493216826712576	-0.0005136954077610437
bottomWall	0.92161647765	0.01523038754237982	-0.1657707313290651	-0.00032799443253454753	-0.0006271303875173804
bottomWall	0.984634961	0.015733409233699813	-0.16649201017611284	-0.00036877082682394485	-0.0007938682454903666
bottomWall	1.0479061395	0.016193554707720104	-0.1662339927411621	-0.00044245146640239485	-0.0010076692726367822
bottomWall	1.1113698505	0.016792100343559824	-0.16541164551897242	-0.0005317657244513776	-0.0012617585472779636
bottomWall	1.175181854	0.017549464067000198	-0.16291079852196227	-0.0006154505068131078	-0.0014600884075661185
bottomWall	1.239692461	0.01852177271939981	-0.16002246904551629	-0.0006856554753915948	-0.0016139212006150594
bottomWall	1.3052950925	0.019703200062779924	-0.1566907616516644	-0.0007299609851895467	-0.0017292961953274727
bottomWall	1.3724013475	0.021032385314160074	-0.15287427431421546	-0.0007373798450685467	-0.0018520041770941215
bottomWall	1.441431705	0.022294553958099872	-0.1493409562529767	-0.0007143543082066019	-0.0018012559491509916
bottomWall	1.512665097	0.023416897125959846	-0.14597745284453825	-0.0006786154734444866	-0.0017765302525048175
bottomWall	1.5861296885	0.024366479784620143	-0.14359766914944827	-0.0006287207530141458	-0.0017268080254019705
bottomWall	1.661684257	0.02500476500827986	-0.14146129097312796	-0.0005641328928019408	-0.0016534932932529027
bottomWall	1.7390642885	0.02522838490014001	-0.13991271344273676	-0.0004960215089036847	-0.0015188770237506478
bottomWall	1.817869532	0.025102228348779843	-0.138361614516984	-0.0003942090396250476	-0.001406508065610313
bottomWall	1.897567369	0.023202716040000126	-0.1375126548067095	-0.0004432816472200504	-0.0014180243441156844
bottomWall	1.9776031995	0.021586917257660154	-0.13708627350662514	-0.0007749806494319722	-0.0019603800008390205
bottomWall	2.0576792885	0.02120886151835988	-0.13302148369087965	-0.0011143191898962425	-0.0024193437285163675
bottomWall	2.1377553775	0.021497812280359963	-0.12572916352680533	-0.001379072793137686	-0.002763199486218373
bottomWall	2.2178314665	0.02263058590187983	-0.11675580326494563	-0.00161032522861015	-0.003032698025101944
bottomWall	2.2979075555	0.02446334665187999	-0.1053796503783333	-0.00180458685557669	-0.0032310346881342846
bottomWall	2.3779836445	0.026958151493079896	-0.09435031324576966	-0.001972239542713044	-0.0033810845441034154
bottomWall	2.4580597335	0.030038888283760112	-0.0812555443497604	-0.00211690608745422	-0.003449466098801981
bottomWall	2.538135822	0.03365949904809984	-0.06685204795628039	-0.00224309571815448	-0.0034881168311611662
bottomWall	2.6182119105	0.037772519371400026	-0.05183585571636385	-0.00235330042906782	-0.0034594727772433984
bottomWall	2.6982879995	0.04234163754624021	-0.03673896845056885	-0.00244969864951598	-0.0034334027970510613
bottomWall	2.7783640885	0.047333191012299825	-0.02100809407149979	-0.00253370335610676	-0.003360544884805319
bottomWall	2.8584401775	0.05271796540391982	-0.005388656018017011	-0.00260644018855004	-0.003228196358602644
bottomWall	2.9385162665	0.058468675389720115	0.011102322465669771	-0.00266871156095098	-0.0031600546957638157
bottomWall	3.0185923555	0.06455977525865997	0.02795980185953781	-0.00272114511734982	-0.0030458882447120675
bottomWall	3.0986684445	0.07096656010969982	0.044987039061082326	-0.00276422457189274	-0.0028953403495374213
