station_x_over_h	y_over_h	Ux_over_Uref_RANS_SST	Ux_over_Uref_LES	uv_over_Uref2_RANS_SST	uv_over_Uref2_LES
0.0	1.001955565	0.0650756008435625	0.004578677634597229	-1.8721880264002334e-05	-4.158361166303484e-05
0.0	1.0059383325	0.211850025219351	0.05506214015918149	-0.00036730276214078653	-0.00043359802496043746
0.0	1.0100670005	0.369459928747071	0.1508949285949023	-0.0016626131163677289	-0.0013739228193995257
0.0	1.014346914	0.49838478955019	0.2725357248738256	-0.0033784216278846934	-0.0025309241507362407
0.0	1.018783613	0.584084287116178	0.4026976765646673	-0.004337093013563349	-0.003460929956559136
0.0	1.0233828415	0.636880774260701	0.5288442376597063	-0.004502723342671399	-0.003965854863668871
0.0	1.0281505535	0.669964399299761	0.6421891418336977	-0.004315122229972979	-0.004064436578288067
0.0	1.0330929205	0.691886043354789	0.738942454037941	-0.004036804112448931	-0.0038699936672821024
0.0	1.0382163405	0.707441402315313	0.8176652094174102	-0.003780572776311807	-0.003463392028078648
0.0	1.0435274465	0.719228885456447	0.8792299498110941	-0.003578231523637214	-0.0029050580129263317
0.0	1.049033114	0.72868357276237	0.9258365486945281	-0.003430439883325261	-0.0022577346898730393
0.0	1.0547404705	0.736632195216108	0.959887421295221	-0.0033292414716999566	-0.001600054542510979
0.0	1.060656904	0.74357390330665	0.9839656416792049	-0.003265525832796976	-0.0010071879041653393
0.0	1.0667900735	0.749823634040462	1.000296861689903	-0.0032310585779214084	-0.0005432977589966014
0.0	1.073147919	0.75558800530285	1.0112662060803046	-0.0032188759863794043	-0.0002357896657198668
0.0	1.079738671	0.761007270641436	1.0183623806925937	-0.0032232380733658492	-9.09031445263562e-05
0.0	1.086570862	0.766179524244845	1.0226966755334335	-0.0032394868581881574	-9.705218037136093e-05
0.0	1.093653336	0.771175224801231	1.0250857919458065	-0.003263904550579927	-0.00023357696362432624
0.0	1.1009952615	0.776046223773615	1.0260826178560403	-0.0032935955017422782	-0.000478133317834766
0.0	1.1086061435	0.780831561796241	1.0261550407445454	-0.0033263949043334825	-0.0008008996522056943
0.0	1.1164958345	0.785561304747092	1.0255934040665762	-0.003360797596786806	-0.00118129012134454
0.0	1.1246745475	0.790259155232278	1.0245616592108764	-0.003395896524181623	-0.0016048541345410948
0.0	1.133152871	0.794944275457686	1.023167497512709	-0.0034313222405547915	-0.002060152430747084
0.0	1.1419417805	0.799632587561785	1.0215470049672826	-0.0034671784590263144	-0.002535397670741516
0.0	1.151052653	0.804337719465217	1.0197436019697026	-0.0035039711319883515	-0.003022686013977131
0.0	1.1604972835	0.809071703277924	1.017805403489429	-0.0035425300160427916	-0.003512027525019695
0.0	1.1702878985	0.813845495691273	1.0157901708819324	-0.003583923237650968	-0.0040001782020575895
0.0	1.180437173	0.818669367113573	1.013746454015898	-0.0036293663952525527	-0.004483412653031266
0.0	1.190958245	0.823553190858383	1.011676524199762	-0.0036801287444355214	-0.004962383425175474
0.0	1.201864734	0.828506654050005	1.0095780142494308	-0.0037374399415810635	-0.005433016990388268
0.0	1.21317076	0.833539404601011	1.0074312434515997	-0.003802401836277748	-0.005894532752066553
0.0	1.224890959	0.838661144830898	1.005292529390986	-0.0038759101277709173	-0.006346442071988836
0.0	1.237040503	0.84388168053466	1.0031826209939612	-0.003958588433837991	-0.0067898086852900595
0.0	1.2496351205	0.849210927893516	1.001105592959584	-0.004050735091111114	-0.007226746410317776
