station_x_over_h	wall_normal_over_h	Ux_over_Uref_RANS_SST	Ux_over_Uref_LES	uv_over_Uref2_RANS_SST	uv_over_Uref2_LES
0.0	1.00664926447746	0.234013787291422	0.250444296610797	-0.0005680978493097997	-0.00016634885789167003
0.0	1.02043412922891	0.494332708240361	0.541911956330613	-0.0017918051208384578	-0.001149421214609983
0.0	1.03465466889916	0.607386451125403	0.672655742989893	-0.00192489742264247	-0.0014767636119986075
0.0	1.04932465318813	0.667527734974546	0.728321839528825	-0.0017852997623194274	-0.0015544774808534919
0.0	1.06445828699701	0.707040601416161	0.758918416974862	-0.0016952453966721042	-0.0015785916796695826
0.0	1.08007022418341	0.736259728532766	0.779117367842577	-0.001630838183567997	-0.001583432384910129
0.0	1.09617558175122	0.759390526235976	0.794279357873773	-0.0015751469706265704	-0.0015791046832423093
0.0	1.11278995448899	0.778527243777204	0.806694468931103	-0.0015234404178339476	-0.0015696660610972143
0.0	1.1299294300709	0.794855793189255	0.817508077657896	-0.0014741949372587715	-0.0015581753199787683
0.0	1.14761060463525	0.809113396240484	0.827367313905477	-0.0014270437822484843	-0.0015455359308496229
0.0	1.1658505988551	0.821792170745127	0.836620148064632	-0.0013820709347079744	-0.0015318292890262775
0.0	1.18466707451705	0.833239137031312	0.845518956436748	-0.0013394972164167654	-0.001516963326728236
0.0	1.20407825162398	0.843709878031921	0.854202685512313	-0.0012995600004768674	-0.0015001298391994048
0.0	1.22410292603833	0.853399416930404	0.86269178701298	-0.0012624632528416358	-0.001481863773772262
0.0	1.24476048768315	0.862461047459155	0.871015528547991	-0.0012283572214506857	-0.0014633489107764048
0.0	1.26607093931834	0.871018397685694	0.879259029244086	-0.0011973308302972393	-0.0014426478941553795
0.0	1.28805491591046	0.879173494283037	0.88743905533495	-0.0011694086457543031	-0.0014148624846151345
0.0	1.31073370461475	0.887012348357492	0.895549183879245	-0.0011445468464215771	-0.001378596116623569
0.0	1.33412926538877	0.894608923402329	0.903591975389503	-0.0011226227053176415	-0.0013412416606105352
0.0	1.35826425225759	0.90202797031199	0.911582978739653	-0.0011034111937914342	-0.001301169089856296
0.0	1.38316203525113	0.909326981997647	0.919533578948745	-0.0010865411113246983	-0.001260144624964255
0.0	1.40884672303499	0.916557363165736	0.927427693440529	-0.0010714242602683317	-0.001217537483422646
0.0	1.43534318625653	0.923764820420157	0.935276806529301	-0.0010571662689200642	-0.0011708480895759009
0.0	1.46267708162891	0.930989046920003	0.943119927032496	-0.0010425061398641772	-0.0011178421520816034
0.0	1.49087487677649	0.938263163177121	0.95099542051475	-0.001025848207438111	-0.001057208218565263
0.0	1.51996387586545	0.945613741086911	0.958879855681966	-0.0010052668349829958	-0.0009906260385803673
0.0	1.5499722460447	0.953060291291642	0.966704056308755	-0.0009781888394187143	-0.0009202935048267892
0.0	1.58092904472248	0.96061072537054	0.974372065659555	-0.0009405040664960649	-0.000848663512480862
0.0	1.61286424770525	0.968245160012611	0.981810484130416	-0.0008850392698517953	-0.00077937537514244
0.0	1.64580877822595	0.975879030731216	0.988995923624692	-0.0008044989746250178	-0.0007081968762431728
0.0	1.67979453688995	0.983353901185296	0.995917916277384	-0.0007009600276461764	-0.0006335575718479822
0.0	1.71485443256753	0.990505655705144	1.00252838655834	-0.0005866961849844355	-0.0005547668108323752
0.0	1.75102241426293	0.997227603157345	1.00870146492504	-0.00047415380905032435	-0.000474965254490179
0.0	1.78833350399068	1.00346202188444	1.01428692635741	-0.00037017588028675103	-0.0003992157849173247
0.0	1.8268238306914	1.00917086344216	1.01925662291396	-0.0002773917146643625	-0.0003256815774709099
0.0	1.86653066521945	1.01431722386984	1.02342365149227	-0.00019652944526386913	-0.00025729309577118164
0.0	1.90749245643677	1.0188463263474	1.02668669047211	-0.00012768228739188872	-0.00019624885903084802
0.0	1.9497488684476	1.02266232546197	1.02900663462167	-7.130557813356876e-05	-0.0001445914320013581
0.0	1.99334081901029	1.02560833710601	1.03037515701186	-2.9094380166014117e-05	-0.00010429539166872271
0.0	2.03831051916332	1.02748722493781	1.03100687883204	-3.4271755893173886e-06	-7.174005315833738e-05
0.0	2.08470151410403	1.02819073925536	1.0310357174892	6.414868422249544e-06	-4.676278908709918e-05
0.0	2.13255872535957	1.02788668883318	1.03052880895772	6.86477109947371e-06	-3.0047401622223013e-05
0.0	2.18192849429103	1.02698686026293	1.02964636684693	4.93378549284987e-06	-1.8472499089954733e-05
0.0	2.23285862697278	1.02585524756716	1.02852497608524	3.4189017649993473e-06	-1.0605025870909633e-05
0.0	2.28539844049062	1.02465921625244	1.02726007886427	2.442730238879556e-06	-5.2774092174815394e-06
0.0	2.33959881070353	1.02344726373938	1.02590747320297	1.7330960607458422e-06	-2.4458266624581956e-06
0.0	2.39551222151536	1.02224584263835	1.02448056758569	1.2426203544308451e-06	-1.246859080770735e-06
0.0	2.4531928157042	1.02106905336498	1.02300860339465	9.53241461637301e-07	-8.122214942005065e-07
0.0	2.51269644735854	1.01990512005339	1.02155092724293	7.439822565310812e-07	-6.954179964114449e-07
0.0	2.57408073597135	1.01875573717744	1.02014317721269	5.59641912915379e-07	-5.465172977851525e-07
0.0	2.63740512224416	1.01763763709559	1.01877674650072	4.242314209472559e-07	-3.827645641715248e-07
0.0	2.70273092565544	1.0165482089923	1.01740309651287	3.451822080940257e-07	-2.844815872785329e-07
0.0	2.77012140384904	1.01546749991816	1.01601961944867	2.8999456450332567e-07	-2.4415084750552877e-07
0.0	2.83964181390017	1.01441039406884	1.01468525328099	2.421207462358296e-07	-2.2237614066740665e-07
