x_mm,y_mm,z_mm,U,V,W,urms,vrms,wrms,uv,uw,uuu,vvv,www,uuv,uuw,uvv,uww
-88.0,-250.0,28.0,32.76,-0.45,0.6,3.576,3.451,2.812,1.956,-2.605,-6.029,-3.908,3.839,-1.978,1.224,-2.284,-1.583
-88.0,-250.0,38.0,34.1,0.42,0.96,3.64,3.538,2.83,1.943,-3.16,-12.382,-7.954,8.15,6.103,1.54,-6.001,-3.688
-88.0,-250.0,58.0,37.06,1.39,1.41,3.569,3.039,2.712,1.528,-3.318,-29.205,-10.81,11.029,-2.11,7.449,-9.348,-9.46
-88.0,-250.0,78.0,39.99,1.66,1.54,2.876,2.273,2.479,0.298,-2.428,-31.146,-4.459,12.093,0.763,11.081,-8.78,-10.832
-88.0,-250.0,98.0,41.94,1.11,1.53,1.616,1.455,1.737,-0.099,-0.677,-5.839,0.628,7.081,0.281,3.624,-1.471,-3.308
-88.0,-250.0,118.0,42.46,0.91,1.71,0.871,0.883,1.016,-0.072,-0.126,-0.401,-0.381,2.78,-0.18,0.718,-0.215,-0.449
-88.0,-250.0,138.0,42.59,1.18,2.01,0.564,0.7,0.544,-0.108,-0.019,0.009,-0.141,0.366,-0.004,0.079,-0.1,-0.034
-88.0,-250.0,158.0,42.68,1.15,2.22,0.463,0.62,0.395,-0.119,-0.008,-0.041,-0.049,0.035,-0.013,-0.004,0.04,0.0
-88.0,-250.0,178.0,42.78,1.37,2.43,0.427,0.662,0.336,-0.129,-0.003,-0.039,-0.059,-0.012,0.04,-0.009,0.038,-0.002
-88.0,-250.0,198.0,42.88,1.58,2.8,0.42,0.737,0.301,-0.155,-0.004,-0.037,-0.307,-0.011,0.019,-0.008,0.094,-0.003
-88.0,-250.0,218.0,43.01,1.88,3.21,0.427,0.801,0.289,-0.106,0.0,-0.043,-0.355,-0.007,-0.135,-0.011,-0.071,-0.002
-88.0,-250.0,238.0,43.19,2.36,3.58,0.437,0.895,0.311,-0.062,-0.002,-0.04,-0.73,-0.009,-0.332,-0.012,-0.215,-0.002
-88.0,-250.0,258.0,43.37,3.21,3.96,0.438,0.917,0.316,-0.085,-0.001,-0.028,-0.531,-0.012,-0.152,-0.012,-0.196,-0.002
-88.0,-250.0,278.0,43.5,4.28,4.03,0.453,0.806,0.313,-0.094,0.0,-0.044,-0.701,-0.01,-0.219,-0.014,-0.119,-0.001
-88.0,-250.0,298.0,43.47,5.39,3.48,0.441,0.689,0.295,-0.106,0.002,-0.035,-0.225,-0.009,0.073,-0.011,0.068,-0.003
-88.0,-250.0,318.0,43.28,6.2,2.44,0.429,0.596,0.298,-0.118,-0.004,-0.036,-0.016,-0.012,0.081,-0.01,0.028,-0.002
-88.0,-250.0,338.0,43.06,6.28,1.12,0.411,0.572,0.27,-0.146,-0.002,-0.031,-0.004,-0.006,0.074,-0.011,0.032,-0.003
-88.0,-250.0,358.0,42.86,5.99,-0.05,0.399,0.575,0.27,-0.074,-0.005,-0.047,-0.053,-0.008,0.002,-0.009,0.011,-0.003
-88.0,-250.0,378.0,42.71,5.25,-0.91,0.398,0.58,0.25,-0.167,-0.005,-0.048,0.017,-0.007,0.123,-0.008,0.024,-0.003
-88.0,-250.0,398.0,42.6,4.49,-1.36,0.389,0.578,0.257,-0.166,-0.006,-0.053,-0.029,-0.011,0.092,-0.006,0.04,-0.003
-88.0,-250.0,418.0,42.54,3.89,-1.53,0.388,0.59,0.273,-0.215,-0.008,-0.048,-0.024,-0.012,0.144,-0.009,0.025,-0.003
-88.0,-250.0,438.0,42.4,3.32,-1.63,0.394,0.59,0.274,-0.219,-0.009,-0.047,-0.02,-0.011,0.153,-0.006,0.041,-0.002
-88.0,-250.0,488.0,42.23,2.43,-1.67,0.397,0.584,0.264,-0.218,-0.005,-0.049,-0.022,-0.01,0.158,-0.008,0.036,-0.003
-88.0,-250.0,538.0,42.01,1.73,-1.5,0.395,0.585,0.256,-0.202,-0.005,-0.039,0.002,-0.011,0.168,-0.008,0.047,-0.001
-88.0,-220.0,28.0,32.39,-0.61,-1.4,3.6,3.885,3.39,0.7,-1.817,-11.7,-21.056,2.21,-9.225,1.419,-9.86,-4.367
-88.0,-220.0,38.0,33.82,-0.5,-1.11,3.695,3.984,3.381,1.607,-2.556,-17.016,-32.195,7.751,-13.153,4.68,-18.354,-2.936
-88.0,-220.0,58.0,37.36,1.23,-0.27,3.28,2.745,3.461,-1.2,-2.494,-15.105,-0.08,21.188,0.686,8.646,-5.571,-8.503
-88.0,-220.0,78.0,40.47,1.33,-0.02,2.526,1.905,2.625,-0.877,-1.47,-10.786,3.191,6.971,2.076,4.173,-2.887,-4.632
-88.0,-220.0,98.0,42.12,0.87,0.66,1.559,1.385,1.646,-0.16,-0.669,-1.958,0.392,4.059,-0.199,1.982,-1.213,-1.552
-88.0,-220.0,118.0,42.59,0.63,1.26,0.873,1.231,0.954,0.182,-0.153,-0.058,-1.191,1.045,-0.955,0.339,-1.046,-0.235
-88.0,-220.0,138.0,42.69,0.66,1.85,0.629,1.332,0.592,0.452,-0.038,-0.025,-1.939,0.132,-1.761,0.037,-1.734,-0.035
-88.0,-220.0,158.0,42.76,0.76,2.35,0.519,1.552,0.49,0.772,-0.008,-0.039,-2.683,-0.013,-2.626,-0.006,-2.411,-0.01
-88.0,-220.0,178.0,42.89,0.84,2.74,0.494,1.731,0.424,1.117,-0.001,-0.031,-3.299,-0.018,-3.442,-0.012,-3.183,0.0
-88.0,-220.0,198.0,43.06,0.98,3.24,0.493,1.878,0.384,1.333,-0.004,-0.025,-4.18,-0.004,-3.332,-0.006,-3.616,-0.004
-88.0,-220.0,218.0,43.27,1.17,3.93,0.485,2.014,0.4,1.498,0.003,-0.019,-4.453,-0.009,-3.629,-0.011,-3.646,-0.002
-88.0,-220.0,238.0,43.62,1.59,4.9,0.514,2.078,0.374,1.552,0.0,-0.035,-4.317,-0.016,-3.531,-0.016,-3.379,-0.002
-88.0,-220.0,258.0,44.1,2.54,6.24,0.518,2.087,0.383,1.441,-0.001,-0.065,-4.15,-0.008,-3.108,-0.016,-3.515,-0.004
-88.0,-220.0,278.0,44.6,4.69,7.4,0.494,2.016,0.399,1.274,0.008,-0.039,-4.661,0.001,-3.362,-0.013,-3.565,-0.004
-88.0,-220.0,298.0,44.56,8.2,6.67,0.453,1.734,0.29,0.607,0.013,-0.07,-3.773,-0.01,-2.508,-0.012,-2.856,-0.003
-88.0,-220.0,318.0,43.85,10.14,3.47,0.45,1.014,0.296,0.009,-0.002,-0.046,-1.024,-0.007,-0.496,-0.011,-0.461,-0.003
-88.0,-220.0,338.0,43.25,9.39,0.5,0.423,0.616,0.28,-0.102,-0.012,-0.024,-0.13,-0.008,0.024,-0.005,-0.016,0.0
-88.0,-220.0,358.0,42.93,7.98,-1.08,0.4,0.558,0.275,-0.116,-0.011,-0.031,-0.013,-0.01,0.059,-0.005,-0.007,-0.001
-88.0,-220.0,378.0,42.83,6.53,-1.93,0.391,0.53,0.286,-0.108,-0.009,-0.039,-0.016,-0.009,0.073,-0.008,-0.001,-0.002
-88.0,-220.0,398.0,42.72,5.39,-2.31,0.389,0.536,0.289,-0.108,-0.006,-0.046,-0.006,-0.009,0.059,-0.009,0.001,-0.004
-88.0,-220.0,418.0,42.64,4.46,-2.52,0.388,0.535,0.282,-0.123,-0.006,-0.041,-0.024,-0.004,0.055,-0.006,-0.003,-0.002
-88.0,-220.0,438.0,42.55,3.75,-2.51,0.386,0.55,0.276,-0.118,-0.007,-0.043,-0.015,-0.005,0.076,-0.006,-0.008,-0.001
-88.0,-220.0,488.0,42.31,2.61,-2.12,0.398,0.525,0.27,-0.095,-0.007,-0.047,-0.019,-0.007,0.061,-0.008,0.002,-0.001
-88.0,-220.0,538.0,42.09,1.75,-1.68,0.396,0.541,0.262,-0.112,-0.009,-0.038,-0.007,-0.009,0.063,-0.007,-0.001,-0.001
-88.0,-200.0,298.0,45.35,12.53,12.84,1.471,2.043,1.107,0.341,-0.333,-3.721,-1.005,1.002,-1.487,0.865,-0.895,-0.983
-88.0,-200.0,318.0,43.86,16.34,3.39,0.454,1.349,0.344,0.295,-0.015,-0.041,-1.109,-0.005,-1.297,-0.007,-1.418,-0.001
-88.0,-200.0,338.0,42.94,12.3,-1.61,0.404,0.674,0.316,-0.038,-0.02,-0.036,-0.095,-0.013,0.0,-0.006,0.017,-0.001
-88.0,-200.0,358.0,42.8,9.24,-2.95,0.406,0.568,0.285,-0.061,-0.016,-0.05,-0.068,-0.006,0.003,-0.003,0.017,-0.002
-88.0,-200.0,378.0,42.8,7.18,-3.1,0.392,0.55,0.288,-0.06,-0.012,-0.035,-0.053,-0.01,-0.001,-0.005,0.014,-0.002
-88.0,-200.0,398.0,42.78,6.01,-3.04,0.388,0.553,0.273,-0.057,-0.009,-0.042,-0.065,-0.007,0.006,-0.006,0.016,-0.001
-88.0,-200.0,418.0,42.7,4.83,-2.91,0.382,0.535,0.269,-0.058,-0.007,-0.036,-0.074,-0.006,0.001,-0.006,0.017,-0.002
-88.0,-200.0,438.0,42.58,3.93,-2.79,0.389,0.561,0.288,-0.059,-0.009,-0.04,-0.072,-0.004,0.004,-0.006,0.015,-0.002
