x_mm,y_mm,z_mm,U,V,W,urms,vrms,wrms,uv,uw,uuu,vvv,www,uuv,uuw,uvv,uww
-243.0,100.0,363.0,48.72,-1.48,-2.11,0.377,0.652,0.308,-0.062,-0.007,-0.02,-0.013,0.015,-0.018,0.009,0.017,-0.005
-243.0,100.0,373.0,48.2,-1.58,-2.46,0.332,0.6,0.293,-0.073,-0.007,-0.011,-0.029,0.013,-0.032,0.007,0.005,-0.005
-243.0,100.0,388.0,47.46,-1.6,-2.77,0.362,0.599,0.282,-0.068,-0.008,-0.035,-0.024,0.014,-0.014,0.007,0.009,-0.004
-243.0,100.0,403.0,46.72,-1.42,-2.83,0.356,0.558,0.273,-0.087,-0.007,-0.015,-0.042,0.013,-0.014,0.006,0.006,-0.004
-203.0,100.0,373.0,49.83,-1.79,-6.24,0.344,0.693,0.291,-0.05,-0.01,-0.027,-0.003,0.012,-2.156,0.009,-0.015,-0.004
-203.0,100.0,388.0,48.22,-1.77,-5.6,0.346,0.648,0.275,-0.079,-0.009,-0.02,-0.022,0.009,-0.022,0.006,0.018,-0.003
-183.0,100.0,346.0,51.58,-1.67,-13.47,0.787,0.932,0.676,-0.044,-0.11,-0.742,0.032,0.355,-0.069,0.267,-0.186,-0.253
-183.0,100.0,348.0,51.68,-1.72,-12.96,0.541,0.79,0.488,-0.072,-0.032,-0.145,0.069,0.154,-0.018,0.069,0.009,-0.078
-183.0,100.0,353.0,51.19,-1.84,-11.68,0.407,0.704,0.32,-0.081,-0.01,-0.006,0.021,0.007,-0.028,0.013,0.003,-0.002
-183.0,100.0,358.0,50.6,-1.96,-10.7,0.361,0.678,0.295,-0.067,-0.01,-0.028,0.017,0.017,-0.013,0.012,0.007,-0.005
-183.0,100.0,363.0,50.04,-2.06,-9.94,0.349,0.646,0.295,-0.079,-0.011,-0.025,-0.005,0.009,-0.025,0.009,-0.001,-0.003
-183.0,100.0,373.0,49.01,-2.14,-8.67,0.391,0.617,0.283,-0.081,-0.012,-0.021,-0.009,0.013,-0.006,0.011,0.0,-0.005
-183.0,100.0,388.0,47.76,-2.09,-7.25,0.342,0.589,0.254,-0.088,-0.01,-0.024,-0.028,0.006,-0.007,0.008,0.005,-0.004
-163.0,100.0,336.0,46.97,-1.86,-15.83,1.304,1.396,0.997,-0.227,-0.428,-2.218,-0.248,0.782,-0.112,0.795,-0.333,-0.711
-163.0,100.0,338.0,47.68,-1.97,-15.66,0.971,1.141,0.804,0.0,-0.211,-1.269,0.149,0.556,0.045,0.424,-0.338,-0.451
-163.0,100.0,343.0,48.32,-2.1,-14.94,0.448,0.759,0.396,-0.029,-0.019,-0.03,0.068,0.066,-0.002,0.028,-0.032,-0.02
-163.0,100.0,348.0,48.32,-2.22,-13.96,0.391,0.678,0.309,-0.028,-0.016,-0.005,0.011,0.008,-0.032,0.009,0.008,-0.005
-163.0,100.0,353.0,48.23,-2.32,-13.08,0.37,0.657,0.269,-0.052,-0.014,-0.011,0.001,0.01,-0.033,0.008,0.013,-0.004
-163.0,100.0,363.0,47.91,-2.45,-11.4,0.354,0.615,0.266,-0.08,-0.012,-0.027,0.008,0.005,-0.018,0.009,0.005,-0.004
-163.0,100.0,373.0,47.47,-2.47,-10.05,0.368,0.601,0.286,-0.081,-0.012,-0.031,0.004,0.013,-0.003,0.01,-0.006,-0.005
-163.0,100.0,388.0,46.74,-2.38,-8.43,0.359,0.594,0.275,-0.084,-0.009,-0.009,-0.021,0.011,-0.01,0.008,0.008,-0.003
-143.0,100.0,327.0,43.71,-2.48,-16.23,1.502,2.418,1.155,-0.898,-0.625,-2.055,10.672,0.953,9.694,0.864,-9.859,-0.794
-143.0,100.0,329.0,44.59,-2.51,-16.27,1.261,1.682,0.981,-0.482,-0.399,-1.881,5.798,0.713,7.837,0.678,-6.124,-0.619
-143.0,100.0,333.0,45.72,-2.61,-16.07,0.693,0.973,0.613,0.009,-0.074,-0.471,0.105,0.223,0.015,0.154,-0.081,-0.139
-143.0,100.0,338.0,46.08,-2.72,-15.41,0.395,0.699,0.328,-0.021,-0.018,-0.023,0.046,0.013,-0.005,0.015,0.023,-0.006
-143.0,100.0,343.0,46.15,-2.77,-14.69,0.359,0.653,0.294,-0.034,-0.015,-0.02,0.035,0.011,-0.018,0.008,0.008,-0.003
-143.0,100.0,353.0,46.21,-2.92,-13.23,0.346,0.599,0.252,-0.062,-0.013,-0.018,0.006,0.008,-0.011,0.009,0.01,-0.004
-143.0,100.0,363.0,46.15,-2.94,-11.88,0.345,0.573,0.282,-0.076,-0.014,-0.018,0.0,0.007,-0.012,0.008,0.004,-0.005
-143.0,100.0,373.0,46.01,-2.83,-10.7,0.335,0.576,0.264,-0.077,-0.01,-0.021,0.007,0.009,-0.006,0.009,0.013,-0.003
-143.0,100.0,388.0,45.72,-2.73,-9.06,0.346,0.562,0.246,-0.079,-0.012,-0.027,-0.009,0.008,0.003,0.01,0.005,-0.005
-123.0,100.0,318.0,41.29,-3.02,-16.32,1.597,3.095,1.276,-1.428,-0.809,-1.752,21.783,0.963,16.903,0.82,-34.176,-0.758
-123.0,100.0,320.0,42.28,-3.04,-16.48,1.396,2.299,1.097,-0.044,-0.584,-1.809,0.455,0.831,3.509,0.773,-13.528,-0.661
-123.0,100.0,323.0,43.41,-3.01,-16.56,1.041,1.655,0.816,-0.265,-0.251,-1.357,8.308,0.469,1.71,0.459,-7.323,-0.407
-123.0,100.0,328.0,44.24,-3.14,-16.23,0.483,0.823,0.465,0.005,-0.023,-0.068,0.13,0.058,-0.053,0.036,0.008,-0.034
-123.0,100.0,333.0,44.4,-3.19,-15.6,0.38,0.647,0.307,-0.019,-0.02,-0.012,-0.006,0.002,-0.015,0.01,0.007,-0.003
-123.0,100.0,343.0,44.59,-3.35,-14.33,0.372,0.591,0.282,-0.046,-0.017,-0.04,-0.019,0.009,-0.008,0.007,0.001,-0.004
-123.0,100.0,353.0,44.73,-3.41,-13.11,0.366,0.573,0.255,-0.077,-0.013,-0.013,-0.019,0.01,-0.008,0.009,0.005,-0.004
-123.0,100.0,363.0,44.8,-3.33,-11.93,0.367,0.569,0.278,-0.077,-0.014,-0.013,-0.019,0.007,-0.001,0.008,0.004,-0.004
-123.0,100.0,373.0,44.8,-3.18,-10.87,0.356,0.553,0.254,-0.077,-0.012,0.0,-0.019,0.008,-0.015,0.005,0.008,-0.004
-123.0,100.0,388.0,44.7,-3.04,-9.32,0.349,0.55,0.244,-0.083,-0.01,-0.018,-0.025,0.008,0.0,0.007,0.003,-0.004
-103.0,100.0,308.0,39.03,-3.61,-16.32,1.677,3.842,1.474,-1.313,-0.948,-1.23,30.066,1.765,8.951,0.747,-52.101,-0.627
-103.0,100.0,310.0,40.07,-3.37,-16.55,1.533,3.162,1.279,-1.27,-0.731,-1.38,22.677,1.062,8.826,0.731,-27.194,-0.698
-103.0,100.0,313.0,41.38,-3.44,-16.78,1.25,2.284,1.008,-0.876,-0.427,-1.466,21.361,0.752,10.557,0.573,-17.694,-0.59
-103.0,100.0,318.0,42.7,-3.52,-16.76,0.657,1.192,0.566,-0.01,-0.061,-0.298,3.901,0.14,0.317,0.095,-0.271,-0.096
-103.0,100.0,323.0,43.04,-3.61,-16.25,0.426,0.723,0.379,0.018,-0.024,-0.014,0.194,0.019,0.289,0.012,0.265,-0.005
-103.0,100.0,333.0,43.31,-3.7,-15.09,0.374,0.595,0.264,-0.058,-0.016,-0.02,-0.029,0.008,-0.018,0.008,0.013,-0.003
-103.0,100.0,343.0,43.51,-3.82,-13.92,0.357,0.567,0.274,-0.072,-0.016,-0.021,-0.033,0.007,-0.005,0.008,0.007,-0.004
-103.0,100.0,353.0,43.67,-3.75,-12.85,0.351,0.549,0.259,-0.073,-0.013,-0.021,-0.038,0.007,-0.004,0.005,0.008,-0.005
-103.0,100.0,363.0,43.79,-3.61,-11.76,0.339,0.547,0.265,-0.083,-0.013,-0.02,-0.039,0.005,-0.002,0.007,0.01,-0.003
-103.0,100.0,373.0,43.86,-3.52,-10.8,0.334,0.544,0.252,-0.083,-0.014,-0.023,-0.048,0.009,-0.007,0.009,0.015,-0.005
-103.0,100.0,388.0,43.88,-3.31,-9.39,0.333,0.54,0.244,-0.086,-0.011,-0.026,-0.025,0.007,-0.009,0.009,0.007,-0.005
-83.0,100.0,298.0,37.06,-3.95,-16.3,1.935,3.998,1.817,-3.681,-1.383,-4.36,42.413,6.276,26.672,2.665,-38.416,-3.002
-83.0,100.0,300.0,38.28,-3.75,-16.57,1.598,3.554,1.487,-3.134,-0.924,-1.291,38.62,2.287,22.871,0.905,-40.029,-1.003
-83.0,100.0,303.0,39.72,-3.72,-16.92,1.367,2.653,1.155,-1.719,-0.587,-1.32,24.222,0.908,17.549,0.594,-22.122,-0.611
-83.0,100.0,308.0,41.35,-3.89,-17.11,0.834,1.475,0.706,-0.174,-0.139,-0.633,6.416,0.34,1.999,0.219,-3.144,-0.22
-83.0,100.0,313.0,41.89,-3.92,-16.78,0.463,0.866,0.428,0.022,-0.028,-0.063,0.611,0.048,0.198,0.024,-0.007,-0.024
-83.0,100.0,323.0,42.18,-3.99,-15.64,0.352,0.616,0.3,-0.046,-0.02,-0.018,-0.038,0.008,-0.01,0.008,0.022,-0.003
