x_over_T,z_over_T,y_over_T,p_over_pref,Cp
-3.3881317890172014e-21,0.0,0.0408472990931037,1.003874488577733,0.9097606315707042
-3.764591101072885e-22,0.0,0.0408472990931037,1.0038749667613915,0.9098729128842729
0.0,0.0,0.0426614370491379,1.003872507525536,0.9092954648107254
3.3881317890172014e-21,0.0,0.0485058373380791,1.0038622568292248,0.906888520058422
2.6281075579392503e-06,-0.0013233785404237,0.0408472990931037,1.0038757784384038,0.910063501081011
2.628107557939251e-06,0.0013233785404237,0.0408472990931037,1.0038730903949176,0.9094323271620096
2.628107557939252e-06,-0.0013233785404237,0.0426614370491379,1.0038741484941431,0.9096807772478483
2.628107557939253e-06,0.0013233785404237,0.0426614370491379,1.0038732728457491,0.9094751680635672
2.628107557939254e-06,-0.0013233785404237,0.0426614370491379,1.003876273136012,0.910179660000944
2.628107557939254e-06,0.0013233785404237,0.0426614370491379,1.0038745135428668,0.9097664935819552
2.628107557939257e-06,0.0013233785404237,0.0485058373380791,1.003861361153824,0.9066782083742068
1.0511837663971276e-05,-0.0026469353784933,0.0408472990931037,1.0038764920277834,0.9102310575240432
1.0511837663971278e-05,0.0026469353784933,0.0408472990931037,1.0038713307796032,0.9090191555375272
1.051183766397128e-05,-0.0026469353784933,0.0426614370491379,1.0038771671094386,0.9103895720481447
1.051183766397128e-05,0.0026469353784933,0.0426614370491379,1.003872678485809,0.9093356076380592
1.0511837663971283e-05,0.0026469353784933,0.0426614370491379,1.0038720028549757,0.9091769641626014
2.3651189613235697e-05,-0.0039706703958733,0.0408472990931037,1.0038769956800504,0.9103493190688454
2.3651189613235697e-05,0.0039706703958733,0.0549927819774515,1.0038320551144688,0.8997969180212323
2.36511896132357e-05,-0.0039706703958733,0.0408472990931037,1.0038780831873646,0.9106046744070162
2.36511896132357e-05,0.0039706703958733,0.0408472990931037,1.0038699256777417,0.9086892264820354
2.3651189613235704e-05,-0.0039706703958733,0.0426614370491379,1.0038768769337492,0.9103214364959996
2.3651189613235704e-05,0.0039706703958733,0.0426614370491379,1.0038708676442236,0.9089104076790688
2.3651189613235707e-05,0.0039706703958733,0.0426614370491379,1.0038725534947697,0.909306258751214
2.3651189613235718e-05,-0.0039706703958733,0.0485058373380791,1.003864069118638,0.9073140599788704
2.3651189613235718e-05,0.0039706703958733,0.0485058373380791,1.003858228486474,0.9059426332473656
4.2053918954273e-05,-0.0052947037723988,0.0408472990931037,1.0038775693363469,0.9104840181146951
4.2053918954273e-05,0.0052947037723988,0.0408472990931037,1.003868043908123,0.9082473720585372
6.57177722931621e-05,-0.0066187814459348,0.0408472990931037,1.003877251335205,0.910409348925754
6.57177722931621e-05,0.0066187814459348,0.0408472990931037,1.0038658956499504,0.907742944010152
9.464274751418969e-05,-0.0079429032980994,0.0408472990931037,1.0038767725961395,0.9102969371981544
9.464274751418969e-05,0.0079429032980994,0.0408472990931037,1.0038637611024557,0.9072417353375256
0.0001288274274811,-0.0092669829690715,0.0408472990931037,1.0038762112882085,0.910165137646397
0.0001288274274811,0.0092669829690715,0.0408472990931037,1.00386076551235,0.9065383470343592
0.0001682727176083,-0.0105909682373989,0.0408472990931037,1.0038751377113104,0.9099130532803672
0.0001682727176083,0.0105909682373989,0.0408472990931037,1.0038574010825947,0.9057483522576056
0.000212978614369,-0.011914858984708,0.0408472990931037,1.0038734284991186,0.9095117167086144
0.000212978614369,0.011914858984708,0.0408472990931037,1.0038542877492656,0.90501731691217
0.0002629396418052,-0.0132386094503515,0.0408472990931037,1.0038711853696185,0.9089850121204334
0.0002629396418052,0.0132386094503515,0.0408472990931037,1.0038514415204254,0.9043489998181132
0.0003181551175038,-0.0145621920588486,0.0408472990931037,1.0038690333204614,0.9084796939188036
0.0003181551175038,0.0145621920588486,0.0408472990931037,1.003847215884922,0.9033567871047884
0.000378625036528,-0.0158856066918619,0.0408472990931037,1.0038664952032712,0.9078837238825967
