x_over_T,y_over_T,z_over_T,p_over_pref,Cp
-12.75,0.0,-0.004253363865455789,1.0001038472379595,0.02438415468195999
-12.75,0.0,0.008505967542618731,1.000103853849253,0.024385707066085248
-12.75,0.0,4.336808689942018e-19,1.0001038915901708,0.024394568932743544
-12.75,0.0,-4.336808689942018e-19,1.000103845523395,0.024383752088626098
-12.75,0.0,-0.008505967542618731,1.0001038761390628,0.024390940890114482
-12.75,0.0,0.004253363865455789,1.0001038664261142,0.024388660212771668
-12.744817837565153,0.0,1.0634597914451247e-18,1.000105606741899,0.024797300154730677
-12.744817837565153,0.0,-1.0634597914451247e-18,1.0001055588185312,0.024786047368096264
-12.744817210627255,0.0,0.004253913159927105,1.0001055789365858,0.024790771246784065
-12.744817210627255,0.0,-0.004253913159927105,1.0001055602631448,0.024786386574807053
-12.744816404769546,0.0,0.0085070917791306,1.0001055670399774,0.02478797782883415
-12.744816404769546,0.0,-0.0085070917791306,1.0001055890171076,0.024793138233200583
-12.73963700409969,0.0,6.712173624173794e-19,1.0001051841706265,0.024698077070195557
-12.73963700409969,0.0,-6.712173624173794e-19,1.0001051355572508,0.024686662264201065
-12.739635622617806,0.0,0.0042545745428350925,1.000105154003568,0.024690993605691727
-12.739635622617806,0.0,-0.0042545745428350925,1.000105135304151,0.024686602834370276
-12.739633883296287,0.0,-0.008508440192521964,1.0001051636076637,0.02469324872350447
-12.739633883296287,0.0,0.008508440192521964,1.0001051418579348,0.02468814171474454
-12.734457500066807,0.0,-1.3010426069826053e-18,1.0001056141596383,0.024799041898722337
-12.734457500066807,0.0,1.3010426069826053e-18,1.0001056625459592,0.024810403390445344
-12.734457500066807,0.0,0.0,1.0001054948615788,0.024771029768678402
-12.734457500066807,0.0,0.0,1.0001055373924588,0.024781016356432935
-12.734455236434922,0.0,0.004255348014120614,1.0001056313289232,0.024803073382915704
-12.734455236434922,0.0,-0.004255348014120614,1.0001056123119758,0.024798608052928342
-12.73445523643492,0.0,-0.004255348014120616,1.000105497063298,0.024771546749811902
-12.73445523643492,0.0,0.004255348014120616,1.000105514215681,0.02477557426527339
-12.73445243604358,0.0,-0.008510012782672268,1.0001056414589826,0.02480545200117858
-12.73445243604358,0.0,0.008510012782672268,1.0001056196020381,0.024800319817352964
-12.734452436043577,0.0,-0.00851001278267227,1.000105523147409,0.024777671505816234
-12.734452436043577,0.0,0.00851001278267227,1.0001055031089419,0.024772966314892064
-12.729281085124079,0.0,2.7958704704292335e-19,1.0001052872011906,0.024722269463376814
-12.729281085124079,0.0,-2.7958704704292335e-19,1.0001052434102642,0.02471198700671283
-12.7292778164835,0.0,0.004256151942387044,1.0001052614031751,0.02471621188483318
-12.7292778164835,0.0,-0.004256151942387044,1.0001052447498324,0.024712301547953112
-12.729273761529097,0.0,-0.008511694999268928,1.0001052701640767,0.024718269013968095
-12.729273761529097,0.0,0.008511694999268928,1.0001052503454435,0.024713615441793065
-12.724108054263358,0.0,5.878938049536878e-19,1.0001053438751646,0.024735576961723356
-12.724108054263358,0.0,-5.878938049536878e-19,1.0001053000466662,0.024725285682868716
-12.724103979221017,0.0,0.004256759382678779,1.0001053167063425,0.024729197506928348
-12.724103979221017,0.0,-0.004256759382678779,1.0001053000317204,0.024725282173471152
-12.724098868310481,0.0,-0.008512984239910738,1.0001053254469452,0.024731249869726805
-12.724098868310481,0.0,0.008512984239910738,1.0001053056658833,0.024726605119586017
-12.718938407947142,0.0,8.673617379884035e-19,1.0001051205143379,0.02468313006900164
-12.718938407947142,0.0,-8.673617379884035e-19,1.0001050776682752,0.02467306947383451
-12.718938407947142,0.0,0.0,1.0001051155321135,0.024681960203215312
-12.718938407947142,0.0,0.0,1.0001051579066462,0.024691910079417893
-12.718933725110045,0.0,-0.004257170334941511,1.0001051132721441,0.02468142954450328
-12.718933725110045,0.0,0.004257170334941511,1.0001051304705302,0.024685467861881093
-12.718933725110043,0.0,0.0042571703349415105,1.0001050927469122,0.02467661005733354
-12.718933725110043,0.0,-0.0042571703349415105,1.0001050757322412,0.024672614877704193
-12.718927756850407,0.0,0.008513880504482435,1.0001050813310042,0.024673929511640692
-12.718927756850407,0.0,-0.008513880504482435,1.0001051014572844,0.024678655321774528
-12.718927756850405,0.0,0.008513880504482435,1.0001051187716468,0.02468272087131625
-12.718927756850405,0.0,-0.008513880504482435,1.0001051392017037,0.024687518010646458
-12.713772828878602,0.0,2.192194059388034e-19,1.0001051327797101,0.024686010075640454
-12.713772828878602,0.0,-2.192194059388034e-19,1.0001051768216713,0.024696351477253378
-12.713767660162333,0.0,-0.0042574331141452,1.0001051333020288,0.024686132720195913
-12.713767660162333,0.0,0.0042574331141452,1.0001051500534754,0.024690066092665677
-12.71376098140028,0.0,0.008514450611454817,1.000105138729012,0.024687407018896764
-12.71376098140028,0.0,-0.008514450611454817,1.0001051588289247,0.02469212663771502
-12.70861166293483,0.0,2.1925911060820594e-19,1.0001050459373977,0.02466561881226761
-12.70861166293483,0.0,-2.1925911060820594e-19,1.0001050015437287,0.02465519482688132
-12.7086058930511,0.0,0.004257633267690802,1.0001050206840942,0.024659689136432076
-12.7086058930511,0.0,-0.004257633267690802,1.0001050037931505,0.024655723008941987
-12.708598388498327,0.0,0.008514895467110215,1.00010500931551,0.02465701970271925
-12.708598388498327,0.0,-0.008514895467110215,1.000105029228193,0.02466169535855141
-12.703454910577271,0.0,0.0,1.0001049777820497,0.024649615396274385
-12.703454910577271,0.0,0.0,1.0001049340685793,0.024639351126902968
-12.70345491057727,0.0,4.336808689942018e-19,1.0001049221849172,0.024636560748849432
-12.70345491057727,0.0,-4.336808689942018e-19,1.0001049676036957,0.024647225438084883
-12.703448424237834,0.0,-0.004257770795560422,1.0001049373442779,0.024640120286901383
-12.703448424237834,0.0,0.004257770795560422,1.0001049546789855,0.024644190613676367
-12.703448424237832,0.0,0.004257770795560423,1.0001049439209746,0.024641664547430817
-12.703448424237832,0.0,-0.004257770795560423,1.000104925222356,0.024637273963544877
-12.70343997860611,0.0,-0.008515215071408863,1.0001049630966035,0.024646167137095172
-12.70343997860611,0.0,0.008515215071408863,1.0001049429476425,0.024641436001342342
-12.703439978606104,0.0,0.00851521507140886,1.0001049313754906,0.02463871876834164
-12.703439978606104,0.0,-0.00851521507140886,1.0001049526534107,0.024643714992651902
-12.698302967309724,0.0,6.282337490666739e-19,1.00010477452606,0.024601889278683797
-12.698302967309724,0.0,-6.282337490666739e-19,1.0001048215091968,0.02461292129162511
-12.698295801629106,0.0,0.004257847284306052,1.0001047943831312,0.024606551876387026
-12.698295801629106,0.0,-0.004257847284306052,1.0001047764445532,0.024602339756081684
-12.698286645548881,0.0,-0.008515360452607774,1.0001048032566835,0.024608635456817515
-12.698286645548881,0.0,0.008515360452607774,1.000104782253868,0.024603703829249472
-12.69315641253756,0.0,1.1065228141346353e-18,1.000104648820716,0.024572372667400352
-12.69315641253756,0.0,-1.1065228141346353e-18,1.0001046957229938,0.024583385694036806
-12.693148715127512,0.0,-0.004257845751364797,1.0001046485170768,0.024572301370529438
-12.693148715127512,0.0,0.004257845751364797,1.0001046664024666,0.024576501001842443
-12.693138996210541,0.0,-0.00851534979042909,1.000104675227157,0.024578573109082
-12.693138996210541,0.0,0.00851534979042909,1.0001046542671521,0.024573651533792516
-12.688015246720921,0.0,-1.3010426069826053e-18,1.000104529377013,0.02454432633910873
-12.688015246720921,0.0,1.3010426069826053e-18,1.0001044838746203,0.02453364201659004
-12.68801524672092,0.0,8.673617379884035e-19,1.0001045358046916,0.02454583560899968
-12.68801524672092,0.0,-8.673617379884035e-19,1.0001044872259544,0.024534428936402924
-12.68800716519324,0.0,0.004257766196736796,1.0001045034498088,0.024538238426043687
-12.68800716519324,0.0,-0.0042577661967367975,1.0001044805522161,0.02453286188976333
-12.68800716519324,0.0,0.0042577661967367975,1.0001044987678671,0.024537139069012785
-12.68800716519324,0.0,-0.004257766196736796,1.0001044833671622,0.02453352286141122
-12.68799703105133,0.0,-0.008515183084873769,1.0001045129269879,0.024540463742809333
-12.68799703105133,0.0,0.008515183084873772,1.0001044861862134,0.024534184796983372
-12.68799703105133,0.0,-0.008515183084873772,1.0001045076561055,0.024539226097839574
-12.68799703105133,0.0,0.008515183084873769,1.0001044896969782,0.0245350091523863
-12.682879859964594,0.0,-4.953025159069521e-19,1.000104329504163,0.024497394609502142
-12.682879859964594,0.0,4.953025159069521e-19,1.0001043802693095,0.024509314668328785
-12.68287149990145,0.0,-0.004257627559020595,1.000104329717548,0.024497444714012186
-12.68287149990145,0.0,0.004257627559020595,1.0001043491671615,0.02450201163743553
-12.682861000975558,0.0,0.008514921399658943,1.00010433593041,0.024498903543260484
-12.682861000975558,0.0,-0.008514921399658943,1.0001043587435925,0.02450426025934347
-12.677750433350404,0.0,-3.720228261344991e-19,1.0001041468382375,0.024454503202181618
-12.677750433350404,0.0,3.720228261344991e-19,1.0001041980265486,0.02446652262341421
-12.677741792829702,0.0,-0.004257475559011872,1.0001041497802416,0.024455194008088404
-12.677741792829702,0.0,0.004257475559011872,1.0001041694020267,0.02445980135877067
-12.677730927197727,0.0,0.008514632989859165,1.0001041561549495,0.024456690840029955
-12.677730927197727,0.0,-0.008514632989859165,1.0001041787038583,0.024461985502549962
-12.67262696733696,0.0,0.0,1.0001040114668645,0.024422716930696663
-12.67262696733696,0.0,-8.673617379884035e-19,1.0001039581860554,0.024410206174357307
-12.67262696733696,0.0,8.673617379884035e-19,1.0001040128239838,0.024423035593067712
-12.67262696733696,0.0,0.0,1.0001039611773332,0.024410908550118564
-12.67261804443663,0.0,-0.004257310196724213,1.00010396594783,0.024412028700551636
-12.67261804443663,0.0,0.004257310196724213,1.0001039861090346,0.024416762711236738
-12.672618044436625,0.0,0.004257310196724213,1.0001039854468534,0.02441660722584208
-12.672618044436625,0.0,-0.004257310196724213,1.0001039624649088,0.024411210883076604
-12.672606810176509,0.0,-0.008514317855500225,1.0001039952036046,0.024418898188363156
-12.672606810176509,0.0,0.008514317855500225,1.0001039723318295,0.024413527714252967
-12.672606810176504,0.0,0.008514317855500223,1.0001039701470547,0.024413014711809667
-12.672606810176504,0.0,-0.008514317855500223,1.0001039952845463,0.024418917194115434
-12.66750959839003,0.0,-1.429884259193865e-18,1.000103755200426,0.024362543539479847
-12.66750959839003,0.0,1.429884259193865e-18,1.0001038119202035,0.024375861792870802
-12.667500446216007,0.0,-0.004257086951900961,1.0001037575908356,0.024363104826614253
-12.667500446216007,0.0,0.004257086951900961,1.00010377947162,0.02436824260827049
-12.66748897427681,0.0,-0.008513941391890656,1.0001037895937328,0.024370619360572447
-12.66748897427681,0.0,0.008513941391890656,1.0001037648044806,0.024364798647647092
-12.662398470734171,0.0,1.1721612501019432e-18,1.0001036009936566,0.024326334567620674
-12.662398470734171,0.0,-1.1721612501019432e-18,1.0001035444653184,0.024313061265696996
