0.336 	-0.21 	0.0103514 	0 	0 	0 	0 	0 	0 	0.629009 	0 	-0.197486 	0.549416 	0 	0.0650165
0.336 	-0.21 	0.0103906 	0 	0 	0 	0 	0 	0 	2.32793 	0 	-0.722607 	1.95188 	0 	0.242223
0.336 	-0.21 	0.0104299 	0 	0 	0 	0 	0 	0 	4.60387 	0 	-1.41059 	3.70623 	0 	0.487869
0.336 	-0.21 	0.0104691 	0 	0 	0 	0 	0 	0 	6.907 	0 	-2.09229 	5.41727 	0 	0.755082
0.336 	-0.21 	0.0105084 	0 	0 	0 	0 	0 	0 	8.89399 	0 	-2.66951 	6.8919 	0 	1.01333
0.336 	-0.21 	0.0105477 	0 	0 	0 	0 	0 	0 	10.5043 	0 	-3.12911 	8.11268 	0 	1.25518
0.336 	-0.21 	0.0105876 	0 	0 	0 	0 	0 	0 	11.8097 	0 	-3.49438 	9.13164 	0 	1.48695
0.336 	-0.21 	0.0106317 	0 	0 	0 	0 	0 	0 	12.9194 	0 	-3.79736 	10.023 	0 	1.72419
0.336 	-0.21 	0.0106837 	0 	0 	0 	0 	0 	0 	13.9024 	0 	-4.0574 	10.8299 	0 	1.98065
0.336 	-0.21 	0.010745 	0 	0 	0 	0 	0 	0 	14.7722 	0 	-4.27816 	11.5512 	0 	2.26119
0.336 	-0.21 	0.0108169 	0 	0 	0 	0 	0 	0 	15.5278 	0 	-4.45989 	12.1743 	0 	2.56567
0.336 	-0.21 	0.0109005 	0 	0 	0 	0 	0 	0 	16.1742 	0 	-4.60537 	12.6939 	0 	2.8921
0.336 	-0.21 	0.0109972 	0 	0 	0 	0 	0 	0 	16.7204 	0 	-4.71932 	13.1117 	0 	3.23654
0.336 	-0.21 	0.0111079 	0 	0 	0 	0 	0 	0 	17.1764 	0 	-4.80761 	13.4335 	0 	3.59319
0.336 	-0.21 	0.0112333 	0 	0 	0 	0 	0 	0 	17.5538 	0 	-4.87664 	13.669 	0 	3.9549
0.336 	-0.21 	0.0113739 	0 	0 	0 	0 	0 	0 	17.8651 	0 	-4.93288 	13.8304 	0 	4.31375
0.336 	-0.21 	0.0115294 	0 	0 	0 	0 	0 	0 	18.1236 	0 	-4.98298 	13.9325 	0 	4.66196
0.336 	-0.21 	0.011699 	0 	0 	0 	0 	0 	0 	18.3425 	0 	-5.03359 	13.9904 	0 	4.99315
0.336 	-0.21 	0.0118812 	0 	0 	0 	0 	0 	0 	18.5298 	0 	-5.08906 	14.0134 	0 	5.30198
0.336 	-0.21 	0.0120736 	0 	0 	0 	0 	0 	0 	18.6871 	0 	-5.15032 	14.0044 	0 	5.58382
0.336 	-0.21 	0.0122732 	0 	0 	0 	0 	0 	0 	18.8148 	0 	-5.21662 	13.9665 	0 	5.83634
0.336 	-0.21 	0.0124768 	0 	0 	0 	0 	0 	0 	18.9171 	0 	-5.28704 	13.9053 	0 	6.06131
0.336 	-0.21 	0.0126841 	0 	0 	0 	0 	0 	0 	19.002 	0 	-5.3617 	13.8276 	0 	6.26635
0.336 	-0.21 	0.0129019 	0 	0 	0 	0 	0 	0 	19.0805 	0 	-5.44218 	13.7398 	0 	6.46428
0.336 	-0.21 	0.0131359 	0 	0 	0 	0 	0 	0 	19.1664 	0 	-5.53007 	13.6513 	0 	6.66982
0.336 	-0.21 	0.0133871 	0 	0 	0 	0 	0 	0 	19.2774 	0 	-5.626 	13.5768 	0 	6.89972
0.336 	-0.21 	0.0136568 	0 	0 	0 	0 	0 	0 	19.4357 	0 	-5.7301 	13.5355 	0 	7.17376
0.336 	-0.21 	0.0139463 	0 	0 	0 	0 	0 	0 	19.65 	0 	-5.84212 	13.5341 	0 	7.49961
0.336 	-0.21 	0.0142568 	0 	0 	0 	0 	0 	0 	19.9024 	0 	-5.96115 	13.5534 	0 	7.86248
0.336 	-0.21 	0.01459 	0 	0 	0 	0 	0 	0 	20.1796 	0 	-6.08984 	13.5756 	0 	8.249
0.336 	-0.21 	0.0149473 	0 	0 	0 	0 	0 	0 	20.4843 	0 	-6.2342 	13.606 	0 	8.65761
0.336 	-0.21 	0.0153302 	0 	0 	0 	0 	0 	0 	20.816 	0 	-6.39577 	13.6476 	0 	9.08762
0.336 	-0.21 	0.0157407 	0 	0 	0 	0 	0 	0 	21.1804 	0 	-6.57473 	13.6907 	0 	9.53946
0.336 	-0.21 	0.0161803 	0 	0 	0 	0 	0 	0 	21.5899 	0 	-6.77382 	13.7361 	0 	10.0189
0.336 	-0.21 	0.0166511 	0 	0 	0 	0 	0 	0 	22.0547 	0 	-6.99724 	13.7923 	0 	10.5357
0.336 	-0.21 	0.017155 	0 	0 	0 	0 	0 	0 	22.5739 	0 	-7.24963 	13.8715 	0 	11.0964
0.336 	-0.21 	0.017694 	0 	0 	0 	0 	0 	0 	23.1411 	0 	-7.5354 	14.004 	0 	11.6991
0.336 	-0.21 	0.0182705 	0 	0 	0 	0 	0 	0 	23.7603 	0 	-7.85467 	14.2109 	0 	12.3404
0.336 	-0.21 	0.0188866 	0 	0 	0 	0 	0 	0 	24.4516 	0 	-8.20771 	14.4652 	0 	13.0263
0.336 	-0.21 	0.0195446 	0 	0 	0 	0 	0 	0 	25.2412 	0 	-8.60043 	14.7322 	0 	13.7658
0.336 	-0.21 	0.0202471 	0 	0 	0 	0 	0 	0 	26.1413 	0 	-9.03865 	15.0345 	0 	14.5654
