0.336 	-0.21 	0.0103514 	2.84862e+06 	0 	0.811995 	0 	8.65128e-07
0.336 	-0.21 	0.0103906 	1.2381e+06 	0 	2.26102 	0 	6.77738e-06
0.336 	-0.21 	0.0104299 	287796 	0 	4.39899 	0 	2.61261e-05
0.336 	-0.21 	0.0104691 	124992 	0 	6.53967 	0 	6.67153e-05
0.336 	-0.21 	0.0105084 	72544.5 	0 	8.39961 	0 	0.000131556
0.336 	-0.21 	0.0105477 	48634.9 	0 	9.93609 	0 	0.000221072
0.336 	-0.21 	0.0105876 	35093.4 	0 	11.2141 	0 	0.000338656
0.336 	-0.21 	0.0106317 	26221.3 	0 	12.3333 	0 	0.000494259
0.336 	-0.21 	0.0106837 	19934.4 	0 	13.3565 	0 	0.000699734
0.336 	-0.21 	0.010745 	15407.5 	0 	14.2923 	0 	0.000962341
0.336 	-0.21 	0.0108169 	12145.3 	0 	15.1339 	0 	0.00128446
0.336 	-0.21 	0.0109005 	9774.87 	0 	15.8801 	0 	0.00166523
0.336 	-0.21 	0.0109972 	8028.02 	0 	16.5343 	0 	0.00210114
0.336 	-0.21 	0.0111079 	6719.28 	0 	17.1015 	0 	0.00258645
0.336 	-0.21 	0.0112333 	5722.41 	0 	17.5889 	0 	0.00311371
0.336 	-0.21 	0.0113739 	4951.43 	0 	18.0046 	0 	0.00367418
0.336 	-0.21 	0.0115294 	4347.11 	0 	18.359 	0 	0.00425844
0.336 	-0.21 	0.011699 	3868.02 	0 	18.663 	0 	0.0048569
0.336 	-0.21 	0.0118812 	3484.62 	0 	18.9226 	0 	0.00545861
0.336 	-0.21 	0.0120736 	3175.46 	0 	19.1377 	0 	0.00605109
0.336 	-0.21 	0.0122732 	2924.67 	0 	19.3088 	0 	0.00662247
0.336 	-0.21 	0.0124768 	2719.55 	0 	19.4419 	0 	0.00716591
0.336 	-0.21 	0.0126841 	2548.13 	0 	19.5479 	0 	0.00768624
0.336 	-0.21 	0.0129019 	2399.7 	0 	19.6423 	0 	0.0081991
0.336 	-0.21 	0.0131359 	2267.56 	0 	19.7437 	0 	0.00872041
0.336 	-0.21 	0.0133871 	2148.74 	0 	19.877 	0 	0.00926385
0.336 	-0.21 	0.0136568 	2041.51 	0 	20.0725 	0 	0.0098459
0.336 	-0.21 	0.0139463 	1944.45 	0 	20.3418 	0 	0.0104755
0.336 	-0.21 	0.0142568 	1856.39 	0 	20.6591 	0 	0.0111425
0.336 	-0.21 	0.01459 	1776.35 	0 	21.0021 	0 	0.0118367
0.336 	-0.21 	0.0149473 	1703.5 	0 	21.3739 	0 	0.0125604
0.336 	-0.21 	0.0153302 	1637.16 	0 	21.7756 	0 	0.0133139
0.336 	-0.21 	0.0157407 	1576.76 	0 	22.2053 	0 	0.0140956
0.336 	-0.21 	0.0161803 	1521.81 	0 	22.6724 	0 	0.0149107
0.336 	-0.21 	0.0166511 	1471.95 	0 	23.1913 	0 	0.0157674
0.336 	-0.21 	0.017155 	1426.88 	0 	23.7709 	0 	0.0166709
0.336 	-0.21 	0.017694 	1386.38 	0 	24.4221 	0 	0.0176267
0.336 	-0.21 	0.0182705 	1350.35 	0 	25.1558 	0 	0.0186396
0.336 	-0.21 	0.0188866 	1318.77 	0 	25.9715 	0 	0.0197033
0.336 	-0.21 	0.0195446 	1291.77 	0 	26.8696 	0 	0.0206279
0.336 	-0.21 	0.0202471 	1269.66 	0 	27.8706 	0 	0.021099
0.336 	-0.21 	0.0209965 	1252.96 	0 	29.0364 	0 	0.0209784
0.336 	-0.21 	0.0217955 	1242.6 	0 	30.4209 	0 	0.0203756
0.336 	-0.21 	0.0226467 	1240.01 	0 	32.067 	0 	0.0196543
0.336 	-0.21 	0.0235527 	1247.54 	0 	34.0637 	0 	0.0189874
0.336 	-0.21 	0.0245164 	1269.02 	0 	36.5197 	0 	0.0182524
0.336 	-0.21 	0.0255404 	1310.95 	0 	39.5499 	0 	0.0175587
0.336 	-0.21 	0.0266277 	1384.86 	0 	43.2716 	0 	0.0170415
0.336 	-0.21 	0.0277808 	1508.08 	0 	47.7419 	0 	0.016583
0.336 	-0.21 	0.0290026 	1694.42 	0 	52.9308 	0 	0.0160858
0.336 	-0.21 	0.0302957 	1946.28 	0 	58.7945 	0 	0.0156384
0.336 	-0.21 	0.0316625 	2270.58 	0 	65.2524 	0 	0.0152848
0.336 	-0.21 	0.0331056 	2691.64 	0 	72.1104 	0 	0.0149431
0.336 	-0.21 	0.0346272 	3229.14 	0 	78.8339 	0 	0.0145131
0.336 	-0.21 	0.0362292 	3874.56 	0 	84.1885 	0 	0.013944
0.336 	-0.21 	0.0379136 	4597.06 	0 	86.5826 	0 	0.0134207
0.336 	-0.21 	0.0396818 	5351.22 	0 	84.6361 	0 	0.0131248
0.336 	-0.21 	0.041535 	6037.36 	0 	77.1036 	0 	0.0122319
0.336 	-0.21 	0.043474 	6439.44 	0 	63.7916 	0 	0.00995856
0.336 	-0.21 	0.0454992 	6251.07 	0 	47.1082 	0 	0.00744833
0.336 	-0.21 	0.0476105 	5231.75 	0 	31.1238 	0 	0.00580567
0.336 	-0.21 	0.0498073 	3555.43 	0 	19.0097 	0 	0.00542707
0.336 	-0.21 	0.0520886 	1974.2 	0 	11.618 	0 	0.00632285
0.336 	-0.21 	0.0544527 	1093.38 	0 	7.81318 	0 	0.00735282
0.336 	-0.21 	0.0568972 	812.252 	0 	5.95288 	0 	0.00729045
0.336 	-0.21 	0.0594194 	746.231 	0 	4.89765 	0 	0.00654232
0.336 	-0.21 	0.0620157 	705.991 	0 	4.09084 	0 	0.00577272
0.336 	-0.21 	0.0646819 	659.401 	0 	3.34267 	0 	0.00504129
0.336 	-0.21 	0.0674133 	607.626 	0 	2.61808 	0 	0.00427416
0.336 	-0.21 	0.070203 	553.474 	0 	1.92133 	0 	0.00342711
0.336 	-0.21 	0.073315 	480.418 	0 	1.27018 	0 	0.00256795
0.336 	-0.21 	0.0772992 	354.513 	0 	0.71336 	0 	0.00191671
0.336 	-0.21 	0.0826215 	185.451 	0 	0.32939 	0 	0.00142611
0.336 	-0.21 	0.0897021 	54.926 	0 	0.133525 	0 	0.000826397
0.336 	-0.21 	0.0990707 	7.30952 	0 	0.0547156 	0 	0.000351897
0.336 	-0.21 	0.111378 	0.982239 	0 	0.0238603 	0 	0.000149241
0.336 	-0.21 	0.127393 	0.41284 	0 	0.0108307 	0 	6.97644e-05
0.336 	-0.21 	0.147981 	0.371556 	0 	0.00517674 	0 	3.65692e-05
0.336 	-0.21 	0.174036 	0.318143 	0 	0.00261966 	0 	2.17847e-05
0.336 	-0.21 	0.206148 	0.265545 	0 	0.00135108 	0 	1.41191e-05
0.336 	-0.21 	0.244307 	0.22795 	0 	0.000686213 	0 	9.97113e-06
0.336 	-0.21 	0.289653 	0.198758 	0 	0.000385509 	0 	5.40621e-05
0.336 	-0.21 	0.344343 	0.173914 	0 	0.000278762 	0 	0.000149072
