0.336 	-0.21 	0.0103514 	-228.954 	0.00197538 	2.84862e+06 	3.19132e-09
0.336 	-0.21 	0.0103906 	-228.953 	0.0161017 	1.2381e+06 	6.29488e-08
0.336 	-0.21 	0.0104299 	-228.952 	0.0685306 	287796 	4.97183e-07
0.336 	-0.21 	0.0104691 	-228.952 	0.185676 	124991 	2.13844e-06
0.336 	-0.21 	0.0105084 	-228.953 	0.363762 	72544.4 	6.08424e-06
0.336 	-0.21 	0.0105477 	-228.954 	0.568172 	48635.1 	1.30927e-05
0.336 	-0.21 	0.0105876 	-228.956 	0.770957 	35093.7 	2.37866e-05
0.336 	-0.21 	0.0106317 	-228.959 	0.969666 	26221.6 	3.9477e-05
0.336 	-0.21 	0.0106837 	-228.963 	1.17107 	19934.6 	6.21352e-05
0.336 	-0.21 	0.010745 	-228.968 	1.37839 	15407.5 	9.38019e-05
0.336 	-0.21 	0.0108169 	-228.974 	1.5928 	12145.2 	0.000136423
0.336 	-0.21 	0.0109005 	-228.98 	1.81519 	9774.78 	0.000191858
0.336 	-0.21 	0.0109972 	-228.989 	2.04599 	8027.9 	0.000261806
0.336 	-0.21 	0.0111079 	-228.998 	2.28506 	6719.14 	0.000347699
0.336 	-0.21 	0.0112333 	-229.009 	2.53174 	5722.27 	0.000450573
0.336 	-0.21 	0.0113739 	-229.021 	2.78485 	4951.29 	0.000570924
0.336 	-0.21 	0.0115294 	-229.035 	3.04268 	4346.97 	0.00070856
0.336 	-0.21 	0.011699 	-229.05 	3.30304 	3867.89 	0.00086248
0.336 	-0.21 	0.0118812 	-229.066 	3.56336 	3484.5 	0.00103083
0.336 	-0.21 	0.0120736 	-229.083 	3.82072 	3175.35 	0.00121091
0.336 	-0.21 	0.0122732 	-229.1 	4.07208 	2924.56 	0.00139935
0.336 	-0.21 	0.0124768 	-229.118 	4.31547 	2719.45 	0.00159316
0.336 	-0.21 	0.0126841 	-229.137 	4.55283 	2548.03 	0.00179265
0.336 	-0.21 	0.0129019 	-229.156 	4.79002 	2399.61 	0.00200196
0.336 	-0.21 	0.0131359 	-229.177 	5.03186 	2267.48 	0.002225
0.336 	-0.21 	0.0133871 	-229.199 	5.27984 	2148.66 	0.00246318
0.336 	-0.21 	0.0136568 	-229.222 	5.53419 	2041.43 	0.00271688
0.336 	-0.21 	0.0139463 	-229.247 	5.79508 	1944.38 	0.00298639
0.336 	-0.21 	0.0142568 	-229.274 	6.06267 	1856.32 	0.00327192
0.336 	-0.21 	0.01459 	-229.302 	6.33707 	1776.29 	0.00357353
0.336 	-0.21 	0.0149473 	-229.332 	6.61837 	1703.44 	0.00389117
0.336 	-0.21 	0.0153302 	-229.363 	6.90661 	1637.11 	0.00422458
0.336 	-0.21 	0.0157407 	-229.395 	7.2018 	1576.7 	0.00457328
0.336 	-0.21 	0.0161803 	-229.429 	7.50392 	1521.76 	0.00493652
0.336 	-0.21 	0.0166511 	-229.464 	7.81293 	1471.9 	0.00531325
0.336 	-0.21 	0.017155 	-229.501 	8.12877 	1426.83 	0.00570197
0.336 	-0.21 	0.017694 	-229.538 	8.4514 	1386.34 	0.0061007
0.336 	-0.21 	0.0182705 	-229.575 	8.78084 	1350.3 	0.00650685
0.336 	-0.21 	0.0188866 	-229.613 	9.1172 	1318.73 	0.00691702
0.336 	-0.21 	0.0195446 	-229.651 	9.46081 	1291.73 	0.00732678
0.336 	-0.21 	0.0202471 	-229.687 	9.81233 	1269.62 	0.00773036
0.336 	-0.21 	0.0209965 	-229.722 	10.173 	1252.93 	0.00812016
0.336 	-0.21 	0.0217955 	-229.755 	10.5449 	1242.56 	0.00848609
0.336 	-0.21 	0.0226467 	-229.784 	10.9317 	1239.98 	0.00881459
0.336 	-0.21 	0.0235527 	-229.806 	11.3393 	1247.51 	0.00908722
0.336 	-0.21 	0.0245164 	-229.821 	11.7778 	1268.99 	0.00927879
0.336 	-0.21 	0.0255404 	-229.821 	12.2638 	1310.91 	0.00935483
0.336 	-0.21 	0.0266277 	-229.798 	12.8261 	1384.82 	0.00926905
0.336 	-0.21 	0.0277808 	-229.737 	13.5103 	1508.04 	0.0089814
0.336 	-0.21 	0.0290026 	-229.622 	14.3784 	1694.38 	0.00852279
0.336 	-0.21 	0.0302957 	-229.44 	15.5158 	1946.24 	0.00801243
0.336 	-0.21 	0.0316625 	-229.177 	17.0614 	2270.54 	0.00753559
0.336 	-0.21 	0.0331056 	-228.83 	19.2289 	2691.61 	0.00707955
0.336 	-0.21 	0.0346272 	-228.422 	22.248 	3229.12 	0.00675178
0.336 	-0.21 	0.0362292 	-227.94 	26.1744 	3874.55 	0.00668254
0.336 	-0.21 	0.0379136 	-227.314 	30.6613 	4597.05 	0.00667206
0.336 	-0.21 	0.0396818 	-226.52 	34.6406 	5351.22 	0.00649931
0.336 	-0.21 	0.041535 	-225.564 	36.2329 	6037.36 	0.00603829
0.336 	-0.21 	0.043474 	-224.443 	33.4073 	6439.44 	0.00520409
0.336 	-0.21 	0.0454992 	-223.332 	25.685 	6251.09 	0.00405203
0.336 	-0.21 	0.0476105 	-222.607 	15.8183 	5231.79 	0.00287693
0.336 	-0.21 	0.0498073 	-222.426 	8.06843 	3555.48 	0.00218557
0.336 	-0.21 	0.0520886 	-222.535 	4.34138 	1974.25 	0.00241399
0.336 	-0.21 	0.0544527 	-222.67 	3.30643 	1093.4 	0.00324753
0.336 	-0.21 	0.0568972 	-222.815 	3.06126 	812.256 	0.00378584
0.336 	-0.21 	0.0594194 	-223.003 	2.86141 	746.232 	0.00383174
0.336 	-0.21 	0.0620157 	-223.2 	2.58245 	705.992 	0.00365037
0.336 	-0.21 	0.0646819 	-223.376 	2.21584 	659.402 	0.00334665
