0.378 	-0.21 	0.00203219 	-0.822316 	7.85256e-18 	0.100179
0.378 	-0.21 	0.0020723 	-2.4247 	-5.55307e-18 	0.297431
0.378 	-0.21 	0.0021124 	-3.91121 	-8.59397e-20 	0.480642
0.378 	-0.21 	0.0021525 	-5.08249 	3.70482e-20 	0.625607
0.378 	-0.21 	0.00219261 	-5.85224 	9.82633e-20 	0.721582
0.378 	-0.21 	0.00223271 	-6.33036 	1.5967e-18 	0.781774
0.378 	-0.21 	0.00227349 	-6.64139 	-1.20093e-18 	0.821429
0.378 	-0.21 	0.00231857 	-6.8692 	-5.34698e-20 	0.850964
0.378 	-0.21 	0.00237171 	-7.04669 	2.02841e-20 	0.874545
0.378 	-0.21 	0.00243434 	-7.18521 	3.31686e-20 	0.89361
0.378 	-0.21 	0.00250774 	-7.29248 	-5.06702e-21 	0.909141
0.378 	-0.21 	0.00259321 	-7.37417 	-1.73907e-20 	0.921872
0.378 	-0.21 	0.00269195 	-7.43442 	-3.41171e-22 	0.93234
0.378 	-0.21 	0.00280502 	-7.47621 	-1.03091e-20 	0.94094
0.378 	-0.21 	0.00293319 	-7.5018 	-3.30897e-19 	0.947966
0.378 	-0.21 	0.00307681 	-7.51296 	6.1322e-19 	0.953643
0.378 	-0.21 	0.00323569 	-7.51122 	-5.48517e-19 	0.958148
0.378 	-0.21 	0.00340897 	-7.49802 	-1.27281e-20 	0.961626
0.378 	-0.21 	0.00359506 	-7.47481 	6.09211e-21 	0.964204
0.378 	-0.21 	0.00379161 	-7.4431 	4.01278e-19 	0.965997
0.378 	-0.21 	0.00399561 	-7.40451 	-1.72626e-19 	0.967113
0.378 	-0.21 	0.00420353 	-7.36069 	1.56118e-19 	0.967658
0.378 	-0.21 	0.00441531 	-7.31246 	-1.51374e-19 	0.967733
0.378 	-0.21 	0.00463786 	-7.25878 	2.01592e-21 	0.967395
0.378 	-0.21 	0.00487689 	-7.19837 	2.37149e-21 	0.966638
0.378 	-0.21 	0.00513354 	-7.1309 	-6.21153e-21 	0.965447
0.378 	-0.21 	0.00540907 	-7.05601 	-1.32398e-19 	0.963801
0.378 	-0.21 	0.00570479 	-6.97328 	2.38136e-23 	0.961667
0.378 	-0.21 	0.00602209 	-6.88222 	-2.68373e-23 	0.959008
0.378 	-0.21 	0.00636245 	-6.78229 	-7.20276e-23 	0.955776
0.378 	-0.21 	0.00672744 	-6.67287 	1.21913e-19 	0.951912
0.378 	-0.21 	0.0071187 	-6.55328 	3.72931e-21 	0.947345
0.378 	-0.21 	0.00753799 	-6.42274 	-3.59176e-21 	0.941989
0.378 	-0.21 	0.00798715 	-6.2804 	-1.1755e-19 	0.93574
0.378 	-0.21 	0.0084681 	-6.12529 	1.75533e-21 	0.928476
0.378 	-0.21 	0.00898288 	-5.95634 	1.13926e-19 	0.920047
0.378 	-0.21 	0.00953362 	-5.77235 	-1.81422e-21 	0.910277
