0.378 	-0.21 	0.00203219 	-226.145 	0.00274697 	3.06577e+06 	2.81908e-09
0.378 	-0.21 	0.0020723 	-226.147 	0.0516566 	613358 	1.18911e-07
0.378 	-0.21 	0.0021124 	-226.149 	0.30657 	209202 	1.61168e-06
0.378 	-0.21 	0.0021525 	-226.153 	0.816869 	107471 	7.89159e-06
0.378 	-0.21 	0.00219261 	-226.157 	1.35434 	65829.8 	2.09687e-05
0.378 	-0.21 	0.00223271 	-226.162 	1.81742 	44904.8 	4.09193e-05
0.378 	-0.21 	0.00227349 	-226.167 	2.22255 	33045.9 	6.77545e-05
0.378 	-0.21 	0.00231857 	-226.173 	2.61458 	25255 	0.000104135
0.378 	-0.21 	0.00237171 	-226.18 	3.02011 	19727.5 	0.000153844
0.378 	-0.21 	0.00243434 	-226.188 	3.44257 	15727.4 	0.000219792
0.378 	-0.21 	0.00250774 	-226.198 	3.8826 	12780.9 	0.000304832
0.378 	-0.21 	0.00259321 	-226.209 	4.34032 	10569.5 	0.000411843
0.378 	-0.21 	0.00269195 	-226.222 	4.8153 	8880.05 	0.000543596
0.378 	-0.21 	0.00280502 	-226.237 	5.30644 	7568.87 	0.000702548
0.378 	-0.21 	0.00293319 	-226.254 	5.81187 	6537.41 	0.000890583
0.378 	-0.21 	0.00307681 	-226.273 	6.3289 	5716.85 	0.0011087
0.378 	-0.21 	0.00323569 	-226.294 	6.85393 	5058.06 	0.00135673
0.378 	-0.21 	0.00340897 	-226.317 	7.38256 	4525.32 	0.00163307
0.378 	-0.21 	0.00359506 	-226.342 	7.90963 	4092.05 	0.00193455
0.378 	-0.21 	0.00379161 	-226.368 	8.4295 	3738.2 	0.0022565
0.378 	-0.21 	0.00399561 	-226.395 	8.93627 	3448.31 	0.0025929
0.378 	-0.21 	0.00420353 	-226.424 	9.42442 	3210.21 	0.00293704
0.378 	-0.21 	0.00441531 	-226.453 	9.89706 	3010.85 	0.00328833
0.378 	-0.21 	0.00463786 	-226.483 	10.3705 	2836.56 	0.00365718
0.378 	-0.21 	0.00487689 	-226.516 	10.8555 	2680.28 	0.00405135
0.378 	-0.21 	0.00513354 	-226.551 	11.3533 	2539.65 	0.00447164
0.378 	-0.21 	0.00540907 	-226.59 	11.8646 	2412.84 	0.00491852
0.378 	-0.21 	0.00570479 	-226.631 	12.3903 	2298.32 	0.00539225
0.378 	-0.21 	0.00602209 	-226.676 	12.9311 	2194.81 	0.00589288
0.378 	-0.21 	0.00636245 	-226.724 	13.4878 	2101.24 	0.00642018
0.378 	-0.21 	0.00672744 	-226.776 	14.0613 	2016.7 	0.00697361
0.378 	-0.21 	0.0071187 	-226.832 	14.6523 	1940.41 	0.00755227
0.378 	-0.21 	0.00753799 	-226.892 	15.2617 	1871.74 	0.00815483
0.378 	-0.21 	0.00798715 	-226.957 	15.8903 	1810.16 	0.00877946
0.378 	-0.21 	0.0084681 	-227.026 	16.5391 	1755.22 	0.00942382
0.378 	-0.21 	0.00898288 	-227.1 	17.209 	1706.55 	0.010085
0.378 	-0.21 	0.00953362 	-227.18 	17.9008 	1663.89 	0.0107592
0.378 	-0.21 	0.0101225 	-227.264 	18.6158 	1627.03 	0.0114422
0.378 	-0.21 	0.0107519 	-227.355 	19.355 	1595.85 	0.0121288
0.378 	-0.21 	0.0114242 	-227.45 	20.1196 	1570.31 	0.0128129
0.378 	-0.21 	0.0121419 	-227.55 	20.9111 	1550.46 	0.0134873
0.378 	-0.21 	0.0129075 	-227.656 	21.7313 	1536.45 	0.0141439
0.378 	-0.21 	0.0137238 	-227.765 	22.5821 	1528.58 	0.0147732
0.378 	-0.21 	0.0145933 	-227.878 	23.4663 	1527.29 	0.0153645
0.378 	-0.21 	0.0155189 	-227.993 	24.3872 	1533.23 	0.0159054
0.378 	-0.21 	0.0165035 	-228.108 	25.3493 	1547.37 	0.0163817
0.378 	-0.21 	0.0175497 	-228.22 	26.3589 	1571.04 	0.0167775
0.378 	-0.21 	0.0186604 	-228.324 	27.4245 	1606.11 	0.0170746
0.378 	-0.21 	0.0198385 	-228.416 	28.5579 	1655.23 	0.0172528
0.378 	-0.21 	0.0210867 	-228.486 	29.7761 	1722.14 	0.0172902
0.378 	-0.21 	0.0224077 	-228.526 	31.1031 	1812.18 	0.017164
0.378 	-0.21 	0.0238041 	-228.517 	32.5732 	1932.97 	0.0168505
0.378 	-0.21 	0.0252784 	-228.431 	34.2388 	2095.68 	0.0162205
0.378 	-0.21 	0.0268329 	-228.235 	36.1886 	2316.69 	0.0145557
0.378 	-0.21 	0.0284696 	-227.92 	38.5023 	2600.14 	0.0128489
0.378 	-0.21 	0.0301904 	-227.503 	41.0656 	2915.57 	0.011637
0.378 	-0.21 	0.0319968 	-227.036 	43.5842 	3229.8 	0.0111275
0.378 	-0.21 	0.03389 	-226.596 	45.6835 	3528.94 	0.0113115
0.378 	-0.21 	0.035871 	-226.189 	47.0215 	3819.6 	0.0118243
0.378 	-0.21 	0.0379399 	-225.448 	47.0756 	4121.71 	0.0114159
0.378 	-0.21 	0.0400969 	-224.263 	44.9774 	4429.39 	0.0101599
0.378 	-0.21 	0.0423412 	-222.995 	39.2428 	4668.88 	0.00840724
0.378 	-0.21 	0.0446719 	-221.485 	28.5046 	4623.99 	0.00615347
0.378 	-0.21 	0.047087 	-219.856 	14.7828 	3989.87 	0.00367913
0.378 	-0.21 	0.0495844 	-218.516 	5.86235 	2375.33 	0.00245503
0.378 	-0.21 	0.0521611 	-217.008 	3.39928 	1156.13 	0.00296345
0.378 	-0.21 	0.0548135 	-215.565 	2.88112 	781.797 	0.00369405
0.378 	-0.21 	0.0575374 	-214.191 	2.64795 	696.593 	0.00380123
0.378 	-0.21 	0.0603279 	-212.841 	2.37219 	659.358 	0.00359677
0.378 	-0.21 	0.0631779 	-211.504 	1.99676 	619.937 	0.00321893
0.378 	-0.21 	0.0663572 	-210.057 	1.50982 	567.798 	0.00265437
0.378 	-0.21 	0.0704275 	-208.278 	0.8929 	486.159 	0.00182316
0.378 	-0.21 	0.0758649 	-206.016 	0.276654 	317.662 	0.000841324
0.378 	-0.21 	0.0830986 	-203.218 	0.0144085 	96.4588 	9.95361e-05
0.378 	-0.21 	0.0926698 	-200.03 	0.00295185 	6.26453 	2.88313e-05
0.378 	-0.21 	0.105243 	-196.372 	0.00147823 	0.575366 	1.43409e-05
0.378 	-0.21 	0.121605 	-192.148 	0.000421788 	0.434291 	4.17504e-06
0.378 	-0.21 	0.142638 	-187.042 	5.97054e-05 	0.402882 	6.19017e-07
0.378 	-0.21 	0.169257 	-181.336 	4.91498e-05 	0.339547 	5.75147e-07
0.378 	-0.21 	0.202063 	-174.679 	4.86071e-05 	0.276086 	6.79838e-07
0.378 	-0.21 	0.241047 	-169.256 	4.79113e-05 	0.232877 	8.78414e-07
0.378 	-0.21 	0.287373 	-163.776 	4.74135e-05 	0.206551 	1.69061e-06
0.378 	-0.21 	0.343246 	-167.393 	4.72369e-05 	0.166337 	4.87596e-06
