# Residuals            
# Time                 	Ux                     	Uy                     	p                      	omega                  
0                      	N/A	N/A	N/A
1                      	N/A	N/A	7.111842467632392e-04
2                      	N/A	N/A	3.208304710239903e-03
3                      	N/A	N/A	2.053417660311986e-03
4                      	N/A	N/A	1.250313785724446e-03
5                      	N/A	N/A	8.666205224089904e-04
6                      	N/A	N/A	6.347789686983018e-04
7                      	N/A	N/A	4.908702647467530e-04
8                      	N/A	N/A	3.974570302213929e-04
9                      	N/A	N/A	3.341857175067681e-04
10                     	N/A	N/A	2.896134205241168e-04
11                     	N/A	N/A	2.568275472896844e-04
12                     	N/A	N/A	2.318578369476523e-04
13                     	N/A	N/A	2.122031646787104e-04
14                     	N/A	N/A	1.962773823208857e-04
15                     	N/A	N/A	1.830407992932153e-04
16                     	N/A	N/A	1.718209796157594e-04
17                     	N/A	N/A	1.621532522013873e-04
18                     	N/A	N/A	1.537009185404926e-04
19                     	N/A	N/A	1.462313576147447e-04
20                     	N/A	N/A	1.395491614797268e-04
21                     	N/A	N/A	1.335260360521212e-04
22                     	N/A	N/A	1.280451865557337e-04
23                     	N/A	N/A	1.230332453049284e-04
24                     	N/A	N/A	1.184310751535418e-04
25                     	N/A	N/A	1.141801474276433e-04
26                     	N/A	N/A	1.102309759994998e-04
27                     	N/A	N/A	1.065450113075154e-04
28                     	N/A	N/A	1.030932241762965e-04
29                     	N/A	N/A	9.985154090718431e-05
30                     	N/A	N/A	9.679686045032076e-05
31                     	N/A	N/A	9.391264683523474e-05
32                     	N/A	N/A	9.118253103327312e-05
33                     	N/A	N/A	8.859305797701940e-05
34                     	N/A	N/A	8.613596471503263e-05
35                     	N/A	N/A	8.379625139016001e-05
36                     	N/A	N/A	8.156643439453503e-05
37                     	N/A	N/A	7.943696783654167e-05
38                     	N/A	N/A	7.740617213064909e-05
39                     	N/A	N/A	7.546206454533460e-05
40                     	N/A	N/A	7.359978800629883e-05
41                     	N/A	N/A	7.182115968388991e-05
42                     	N/A	N/A	7.011940785708553e-05
43                     	N/A	N/A	6.848447482763585e-05
44                     	N/A	N/A	6.690959867355449e-05
45                     	N/A	N/A	6.539126195459666e-05
46                     	N/A	N/A	6.392684992554361e-05
47                     	N/A	N/A	6.251289663949513e-05
48                     	N/A	N/A	6.114781968620570e-05
49                     	N/A	N/A	5.982722164029532e-05
50                     	N/A	N/A	5.855141164898395e-05
51                     	N/A	N/A	5.731763100128948e-05
52                     	N/A	N/A	5.612340675845365e-05
53                     	N/A	N/A	5.496650724450371e-05
54                     	N/A	N/A	5.384552947233850e-05
55                     	N/A	N/A	5.264139480640131e-05
56                     	N/A	N/A	5.147925469234150e-05
57                     	N/A	N/A	5.034669956872143e-05
58                     	N/A	N/A	4.924407129949836e-05
59                     	N/A	N/A	4.817138271979484e-05
60                     	N/A	N/A	4.712869900356517e-05
61                     	N/A	N/A	4.611423551155134e-05
