x_over_T,y_over_T,z_over_T,Cp
3.2057342959913417,0.0010000000036590455,-0.22334748076345132,-0.11600934
3.2057342959913417,0.003000000010977137,-0.22334748076345132,-0.115985736
3.2499097963091055,0.0010000000036590455,-0.2150565081872202,-0.10594156
3.2499097963091055,0.003000000010977137,-0.2150565081872202,-0.105919614
3.2499097963091055,0.004999999916817437,-0.2150565081872202,-0.10587318
3.2499097963091055,0.006999999924135528,-0.2150565081872202,-0.10579911
3.2499097963091055,0.008999999931453619,-0.2150565081872202,-0.10572921
3.2499097963091055,0.010999999735816128,-0.2150565081872202,-0.10567134
3.2499097963091055,0.012999999540178638,-0.2150565081872202,-0.10563733
3.2499097963091055,0.014999999750452311,-0.2150565081872202,-0.10562715
3.2499097963091055,0.01700000036663715,-0.2150565081872202,-0.10564231
3.2499097963091055,0.01900000017099966,-0.2150565081872202,-0.105679885
3.2499097963091055,0.020999999975362168,-0.2150565081872202,-0.10573774
3.2499097963091055,0.022999999779724677,-0.2150565081872202,-0.10581235
3.2499097963091055,0.024999999584087183,-0.2150565081872202,-0.105900854
3.2499097963091055,0.026999999388449693,-0.2150565081872202,-0.10600018
3.2499097963091055,0.02900000000463453,-0.2150565081872202,-0.106107675
3.2499097963091055,0.031000000620819368,-0.2150565081872202,-0.106220976
3.2499097963091055,0.03299999961335955,-0.2150565081872202,-0.10633802
3.2499097963091055,0.03500000022954439,-0.2150565081872202,-0.106457055
3.2499097963091055,0.03700000084572922,-0.2150565081872202,-0.10657664
3.2499097963091055,0.038999999838269406,-0.2150565081872202,-0.106695555
3.2499097963091055,0.04100000045445424,-0.2150565081872202,-0.10681287
3.2499097963091055,0.04300000107063908,-0.2150565081872202,-0.10692782
3.2499097963091055,0.04500000006317926,-0.2150565081872202,-0.1070398
3.2499097963091055,0.046999999055719444,-0.2150565081872202,-0.10714836
3.2499097963091055,0.04899999967190428,-0.2150565081872202,-0.107253194
3.2499097963091055,0.05100000028808912,-0.2150565081872202,-0.10735404
3.2499097963091055,0.0529999992806293,-0.2150565081872202,-0.10745074
3.2499097963091055,0.05499999827316948,-0.2150565081872202,-0.107543126
3.2499097963091055,0.05699999726570966,-0.2150565081872202,-0.10763118
3.2499097963091055,0.05899999950553916,-0.2150565081872202,-0.10771471
3.2499097963091055,0.06100000174536865,-0.2150565081872202,-0.107793845
3.2499097963091055,0.06300000073790883,-0.2150565081872202,-0.10786802
3.2499097963091055,0.06499999973044901,-0.2150565081872202,-0.10793794
3.2499097963091055,0.06699999872298919,-0.2150565081872202,-0.10800377
3.2499097963091055,0.06899999771552937,-0.2150565081872202,-0.108064614
