y,u,v,w,k,omega,p,nut,R_xx,R_yy,R_zz,R_xy,R_xz,R_yz
1e-10,-1.4997554e-09,-1.0657079e-11,-1.6463254e-11,2.944093e-05,262213.7,142.7868,2.5633464e-13,1.9627287e-05,1.9627287e-05,1.9627287e-05,1.9858425e-12,7.898249e-24,2.1799177e-14
0.0001,-0.0014997554,-1.0657079e-05,-1.6463255e-05,4.5323322e-05,256850.47,142.78694,2.5633463e-07,3.0223964e-05,3.024228e-05,3.020745e-05,1.9021853e-06,7.898249e-12,2.1438016e-08
0.000104712855,-0.0015704366,-1.1159333e-05,-1.7239145e-05,4.607184e-05,256597.7,142.78696,2.684153e-07,3.072379e-05,3.074248e-05,3.070568e-05,1.9877039e-06,8.660257e-12,2.2430534e-08
0.000109647821,-0.0016444491,-1.1685254e-05,-1.80516e-05,4.6855628e-05,256333.03,142.78696,2.8106535e-07,3.1247208e-05,3.1266238e-05,3.1227344e-05,2.0768553e-06,9.495784e-12,2.3468115e-08
0.000114815364,-0.0017219497,-1.2235964e-05,-1.8902345e-05,4.7676363e-05,256055.89,142.78697,2.9431155e-07,3.1795338e-05,3.181468e-05,3.1773565e-05,2.1697706e-06,1.041192e-11,2.4552701e-08
0.000120226446,-0.0018031026,-1.2812628e-05,-1.9793186e-05,4.853577e-05,255765.69,142.78697,3.0818202e-07,3.236935e-05,3.2388958e-05,3.2345473e-05,2.2665865e-06,1.1416443e-11,2.5686338e-08
0.000125892544,-0.0018880802,-1.3416468e-05,-2.0726011e-05,4.9435686e-05,255461.8,142.78699,3.227062e-07,3.2970464e-05,3.299029e-05,3.2944285e-05,2.36744e-06,1.2517881e-11,2.6871136e-08
0.000131825678,-0.0019770628,-1.4048767e-05,-2.1702797e-05,5.037801e-05,255143.6,142.78699,3.3791488e-07,3.359997e-05,3.3619956e-05,3.3571265e-05,2.4724707e-06,1.3725584e-11,2.8109287e-08
0.000138038431,-0.0020702388,-1.4710865e-05,-2.2725619e-05,5.1364743e-05,254810.39,142.787,3.538403e-07,3.42592e-05,3.427928e-05,3.4227727e-05,2.5818204e-06,1.5049803e-11,2.9403063e-08
0.000144543983,-0.0021678063,-1.5404166e-05,-2.3796643e-05,5.239798e-05,254461.48,142.78702,3.705163e-07,3.4949575e-05,3.4969667e-05,3.4915065e-05,2.695631e-06,1.650178e-11,3.0754826e-08
0.000151356132,-0.0022699717,-1.6130143e-05,-2.4918145e-05,5.3479915e-05,254096.12,142.78702,3.879782e-07,3.567256e-05,3.5692578e-05,3.563472e-05,2.8140466e-06,1.8093844e-11,3.216702e-08
0.000158489327,-0.0023769522,-1.6890333e-05,-2.6092503e-05,5.4612836e-05,253713.56,142.78703,4.0626304e-07,3.6429705e-05,3.6449546e-05,3.6388214e-05,2.9372113e-06,1.9839507e-11,3.3642173e-08
0.0001659587,-0.0024889747,-1.768635e-05,-2.7322203e-05,5.5799155e-05,253312.95,142.78705,4.2540964e-07,3.722262e-05,3.724217e-05,3.7177128e-05,3.0652675e-06,2.1753587e-11,3.518291e-08
0.000173780093,-0.0026062762,-1.8519882e-05,-2.8609858e-05,5.7041383e-05,252893.48,142.78706,4.4545857e-07,3.805301e-05,3.8072136e-05,3.8003127e-05,3.1983584e-06,2.3852332e-11,3.679194e-08
