y,u,v,w,k,omega,p,nut,R_xx,R_yy,R_zz,R_xy,R_xz,R_yz
1e-10,-1.5229144e-08,-7.1205064e-10,-3.5055986e-11,0.00053440157,264907.38,309.38705,1.4000497e-12,0.0003562677,0.0003562677,0.0003562677,1.10137705e-10,2.642837e-22,2.5352612e-13
0.0001,-0.015229144,-0.00071205065,-3.5055986e-05,0.00059692835,259299.22,309.36685,1.4000497e-06,0.00039765096,0.00040830698,0.00039768917,0.00010740315,2.642837e-10,2.477486e-07
0.000104712855,-0.015946873,-0.0007456086,-3.6708123e-05,0.0005998751,259034.92,309.3659,1.4660319e-06,0.0003995864,0.0004107622,0.0003996283,0.00011232996,2.897813e-10,2.5913954e-07
0.000109647821,-0.016698424,-0.0007807481,-3.8438124e-05,0.0006029608,258758.16,309.3649,1.5351239e-06,0.00040161167,0.00041333347,0.00040165763,0.00011747595,3.1773895e-10,2.7103977e-07
0.000114815364,-0.017485397,-0.0008175436,-4.024966e-05,0.0006061919,258468.36,309.36386,1.6074721e-06,0.00040373078,0.0004160262,0.00040378116,0.00012285016,3.4839379e-10,2.8347068e-07
0.000120226446,-0.01830946,-0.0008560732,-4.2146563e-05,0.00060957525,258164.89,309.36276,1.6832299e-06,0.00040594806,0.00041884612,0.0004060033,0.00012846204,3.820062e-10,2.9645443e-07
0.000125892544,-0.019172357,-0.0008964187,-4.413287e-05,0.0006131181,257847.12,309.36163,1.7625581e-06,0.00040826795,0.00042179934,0.0004083285,0.00013432119,4.1886145e-10,3.1001375e-07
0.000131825678,-0.020075921,-0.0009386656,-4.621279e-05,0.0006168279,257514.39,309.3604,1.8456249e-06,0.00041069507,0.0004248921,0.00041076145,0.00014043767,4.5927245e-10,3.2417236e-07
0.000138038431,-0.021022072,-0.0009829035,-4.839073e-05,0.0006207125,257165.97,309.35916,1.9326064e-06,0.0004132343,0.00042813105,0.00041330716,0.00014682178,5.035822e-10,3.3895466e-07
0.000144543983,-0.022012813,-0.0010292263,-5.0671315e-05,0.00062478025,256801.12,309.35785,2.0236876e-06,0.00041589077,0.00043152308,0.0004159706,0.00015348414,5.52167e-10,3.5438583e-07
0.000151356132,-0.023050245,-0.0010777323,-5.3059382e-05,0.0006290397,256419.1,309.35648,2.119061e-06,0.0004186696,0.0004350755,0.00041875718,0.0001604357,6.0543903e-10,3.704918e-07
0.000158489327,-0.024136567,-0.0011285243,-5.5559995e-05,0.0006334998,256019.06,309.35504,2.2189292e-06,0.00042157646,0.00043879586,0.00042167245,0.00016768764,6.6385075e-10,3.872994e-07
0.0001659587,-0.025274089,-0.0011817099,-5.817846e-05,0.0006381702,255600.17,309.35352,2.323504e-06,0.00042461703,0.0004426922,0.0004247223,0.00017525154,7.2789774e-10,4.0483607e-07
0.000173780093,-0.026465222,-0.0012374023,-6.0920323e-05,0.0006430607,255161.53,309.35196,2.4330075e-06,0.0004277973,0.00044677284,0.0004279127,0.0001831392,7.981241e-10,4.231301e-07
0.000181970098,-0.027712489,-0.0012957193,-6.379141e-05,0.00064818165,254702.22,309.35028,2.5476718e-06,0.00043112345,0.00045104645,0.00043125,0.00019136275,8.751257e-10,4.4221062e-07
0.000190546085,-0.029018536,-0.0013567847,-6.67978e-05,0.0006535439,254221.27,309.34857,2.6677396e-06,0.0004346021,0.00045552233,0.00043474082,0.00019993453,9.595562e-10,4.6210724e-07
0.000199526246,-0.030386139,-0.0014207279,-6.994589e-05,0.0006591589,253717.66,309.34674,2.7934664e-06,0.0004382399,0.00046021,0.000438392,0.00020886719,1.0521324e-09,4.8285045e-07
0.00020892963,-0.031818192,-0.0014876848,-7.3242336e-05,0.0006650386,253190.3,309.34485,2.9251185e-06,0.0004420439,0.00046511958,0.00044221073,0.00021817356,1.1536404e-09,5.044714e-07
0.000218776181,-0.03331774,-0.0015577972,-7.6694145e-05,0.00067119533,252638.08,309.34286,3.062975e-06,0.00044602156,0.00047026158,0.00044620445,0.0002278667,1.2649417e-09,5.270019e-07
0.000229086786,-0.034887955,-0.0016312139,-8.030863e-05,0.00067764224,252059.84,309.34076,3.2073287e-06,0.00045018035,0.0004756471,0.0004503809,0.00023795983,1.3869809e-09,5.5047406e-07
0.000239883315,-0.036532175,-0.0017080908,-8.409346e-05,0.00068439293,251454.36,309.3386,3.3584854e-06,0.00045452826,0.0004812876,0.00045474817,0.00024846627,1.5207943e-09,5.7492076e-07
0.000251188668,-0.038253885,-0.0017885906,-8.805666e-05,0.0006914618,250820.34,309.3363,3.516766e-06,0.00045907364,0.00048719544,0.00045931473,0.0002593996,1.6675177e-09,6.003753e-07
0.000263026827,-0.040056735,-0.0018728843,-9.220665e-05,0.0006988638,250156.44,309.33392,3.682506e-06,0.00046382486,0.00049338315,0.00046408924,0.00027077328,1.8283968e-09,6.268711e-07
0.000275422901,-0.041944552,-0.0019611507,-9.655221e-05,0.0007066147,249461.25,309.33142,3.8560574e-06,0.00046879103,0.00049986417,0.0004690809,0.0002826008,2.0047974e-09,6.544422e-07
0.000288403183,-0.043921337,-0.0020535768,-0.000101102574,0.0007147309,248733.3,309.3288,4.0377877e-06,0.00047398137,0.0005066525,0.00047429922,0.00029489567,2.1982165e-09,6.8312215e-07
0.000301995208,-0.045991283,-0.0021503589,-0.000105867395,0.0007232295,247971.05,309.32605,4.2280826e-06,0.0004794053,0.0005137627,0.00047975383,0.00030767123,2.4102964e-09,7.1294517e-07
0.000316227806,-0.048158787,-0.0022517021,-0.000110856774,0.00073212874,247172.86,309.32318,4.427346e-06,0.00048507302,0.00052121026,0.00048545518,0.00032094057,2.6428375e-09,7.4394495e-07
0.000331131165,-0.050428443,-0.0023578217,-0.0001160813,0.0007414474,246337.06,309.32016,4.6360005e-06,0.0004909948,0.0005290112,0.0004914138,0.00033471655,2.8978138e-09,7.7615493e-07
0.000346736897,-0.052805062,-0.0024689424,-0.00012155203,0.0007512051,245461.86,309.31702,4.8544885e-06,0.0004971812,0.0005371824,0.0004976407,0.00034901156,3.1773897e-09,8.096076e-07
0.000363078106,-0.055293687,-0.0025853002,-0.00012728061,0.00076142274,244545.42,309.3137,5.0832737e-06,0.00050364353,0.0005457416,0.0005041473,0.00036383755,3.4839387e-09,8.443355e-07
0.000380189451,-0.057899598,-0.0027071415,-0.00013327916,0.00077212194,243585.8,309.31024,5.322841e-06,0.0005103931,0.00055470737,0.0005109455,0.00037920568,3.820063e-09,8.803692e-07
0.00039810723,-0.060628325,-0.0028347252,-0.00013956042,0.0007833253,242580.94,309.3066,5.5736987e-06,0.00051744195,0.0005640992,0.0005180476,0.0003951265,4.1886157e-09,9.177385e-07
0.000416869448,-0.06348565,-0.0029683218,-0.00014613768,0.0007950568,241528.73,309.30283,5.836379e-06,0.0005248022,0.00057393743,0.0005254663,0.00041160945,4.5927258e-09,9.564714e-07
0.000436515902,-0.066477634,-0.0031082144,-0.00015302496,0.0008073411,240426.94,309.29886,6.1114392e-06,0.00053248665,0.00058424356,0.0005332148,0.00042866287,5.0358233e-09,9.965937e-07
0.000457088265,-0.06961063,-0.0032547,-0.00016023678,0.0008202043,239273.2,309.2947,6.3994626e-06,0.00054050825,0.00059504,0.0005413067,0.00044629374,5.5216707e-09,1.038129e-06
0.000478630174,-0.07289128,-0.0034080893,-0.00016778853,0.0008336738,238065.11,309.29034,6.70106e-06,0.00054888066,0.0006063503,0.0005497561,0.00046450747,6.054392e-09,1.0810975e-06
0.000501187321,-0.07632654,-0.0035687075,-0.00017569616,0.00084777805,236800.06,309.2858,7.016871e-06,0.0005576176,0.0006181991,0.0005585775,0.0004833075,6.6385084e-09,1.1255163e-06
0.000524807555,-0.0799237,-0.0037368955,-0.00018397646,0.0008625471,235475.4,309.28104,7.347566e-06,0.0005667335,0.0006306124,0.00056778593,0.00050269533,7.2789805e-09,1.1713985e-06
0.000549540976,-0.08369039,-0.00391301,-0.000192647,0.00087801204,234088.33,309.27603,7.693847e-06,0.0005762429,0.0006436174,0.00057739695,0.0005226698,7.981243e-09,1.2187521e-06
