x_over_T,y_over_T,z_over_T,Cp,U,V,W,k,omega,p,nut,R_xx,R_yy,R_zz,R_xy,R_xz,R_yz
-12.75,0.0,-0.0042533638654557,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.75,0.0,0.0085059675426187,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.75,0.0,4.336808689942019e-19,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.75,0.0,-4.336808689942019e-19,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.75,0.0,-0.0085059675426187,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.75,0.0,0.0042533638654557,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.744817837565153,0.0,1.063459791445125e-18,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.744817837565153,0.0,-1.063459791445125e-18,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.744817210627255,0.0,0.0042539131599271,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.744817210627255,0.0,-0.0042539131599271,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.744816404769546,0.0,0.0085070917791306,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.744816404769546,0.0,-0.0085070917791306,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.73963700409969,0.0,6.712173624173794e-19,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.73963700409969,0.0,-6.712173624173794e-19,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.739635622617806,0.0,0.004254574542835,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.739635622617806,0.0,-0.004254574542835,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.739633883296287,0.0,-0.0085084401925219,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.739633883296287,0.0,0.0085084401925219,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.734457500066808,0.0,-1.3010426069826053e-18,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.734457500066808,0.0,1.3010426069826053e-18,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.734457500066808,0.0,0.0,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.734457500066808,0.0,0.0,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.734455236434922,0.0,0.0042553480141206,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.734455236434922,0.0,-0.0042553480141206,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.73445523643492,0.0,-0.0042553480141206,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.73445523643492,0.0,0.0042553480141206,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.73445243604358,0.0,-0.0085100127826722,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.73445243604358,0.0,0.0085100127826722,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.734452436043576,0.0,-0.0085100127826722,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.734452436043576,0.0,0.0085100127826722,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.72928108512408,0.0,2.795870470429233e-19,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.72928108512408,0.0,-2.795870470429233e-19,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.7292778164835,0.0,0.004256151942387,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.7292778164835,0.0,-0.004256151942387,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.729273761529097,0.0,-0.0085116949992689,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.729273761529097,0.0,0.0085116949992689,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.724108054263358,0.0,5.878938049536878e-19,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.724108054263358,0.0,-5.878938049536878e-19,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.724103979221017,0.0,0.0042567593826787,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.724103979221017,0.0,-0.0042567593826787,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.72409886831048,0.0,-0.0085129842399107,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.72409886831048,0.0,0.0085129842399107,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.718938407947142,0.0,8.673617379884035e-19,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.718938407947142,0.0,-8.673617379884035e-19,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.718938407947142,0.0,0.0,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.718938407947142,0.0,0.0,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.718933725110045,0.0,-0.0042571703349415,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.718933725110045,0.0,0.0042571703349415,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.718933725110045,0.0,0.0042571703349415,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.718933725110045,0.0,-0.0042571703349415,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.718927756850409,0.0,0.0085138805044824,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.718927756850409,0.0,-0.0085138805044824,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.718927756850404,0.0,0.0085138805044824,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.718927756850404,0.0,-0.0085138805044824,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.713772828878602,0.0,2.192194059388034e-19,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.713772828878602,0.0,-2.192194059388034e-19,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.713767660162333,0.0,-0.0042574331141452,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.713767660162333,0.0,0.0042574331141452,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.71376098140028,0.0,0.0085144506114548,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.71376098140028,0.0,-0.0085144506114548,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.70861166293483,0.0,2.19259110608206e-19,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.70861166293483,0.0,-2.19259110608206e-19,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.7086058930511,0.0,0.0042576332676908,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.7086058930511,0.0,-0.0042576332676908,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.708598388498327,0.0,0.0085148954671102,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.708598388498327,0.0,-0.0085148954671102,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.703454910577271,0.0,0.0,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.703454910577271,0.0,0.0,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.70345491057727,0.0,4.336808689942019e-19,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.70345491057727,0.0,-4.336808689942019e-19,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.703448424237834,0.0,-0.0042577707955604,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.703448424237834,0.0,0.0042577707955604,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.703448424237832,0.0,0.0042577707955604,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.703448424237832,0.0,-0.0042577707955604,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.70343997860611,0.0,-0.0085152150714088,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.70343997860611,0.0,0.0085152150714088,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.703439978606104,0.0,0.0085152150714088,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.703439978606104,0.0,-0.0085152150714088,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.698302967309724,0.0,6.28233749066674e-19,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.698302967309724,0.0,-6.28233749066674e-19,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.698295801629106,0.0,0.004257847284306,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.698295801629106,0.0,-0.004257847284306,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.69828664554888,0.0,-0.0085153604526077,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.69828664554888,0.0,0.0085153604526077,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.69315641253756,0.0,1.1065228141346353e-18,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.69315641253756,0.0,-1.1065228141346353e-18,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.693148715127512,0.0,-0.0042578457513647,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.693148715127512,0.0,0.0042578457513647,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.69313899621054,0.0,-0.008515349790429,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
-12.69313899621054,0.0,0.008515349790429,0.08461878688901213,0.0,0.0,0.0,0.07645558565855026,262617.875,30.843547821044922,0.0,0.05097039043903351,0.05097039043903351,0.05097039043903351,0.0,0.0,0.0
