y,u,v,w,k,omega,p,nut,R_xx,R_yy,R_zz,R_xy,R_xz,R_yz
1e-10,2.9936298e-09,3.7351958e-10,-2.3188987e-11,0.00013609373,262784.56,130.8241,4.0114702e-13,9.072916e-05,9.072916e-05,9.072916e-05,-6.2032415e-12,-1.0817978e-22,4.8050997e-14
0.0001,0.0029936295,0.00037351958,-2.3188988e-05,0.00017053862,258153.39,130.82025,4.0114702e-07,0.000113822316,0.00011211338,0.00011367601,-5.84995e-06,-1.0817978e-10,4.7022095e-08
0.000104712855,0.0031347151,0.00039112303,-2.4281851e-05,0.00017216196,257935.14,130.82007,4.2005252e-07,0.00011491707,0.00011311965,0.00011475665,-6.108215e-06,-1.1861678e-10,4.9187406e-08
0.000109647821,0.0032824497,0.00040955606,-2.5426221e-05,0.00017386182,257706.6,130.81989,4.3984898e-07,0.00011606405,0.00011417321,0.00011588815,-6.3769694e-06,-1.3006071e-10,5.1449863e-08
0.000114815364,0.0034371468,0.00042885786,-2.662452e-05,0.00017564176,257467.27,130.81969,4.605784e-07,0.00011726574,0.00011527624,0.00011707287,-6.656545e-06,-1.4260873e-10,5.3813572e-08
0.000120226446,0.0035991345,0.00044906934,-2.7879296e-05,0.00017750562,257216.67,130.81947,4.822848e-07,0.000118524826,0.00011643109,0.00011831336,-6.9472753e-06,-1.5636736e-10,5.628279e-08
0.000125892544,0.0037687565,0.00047023332,-2.9193207e-05,0.0001794573,256954.27,130.81926,5.050142e-07,0.00011984407,0.00011764017,0.000119612196,-7.2494895e-06,-1.7145342e-10,5.886193e-08
0.000131825678,0.0039463723,0.0004923947,-3.056904e-05,0.00018150097,256679.5,130.81903,5.288148e-07,0.000121226374,0.00011890602,0.00012097212,-7.5635153e-06,-1.8799491e-10,6.155553e-08
0.000138038431,0.0041323593,0.00051560055,-3.2009717e-05,0.00018364094,256391.78,130.81879,5.5373704e-07,0.00012267478,0.000120231285,0.00012239601,-7.889675e-06,-2.0613233e-10,6.436831e-08
0.000144543983,0.0043271114,0.0005399001,-3.3518285e-05,0.00018588177,256090.48,130.81854,5.798339e-07,0.00012419256,0.00012161876,0.0001238869,-8.228281e-06,-2.2601963e-10,6.730516e-08
0.000151356132,0.0045310417,0.0005653448,-3.5097957e-05,0.00018822822,255775.02,130.81827,6.0716064e-07,0.00012578304,0.00012307135,0.00012544788,-8.579643e-06,-2.478256e-10,7.037106e-08
0.000158489327,0.0047445833,0.00059198873,-3.675207e-05,0.00019068523,255444.66,130.818,6.357752e-07,0.00012744976,0.00012459207,0.00012708227,-8.944047e-06,-2.7173536e-10,7.357122e-08
0.0001659587,0.004968189,0.00061988825,-3.848414e-05,0.00019325805,255098.75,130.81772,6.657384e-07,0.00012919644,0.00012618412,0.0001287935,-9.321772e-06,-2.9795189e-10,7.6910986e-08
0.000173780093,0.005202332,0.0006491027,-4.0297844e-05,0.00019595213,254736.52,130.81741,6.9711365e-07,0.00013102703,0.00012785086,0.00013058519,-9.713075e-06,-3.2669775e-10,8.0395836e-08
0.000181970098,0.0054475106,0.000679694,-4.219702e-05,0.00019877317,254357.23,130.8171,7.299676e-07,0.00013294557,0.00012959572,0.00013246111,-1.0118187e-05,-3.5821698e-10,8.403144e-08
0.000190546085,0.005704244,0.0007117269,-4.4185712e-05,0.00020172716,253960.06,130.81676,7.6436993e-07,0.00013495638,0.00013142236,0.00013442518,-1.053731e-05,-3.9277706e-10,8.782358e-08
0.000199526246,0.005973077,0.0007452696,-4.626812e-05,0.00020482036,253544.17,130.81642,8.003936e-07,0.00013706402,0.0001333346,0.00013648157,-1.0970616e-05,-4.306715e-10,9.177822e-08
0.00020892963,0.0062545794,0.0007803931,-4.8448666e-05,0.00020805935,253108.69,130.81606,8.38115e-07,0.00013927324,0.00013533644,0.0001386346,-1.1418236e-05,-4.72222e-10,9.5901456e-08
0.000218776181,0.0065493486,0.0008171719,-5.0731982e-05,0.000211451,252652.69,130.81567,8.776141e-07,0.00014158903,0.00013743201,0.00014088878,-1.18802545e-05,-5.177811e-10,1.00199514e-07
0.000229086786,0.00685801,0.000855684,-5.3122905e-05,0.00021500248,252175.19,130.81528,9.189748e-07,0.00014401667,0.00013962571,0.00014324885,-1.2356705e-05,-5.6773564e-10,1.0467874e-07
0.000239883315,0.007181218,0.0008960112,-5.5626515e-05,0.00021872132,251675.17,130.81487,9.622847e-07,0.00014656167,0.0001419221,0.00014571978,-1.2847559e-05,-6.2250977e-10,1.0934561e-07
0.000251188668,0.0075196587,0.00093823887,-5.8248108e-05,0.00022261546,251151.61,130.81442,1.0076359e-06,0.00014922988,0.00014432594,0.00014830675,-1.3352719e-05,-6.8256845e-10,1.1420674e-07
0.000263026827,0.007874049,0.0009824567,-6.099326e-05,0.0002266931,250603.36,130.81398,1.0551242e-06,0.00015202738,0.0001468422,0.00015101518,-1.3872009e-05,-7.484213e-10,1.1926875e-07
0.000275422901,0.008245141,0.0010287585,-6.386778e-05,0.0002309629,250029.28,130.81349,1.1048508e-06,0.00015496061,0.00014947611,0.00015385076,-1.44051555e-05,-8.206278e-10,1.2453843e-07
0.000288403183,0.008633723,0.0010772424,-6.687778e-05,0.00023543395,249428.14,130.81299,1.1569208e-06,0.00015803638,0.00015223313,0.00015681946,-1.4951795e-05,-8.9980046e-10,1.3002258e-07
0.000301995208,0.009040617,0.0011280113,-7.002963e-05,0.00024011571,248798.67,130.81247,1.2114448e-06,0.00016126178,0.00015511896,0.00015992745,-1.5511432e-05,-9.866116e-10,1.3572802e-07
0.000316227806,0.009466689,0.0011811728,-7.3330026e-05,0.00024501813,248139.55,130.81192,1.2685384e-06,0.00016464436,0.00015813959,0.00016318129,-1.6083459e-05,-1.0817981e-09,1.416616e-07
0.000331131165,0.009912841,0.0012368397,-7.678597e-05,0.00025015158,247449.34,130.81136,1.3283228e-06,0.00016819197,0.00016130121,0.00016658775,-1.66671e-05,-1.1861679e-09,1.4783015e-07
0.000346736897,0.0103800185,0.0012951302,-8.0404774e-05,0.00025552697,246726.61,130.81075,1.3909247e-06,0.00017191297,0.00016461036,0.00017015399,-1.7261425e-05,-1.3006074e-09,1.5424042e-07
0.000363078106,0.010869213,0.0013561678,-8.419414e-05,0.00026115568,245969.83,130.81012,1.456477e-06,0.00017581611,0.00016807385,0.00017388744,-1.786532e-05,-1.4260877e-09,1.608991e-07
0.000380189451,0.011381464,0.0014200821,-8.816209e-05,0.00026704968,245177.38,130.80946,1.5251187e-06,0.00017991062,0.00017169879,0.00017779587,-1.847745e-05,-1.5636741e-09,1.6781267e-07
0.00039810723,0.011917856,0.0014870085,-9.231704e-05,0.00027322143,244347.58,130.80878,1.5969953e-06,0.00018420628,0.00017549259,0.00018188747,-1.9096255e-05,-1.7145346e-09,1.7498752e-07
0.000416869448,0.012479527,0.0015570889,-9.6667805e-05,0.00027968406,243478.67,130.80804,1.6722594e-06,0.00018871331,0.00017946307,0.00018617082,-1.9719912e-05,-1.8799495e-09,1.8242967e-07
0.000436515902,0.013067669,0.0016304724,-0.000101223624,0.00028645128,242568.81,130.8073,1.7510705e-06,0.00019344257,0.00018361832,0.00019065475,-2.03463e-05,-2.061324e-09,1.9014493e-07
0.000457088265,0.01368353,0.0017073142,-0.00010599414,0.0002935374,241616.06,130.8065,1.833596e-06,0.00019840544,0.00018796684,0.00019534868,-2.0972979e-05,-2.2601967e-09,1.981387e-07
0.000478630174,0.014328415,0.0017877774,-0.000110989495,0.0003009575,240618.44,130.80566,1.9200106e-06,0.000203614,0.00019251749,0.00020026235,-2.1597138e-05,-2.4782565e-09,2.0641578e-07
0.000501187321,0.015003692,0.0018720328,-0.00011622027,0.0003087273,239573.77,130.8048,2.010498e-06,0.00020908093,0.00019727947,0.0002054059,-2.2215572e-05,-2.7173541e-09,2.1498067e-07
0.000524807555,0.015710793,0.0019602592,-0.00012169756,0.00031686327,238479.88,130.8039,2.10525e-06,0.0002148197,0.00020226254,0.00021079011,-2.2824615e-05,-2.97952e-09,2.2383698e-07
0.000549540976,0.016451221,0.0020526433,-0.00012743298,0.0003253827,237334.44,130.80293,2.2044674e-06,0.00022084446,0.00020747671,0.0002164261,-2.3420112e-05,-3.2669787e-09,2.329876e-07
0.000575440047,0.017226543,0.0021493812,-0.00013343872,0.0003343036,236135.02,130.80194,2.3083605e-06,0.00022717018,0.00021293254,0.00022232557,-2.3997343e-05,-3.5821708e-09,2.4243454e-07
0.000602559704,0.018038405,0.0022506786,-0.0001397275,0.00034364493,234879.06,130.8009,2.4171504e-06,0.00023381272,0.00021864104,0.00022850068,-2.4550987e-05,-3.9277723e-09,2.521788e-07
0.000630957471,0.01888853,0.0023567497,-0.00014631265,0.00035342653,233563.9,130.7998,2.5310671e-06,0.00024078878,0.00022461369,0.00023496425,-2.5075016e-05,-4.3067163e-09,2.6222006e-07
0.000660693583,0.01977872,0.00246782,-0.00015320815,0.00036366913,232186.78,130.79866,2.6503526e-06,0.0002481161,0.00023086242,0.0002417296,-2.5562671e-05,-4.722221e-09,2.725567e-07
0.000691831116,0.020710861,0.0025841247,-0.00016042864,0.00037439438,230744.75,130.79745,2.7752599e-06,0.0002558133,0.00023739976,0.00024881068,-2.6006346e-05,-5.1778124e-09,2.8318544e-07
0.000724436116,0.021686934,0.0027059107,-0.00016798942,0.00038562517,229234.77,130.7962,2.9060539e-06,0.0002639003,0.00024423876,0.00025622206,-2.6397503e-05,-5.6773577e-09,2.9410128e-07
0.000758577742,0.022709008,0.0028334365,-0.0001759065,0.00039738524,227653.61,130.79489,3.043012e-06,0.000272398,0.00025139298,0.000263979,-2.6726586e-05,-6.2250995e-09,3.0529708e-07
0.000794328413,0.02377925,0.002966972,-0.00018419672,0.0004096995,225997.94,130.79352,3.1864247e-06,0.00028132866,0.0002588766,0.0002720974,-2.6982902e-05,-6.825686e-09,3.1676345e-07
0.000831763962,0.024899933,0.0031068013,-0.00019287765,0.00042259414,224264.25,130.79207,3.3365964e-06,0.00029071578,0.0002667044,0.0002805939,-2.7154505e-05,-7.484216e-09,3.2848828e-07
0.000870963795,0.02607343,0.0032532203,-0.0002019677,0.00043609654,222448.84,130.79056,3.4938453e-06,0.00030058433,0.0002748918,0.00028948594,-2.722806e-05,-8.206279e-09,3.404566e-07
