y,u,v,w,k,omega,p,nut,R_xx,R_yy,R_zz,R_xy,R_xz,R_yz
1e-10,-2.0203844e-08,-3.0129416e-10,-2.3127165e-11,0.0006327975,265428.9,218.95288,1.7856293e-12,0.000421865,0.000421865,0.000421865,1.8635557e-10,1.663689e-22,2.1331958e-13
0.0001,-0.020203844,-0.00030129417,-2.3127164e-05,0.0007357507,260035.0,218.94855,1.7856293e-06,0.00049042626,0.0004960905,0.0004902718,0.0001820138,1.6636892e-10,2.0881541e-07
0.000104712855,-0.021156022,-0.0003154937,-2.4217114e-05,0.00074060285,259780.78,218.94835,1.8697834e-06,0.00049365376,0.00049959024,0.0004934844,0.00019037756,1.8241988e-10,2.1843432e-07
0.000109647821,-0.022153076,-0.00033036247,-2.5358433e-05,0.00074568356,259514.6,218.94814,1.9579036e-06,0.00049703306,0.00050325505,0.0004968473,0.00019911486,2.0001942e-10,2.2848506e-07
0.000114815364,-0.023197116,-0.00034593197,-2.655354e-05,0.0007510036,259235.86,218.9479,2.0501768e-06,0.00050057116,0.00050709274,0.00050036755,0.00020824125,2.1931694e-10,2.3898602e-07
0.000120226446,-0.024290362,-0.00036223527,-2.7804968e-05,0.0007565746,258944.0,218.94768,2.1467986e-06,0.00050427567,0.0005111115,0.00050405244,0.0002177729,2.4047625e-10,2.4995606e-07
0.000125892544,-0.025435135,-0.00037930688,-2.9115377e-05,0.000762408,258638.38,218.94743,2.2479742e-06,0.0005081543,0.0005153199,0.00050790946,0.00022772652,2.63677e-10,2.6141487e-07
0.000131825678,-0.026633855,-0.00039718306,-3.0487543e-05,0.0007685164,258318.34,218.94717,2.3539178e-06,0.0005122152,0.0005197267,0.00051194674,0.00023811935,2.8911606e-10,2.7338265e-07
0.000138038431,-0.02788907,-0.0004159017,-3.1924374e-05,0.00077491265,257983.23,218.9469,2.4648546e-06,0.00051646685,0.00052434154,0.0005161725,0.0002489692,3.1700942e-10,2.858805e-07
0.000144543983,-0.029203441,-0.0004355026,-3.3428925e-05,0.00078161026,257632.33,218.94662,2.5810195e-06,0.0005209183,0.0005291741,0.0005205956,0.00026029447,3.4759393e-10,2.9893008e-07
0.000151356132,-0.030579757,-0.00045602716,-3.500438e-05,0.0007886236,257264.89,218.94633,2.7026595e-06,0.00052557886,0.0005342347,0.000525225,0.00027211418,3.8112916e-10,3.1255385e-07
0.000158489327,-0.032020938,-0.00047751906,-3.6654088e-05,0.00079596747,256880.12,218.94603,2.8300317e-06,0.00053045835,0.00053953414,0.00053007033,0.00028444763,4.1789983e-10,3.2677482e-07
0.0001659587,-0.033530038,-0.00050002383,-3.8381542e-05,0.00080365746,256477.23,218.9457,2.963407e-06,0.00053556706,0.00054508366,0.00053514156,0.00029731504,4.5821807e-10,3.416169e-07
0.000173780093,-0.03511026,-0.00052358926,-4.0190407e-05,0.00081170985,256055.36,218.94536,3.1030681e-06,0.0005409156,0.0005508952,0.0005404491,0.00031073694,5.024261e-10,3.571046e-07
0.000181970098,-0.036764953,-0.00054826523,-4.208452e-05,0.0008201417,255613.6,218.945,3.2493112e-06,0.0005465151,0.00055698084,0.00054600363,0.00032473446,5.508993e-10,3.7326313e-07
0.000190546085,-0.038497634,-0.0005741042,-4.4067907e-05,0.00082897104,255151.02,218.94464,3.4024467e-06,0.0005523776,0.00056335394,0.0005518168,0.0003393292,6.040491e-10,3.9011852e-07
