y,u,v,w,k,omega,p,nut,R_xx,R_yy,R_zz,R_xy,R_xz,R_yz
1e-10,1.3157966e-08,-3.2523925e-11,-4.1160637e-11,0.0007616362,266110.2,325.8371,1.0185636e-12,0.0005077575,0.0005077575,0.0005077575,-6.922994e-11,6.088712e-23,2.1656448e-13
0.0001,0.013157966,-3.2523923e-05,-4.1160638e-05,0.0008156045,260838.77,325.68182,1.0185636e-06,0.00054375775,0.00054419076,0.00054357655,-6.7896406e-05,6.088712e-11,2.1152051e-07
0.000104712855,0.013778082,-3.4056728e-05,-4.3100477e-05,0.00081814796,260590.33,325.6745,1.0665669e-06,0.0005454555,0.00054591335,0.0005452568,-7.1030445e-05,6.6761395e-11,2.2124021e-07
0.000109647821,0.0144274235,-3.566177e-05,-4.5131743e-05,0.0008208113,260330.19,325.66684,1.1168328e-06,0.00054723327,0.0005477177,0.0005470154,-7.430586e-05,7.3202416e-11,2.3139405e-07
0.000114815364,0.015107367,-3.734246e-05,-4.7258734e-05,0.00082360016,260057.78,325.6588,1.1694675e-06,0.000549095,0.0005496076,0.0005488561,-7.772867e-05,8.026485e-11,2.4200006e-07
0.000120226446,0.015819356,-3.910236e-05,-4.948597e-05,0.0008265204,259772.55,325.65042,1.2245828e-06,0.0005510445,0.0005515872,0.0005507826,-8.130515e-05,8.800866e-11,2.5307702e-07
0.000125892544,0.016564898,-4.0945197e-05,-5.1818173e-05,0.00082957826,259473.86,325.64163,1.2822956e-06,0.0005530861,0.00055366085,0.00055279897,-8.5041815e-05,9.649958e-11,2.6464437e-07
0.000131825678,0.01734558,-4.2874883e-05,-5.426029e-05,0.0008327803,259161.1,325.63242,1.3427283e-06,0.0005552241,0.000555833,0.0005549092,-8.894542e-05,1.0580969e-10,2.7672215e-07
0.000138038431,0.01816305,-4.4895514e-05,-5.68175e-05,0.0008361332,258833.6,325.62277,1.4060091e-06,0.0005574629,0.0005581083,0.00055711763,-9.302292e-05,1.16018015e-10,2.8933107e-07
0.000144543983,0.019019047,-4.7011374e-05,-5.949522e-05,0.00083964417,258490.66,325.61267,1.4722723e-06,0.00055980746,0.0005604918,0.00055942894,-9.7281554e-05,1.2721121e-10,3.0249257e-07
0.000151356132,0.019915389,-4.922695e-05,-6.229914e-05,0.0008433206,258131.56,325.60208,1.5416584e-06,0.0005622628,0.0005629887,0.00056184764,-0.00010172881,1.3948434e-10,3.1622855e-07
0.000158489327,0.020853972,-5.1546944e-05,-6.523522e-05,0.0008471703,257755.55,325.591,1.6143146e-06,0.0005648339,0.00056560436,0.0005643788,-0.00010637237,1.5294152e-10,3.3056168e-07
0.0001659587,0.02183679,-5.397628e-05,-6.830966e-05,0.00085120136,257361.8,325.5794,1.6903948e-06,0.0005675265,0.0005683445,0.0005670274,-0.000111220244,1.6769705e-10,3.4551528e-07
0.000173780093,0.022865927,-5.6520104e-05,-7.152899e-05,0.00085542246,256949.5,325.5673,1.7700607e-06,0.00057034625,0.0005712151,0.00056979904,-0.00011628064,1.8387618e-10,3.611134e-07
0.000181970098,0.023943564,-5.9183818e-05,-7.490005e-05,0.00085984246,256517.77,325.55457,1.8534811e-06,0.0005732991,0.00057422253,0.0005726992,-0.00012156203,2.0161624e-10,3.7738042e-07
0.000190546085,0.02507199,-6.197306e-05,-7.8429985e-05,0.0008644708,256065.69,325.54126,1.940833e-06,0.0005763915,0.00057737326,0.00057573366,-0.00012707316,2.210678e-10,3.9434158e-07
0.000199526246,0.026253596,-6.4893764e-05,-8.212627e-05,0.0008693172,255592.31,325.5273,2.0323016e-06,0.00057962997,0.0005806742,0.00057890866,-0.000132823,2.42396e-10,4.1202253e-07
0.00020892963,0.02749089,-6.795211e-05,-8.599676e-05,0.00087439205,255096.62,325.5127,2.1280812e-06,0.0005830214,0.0005841327,0.00058223045,-0.00013882076,2.6578198e-10,4.304496e-07
0.000218776181,0.028786495,-7.1154594e-05,-9.0049674e-05,0.0008797061,254577.56,325.4974,2.2283746e-06,0.0005865731,0.00058775634,0.00058570586,-0.0001450759,2.9142413e-10,4.4964952e-07
0.000229086786,0.030143162,-7.450801e-05,-9.429358e-05,0.0008852706,254034.05,325.4814,2.3333946e-06,0.0005902927,0.0005915531,0.00058934174,-0.00015159814,3.1954017e-10,4.6964942e-07
0.000239883315,0.031563766,-7.801946e-05,-9.87375e-05,0.0008910973,253464.92,325.46463,2.443364e-06,0.00059418794,0.00059553125,0.00059314526,-0.00015839738,3.5036887e-10,4.90477e-07
0.000251188668,0.03305132,-8.169641e-05,-0.000103390856,0.0008971986,252868.97,325.44708,2.5585161e-06,0.0005982674,0.00059969985,0.00059712416,-0.00016548371,3.841718e-10,5.1216e-07
0.000263026827,0.03460898,-8.554664e-05,-0.00010826351,0.00090358744,252244.92,325.4287,2.6790954e-06,0.00060253957,0.0006040678,0.00060128607,-0.0001728675,4.2123602e-10,5.3472684e-07
0.000275422901,0.036240052,-8.957833e-05,-0.000113365815,0.0009102774,251591.47,325.40945,2.8053573e-06,0.0006070139,0.0006086451,0.00060563936,-0.00018055919,4.6187612e-10,5.582056e-07
0.000288403183,0.037947994,-9.380003e-05,-0.000118708595,0.0009172827,250907.22,325.3893,2.9375697e-06,0.00061169977,0.0006134418,0.0006101926,-0.00018856945,5.0643706e-10,5.826248e-07
0.000301995208,0.039736424,-9.8220684e-05,-0.00012430314,0.0009246181,250190.73,325.3682,3.0760132e-06,0.0006166071,0.00061846856,0.0006149546,-0.00019690908,5.552972e-10,6.080126e-07
0.000316227806,0.041609146,-0.000102849684,-0.00013016138,0.00093229924,249440.47,325.3461,3.2209812e-06,0.0006217467,0.0006237367,0.0006199348,-0.00020558895,6.088713e-10,6.3439717e-07
0.000331131165,0.043570127,-0.00010769684,-0.0001362957,0.00094034226,248654.84,325.32297,3.3727813e-06,0.0006271294,0.000629258,0.0006251426,-0.00021461993,6.676141e-10,6.6180627e-07
0.000346736897,0.045623522,-0.000112772446,-0.00014271912,0.00094876444,247832.2,325.29874,3.5317357e-06,0.00063276675,0.0006350448,0.0006305883,-0.00022401309,7.3202433e-10,6.902669e-07
0.000363078106,0.047773693,-0.00011808724,-0.00014944526,0.00095758354,246970.78,325.27338,3.6981812e-06,0.000638671,0.00064111024,0.0006362824,-0.00023377928,8.026487e-10,7.1980554e-07
0.000380189451,0.0500252,-0.00012365253,-0.0001564884,0.00096681825,246068.77,325.2468,3.872471e-06,0.0006448546,0.0006474679,0.00064223557,-0.00024392943,8.800868e-10,7.504475e-07
0.00039810723,0.052382812,-0.00012948009,-0.00016386347,0.00097648817,245124.25,325.219,4.0549753e-06,0.0006513311,0.0006541323,0.00064845936,-0.00025447423,9.649961e-10,7.8221706e-07
