#Flat plate results run on the finest 545 x 385 grid
variables="log(y+)","u+"
zone, t="Dwight 2022"
-1.311883748275824990e+00 4.145448632664221200e-02
-8.346278368199246955e-01 1.244028871186576013e-01
-6.125098294983110092e-01 2.074666103893138547e-01
-4.659780267984549029e-01 2.907227128555782691e-01
-3.562954305570525393e-01 3.742484018414126701e-01
-2.684729891895090148e-01 4.581211434058711229e-01
-1.951161283497165888e-01 5.424186584813825984e-01
-1.320284362067498385e-01 6.272191236830761962e-01
-7.659771543168450436e-02 7.126010863509900650e-01
-2.708710687662458164e-02 7.986436344656540065e-01
1.771694704616993271e-02 8.854263580309118531e-01
5.869579606178870756e-02 9.730294263082774897e-01
9.650967908929476702e-02 1.061533665051290098e+00
1.316659885681880360e-01 1.151020517888337480e+00
1.645629926202524240e-01 1.241572239408544442e+00
1.955190069974029887e-01 1.333271586224350935e+00
2.247924226413447468e-01 1.426202125908933693e+00
2.525958062131487547e-01 1.520448005293139504e+00
2.791060868489311786e-01 1.616093950465485651e+00
3.044720581873470722e-01 1.713225266772158806e+00
3.288200859217271232e-01 1.811927607113947181e+00
3.522581812497753706e-01 1.912286778860351921e+00
3.748795737484348356e-01 2.014388666615229972e+00
3.967651008788453115e-01 2.118318807427835626e+00
4.179854205864199646e-01 2.224162120472575666e+00
4.386024298774714447e-01 2.332002443642873235e+00
4.586708980537296254e-01 2.441922031527854031e+00
4.782391831577185726e-01 2.554000744451607297e+00
4.973504938980101153e-01 2.668315546449873565e+00
5.160433123882146589e-01 2.784939346754703671e+00
5.343521651619425050e-01 2.903940034365009470e+00
5.523081158447499250e-01 3.025379358148402531e+00
5.699391820302380784e-01 3.149311304919716115e+00
5.872707120050575380e-01 3.275780940925669071e+00
6.043257052666768381e-01 3.404822365134429596e+00
6.211250257042136846e-01 3.536457280400028491e+00
6.376877457769093427e-01 3.670692946751929586e+00
6.540312094613233151e-01 3.807520482239194148e+00
6.701713513912541664e-01 3.946913086540294380e+00
6.861227187841261177e-01 4.088824650744707689e+00
7.018987030528748283e-01 4.233188019579903205e+00
7.175115725597794869e-01 4.379913987364716377e+00
7.329726494196486808e-01 4.528891722798308095e+00
7.482923837723274296e-01 4.679988768960162915e+00
7.634804060119598779e-01 4.833050270966524842e+00
7.785455896393675967e-01 4.987902837688208635e+00
7.934961899329737722e-01 5.144354927922366372e+00
8.083398292113550543e-01 5.302200325938516201e+00
8.230835661082853694e-01 5.461221617024555997e+00
8.377339684580979995e-01 5.621194049204564891e+00
8.522971166390087561e-01 5.781888236441266038e+00
8.667786904725789388e-01 5.943075565040939701e+00
8.811839315002875095e-01 6.104531669199444011e+00
8.955177446912285788e-01 6.266038361861119732e+00
9.097847004398218473e-01 6.427389041123703350e+00
9.239890485020056943e-01 6.588388690238329737e+00
9.381347511170461395e-01 6.748858511670890792e+00
9.522255120526013084e-01 6.908633996243135122e+00
9.662647745836894231e-01 7.067568398678691466e+00
9.802557658463171286e-01 7.225531192915939371e+00
9.942015002275417235e-01 7.382409616795141183e+00
1.008104800035253268e+00 7.538106741199533722e+00
1.021968281382830801e+00 7.692541083883551956e+00
1.035794421868663884e+00 7.845672482982082308e+00
1.049585511150913142e+00 7.997543803562698450e+00
1.063343721156578381e+00 8.148239617245202737e+00
1.077071058050218522e+00 8.297792362459112780e+00
1.090769426660424202e+00 8.446164580541772438e+00
1.104440584110419010e+00 8.593296414867294786e+00
1.118086192710560756e+00 8.739129167325128122e+00
1.131707813960687536e+00 8.883611863240322037e+00
1.145306910022477975e+00 9.026700479029965862e+00
1.158884839456753024e+00 9.168357942203183342e+00
1.172442888349615187e+00 9.308553745189362516e+00
1.185982257589436095e+00 9.447264331509925839e+00
1.199504084739068333e+00 9.584471164919438735e+00
1.213009420735744026e+00 9.720161887920943045e+00
1.226499261237062655e+00 9.854328777078837476e+00
1.239974543390484074e+00 9.986969129190665484e+00
1.253436138500118036e+00 1.011808448894354484e+01
1.266884873623684404e+00 1.024767910422705519e+01
1.280321518339678999e+00 1.037576147082035760e+01
1.293746799726261276e+00 1.050234201536150636e+01
1.307161389693245246e+00 1.062743309534746139e+01
1.320565971528839810e+00 1.075104822679052141e+01
1.333961054958207493e+00 1.087320324273365912e+01
1.347347303872943991e+00 1.099391397621985433e+01
1.360725204416623368e+00 1.111319896349454694e+01
1.374095220445150645e+00 1.123107828549028930e+01
1.387457887829685710e+00 1.134758244977769692e+01
1.400813622129486902e+00 1.146276397571883976e+01
1.414162820880961569e+00 1.157671361368200458e+01
1.427505885101296279e+00 1.168954412582692726e+01
1.440843175264682197e+00 1.180133931142985482e+01
1.454175064061698386e+00 1.191214049087123961e+01
1.467501806443909596e+00 1.202197392383211749e+01
1.480823796586159702e+00 1.213086625616530334e+01
1.494141236355524205e+00 1.223884297520827324e+01
1.507454440878555069e+00 1.234592918212672075e+01
1.520763656739128056e+00 1.245214959191456572e+01
1.534069109318328961e+00 1.255752853339393837e+01
1.547371042048748535e+00 1.266208917687163549e+01
1.560669655255666699e+00 1.276585430648267838e+01
1.573965123197811788e+00 1.286884670636207595e+01
1.587257673934496127e+00 1.297108800212950896e+01
1.600547442183921643e+00 1.307259981940465288e+01
1.613834636245865095e+00 1.317340223912006181e+01
1.627119355742445261e+00 1.327351611455185498e+01
1.640401789943137567e+00 1.337296075428902675e+01
1.653682042825186826e+00 1.347175585309235402e+01
1.666960280002579786e+00 1.356991956103549768e+01
1.680236584522518006e+00 1.366747041436388521e+01
1.693511094880398637e+00 1.376442540463584230e+01
1.706783919148992190e+00 1.386080268192502274e+01
1.720055128079232443e+00 1.395661885161796256e+01
1.733324859063852585e+00 1.405189013292941880e+01
1.746593158543317648e+00 1.414663235890236948e+01
1.759860146148130688e+00 1.424086136257979263e+01
1.773125878679874257e+00 1.433459181848932396e+01
1.786390431275122426e+00 1.442783878733038172e+01
1.799653897216387133e+00 1.452061655745882618e+01
1.812916308993983261e+00 1.461293903105872971e+01
1.826177737352244312e+00 1.470482011031417002e+01
1.839438262581240213e+00 1.479627331123744938e+01
1.852697914467562823e+00 1.488731137749730138e+01
1.865956749483246524e+00 1.497794705276246496e+01
1.879214813689987773e+00 1.506819269452990007e+01
1.892472165904774739e+00 1.515806066029656130e+01
1.905728833335248673e+00 1.524756292138762781e+01
