x_over_c	Cp_RANS_SST	Cp_LES	Cf_RANS_SST	Cf_LES
-2.021295238095238	0.012197874378622098	0.0006914979340760528	0.002872871004034117	0.002950713110165021
-2.0152976190476193	0.011311354056657907	-0.0002734521249995726	0.002821474411595383	0.002767095576901016
-2.0093	0.01105021732896042	-0.0007000620229004912	0.0027528955763095543	0.0026671768388692426
-2.003302380952381	0.010916262561909775	-0.0008578629758522826	0.00269866307971159	0.002619418526638584
-1.997304761904762	0.010806980161044422	-0.0009109251252247769	0.002659494238735885	0.002596486127339204
-1.991307142857143	0.010752564164765568	-0.0009088594748005471	0.002631068469986906	0.0025875678848768483
-1.985307142857143	0.0107315617921981	-0.0008688332456487178	0.002611050322980583	0.0025849029658348128
-1.979309523809524	0.010727608208164352	-0.0008191232910959629	0.002597271165124564	0.0025882824786258147
-1.973311904761905	0.01073309651680192	-0.0007745105067449415	0.002587795908874904	0.002593975451750966
-1.9673142857142858	0.010741871137906357	-0.0007157555172082448	0.002581156556784474	0.0026025673798555473
-1.9613166666666666	0.010750061896389777	-0.0006586295485931038	0.0025762854743462686	0.0026115364496254725
-1.9553190476190478	0.010755800431864923	-0.0006449026831769576	0.0025725153899934113	0.0026195801429065983
-1.9493214285714286	0.010758386109186575	-0.0005883625680907945	0.002569362531839915	0.0026268127638803995
-1.9433238095238097	0.010757718837619697	-0.0005508208517847472	0.002566576673048202	0.0026352684372160685
-1.9373238095238094	0.010753948753266839	-0.0005141660750892582	0.002564024359304896	0.0026435151250382653
-1.9313261904761907	0.010747426173700612	-0.0004901113595523157	0.002561588818085793	0.002649661488704002
-1.9253285714285715	0.010738484734704453	-0.00048081695733654707	0.002559270049390894	0.0026565540137743378
-1.9193309523809525	0.010727491435640148	-0.0004615565046260036	0.002557018007852683	0.0026607437533187977
-1.9133333333333333	0.010714729866923617	-0.0004478858407477643	0.002554832693471159	0.002665448125676922
-1.9073357142857144	0.010700466937181612	-0.00044174301212156084	0.0025526974244571513	0.0026698751234916886
-1.9013380952380954	0.010684952873251712	-0.00044108516677697105	0.002550662246178175	0.002672368105925782
-1.8953404761904762	0.010668371174814808	-0.00045302616805261716	0.0025486771132667146	0.002674526264187611
-1.8893404761904762	0.010650888659762619	-0.0004738366732313296	0.002546775389301114	0.0026780947658092704
-1.8833428571428572	0.010632622100619347	-0.0004530857462860754	0.002544957074281373	0.002680416844818915
-1.8773452380952382	0.010613704951698373	-0.0004573439239563316	0.00254320548641832	0.0026831664120841154
-1.8713476190476193	0.010594220621945552	-0.0004712720675260672	0.002541537307501126	0.0026858974676723405
-1.86535	0.010574252520306745	-0.0004795142649568546	0.002539952537529792	0.0026876412895032805
-1.8593523809523809	0.010553850692149468	-0.0004946131283436512	0.002538451176504318	0.0026906417456480647
-1.8533547619047621	0.01053309854641958	-0.0005020300687087299	0.002537016542635531	0.0026915715603333624
-1.847357142857143	0.010512046128484597	-0.0005149544187251069	0.002535648635923433	0.002693724304652951
-1.841357142857143	0.01049071012013369	-0.000529515584185732	0.0025343641381571935	0.002695286434336021
-1.8353595238095237	0.010469157248523549	-0.0005391593492912561	0.0025331463675476425	0.0026977754043154643
-1.829361904761905	0.010447404195443344	-0.0005593617290666977	0.002531978642305607	0.002698945013485295
-1.8233642857142858	0.010425467642682248	-0.0006043139019087343	0.002530894326009431	0.0027003796440872576
-1.8173666666666668	0.010403414317396949	-0.0006058571635825258	0.0025298600550807708	0.002700655399739358
-1.8113690476190476	0.010381227537798274	-0.0006184992220062811	0.0025288758295196265	0.002701945503695292
-1.8053714285714286	0.01035895734925374	-0.0006287706075833145	0.0025279583311151703	0.002703701869944144
-1.7993738095238097	0.010336603751763346	-0.0006416259622498856	0.0025270908780782296	0.0027057685377584323
-1.7933761904761907	0.010314183427116264	-0.0006719796786583284	0.0025262734704088047	0.00270758908420919
-1.7873761904761905	0.010291729738890839	-0.0006877013735737519	0.0025254894263177234	0.002706857956891141
-1.7813785714285715	0.01026924268708707	-0.0007059458516989929	0.0025247554275941585	0.002707317992672599
-1.7753809523809525	0.010246722271704955	-0.0007310865420849127	0.002524071474238109	0.0027087183073282563
-1.7693833333333335	0.010224201856322841	-0.0007433001877106813	0.0025234208844604035	0.0027104991701603514
-1.7633857142857143	0.010201681440940727	-0.0007692128443929958	0.00252278697647187	0.0027123248542738755
-1.7573880952380951	0.010179177707347786	-0.000813414083555383	0.002522203113850852	0.0027138846708218527
-1.7513904761904764	0.010156707337333188	-0.0008064410366451423	0.0025216526148081784	0.002715195864213939
-1.7453928571428572	0.010134253649107763	-0.0008310673581272885	0.0025211187975546765	0.002716126248032076
-1.7393928571428572	0.010111850006249853	-0.0008549046434126014	0.0025206183438795183	0.0027156279839327625
-1.733395238095238	0.010089496408759458	-0.0008877305654589641	0.0025201512537827045	0.002715267253012441
-1.7273976190476192	0.01006719285663658	-0.0009103334842528412	0.002519700845475062	0.0027167965317886496
-1.7214	0.010044939349881217	-0.0009261286088771444	0.0025192671189565915	0.0027168641749503223
-1.715402380952381	0.010022769252071715	-0.0009410851062620915	0.002518866756016465	0.0027186729987222374
-1.7094047619047619	0.0100006658814189	-0.0009568848207516272	0.0025184830748655107	0.0027198525794080706
-1.7034071428571431	0.009978645919711945	-0.000976696600408841	0.002518116075503728	0.0027199167263413314
-1.697409523809524	0.00995670936695085	-0.0010128929055741554	0.0025177657579311175	0.0027195678143856973
-1.691409523809524	0.009934872904924785	-0.0010576832768595444	0.0025174321221476787	0.0027206836509043137
-1.6854119047619047	0.00991311985184458	-0.001058216760423728	0.0025171151681534117	0.0027221676120416545
-1.679414285714286	0.009891483571288578	-0.0010767873024636276	0.0025168148959483173	0.00272440345040664
-1.6734166666666668	0.00986993069967844	-0.0010966863411102624	0.002516514623743222	0.0027255333242498293
-1.6674190476190478	0.0098484946005925	-0.0011178281900532474	0.002516231033327299	0.002726341364132103
-1.6614214285714286	0.009827175274030766	-0.0011505120565836057	0.00251598080648972	0.0027275335296504787
-1.6554238095238094	0.009805972719993237	-0.0011663720180786097	0.002515713897862969	0.0027265844493380344
-1.6494261904761907	0.00978490362026908	-0.0011803106407944888	0.002515480352814562	0.002726398890042889
-1.6434261904761907	0.00976395129306913	-0.001205575092588365	0.0025152301259769834	0.002726326305568574
-1.6374285714285715	0.009743132420182554	-0.0012254186219868089	0.002515013262717748	0.002726947529748229
-1.6314309523809523	0.009722430319820181	-0.001261204256547739	0.002514796399458513	0.0027266599356034083
-1.6254333333333335	0.009701878355560356	-0.001299113276484283	0.0025145795361992775	0.002727290214601581
-1.6194357142857143	0.009681476527403077	-0.0012974141215485924	0.0025143793547292145	0.0027267595934572903
-1.6134380952380953	0.009661224835348347	-0.0013246128152126471	0.002514179173259151	0.0027264483987609884
-1.6074404761904761	0.009641123279396164	-0.001346211993369243	0.002513978991789088	0.0027270527963269104
-1.6014428571428574	0.00962117185954653	-0.0013594984064032455	0.0025137954921081967	0.0027273384802880196
-1.5954428571428572	0.009601387257588613	-0.001380912272938744	0.002513611992427305	0.0027287412602335845
-1.5894452380952382	0.009581769473522418	-0.0013880003755174328	0.0025134284927464143	0.0027277703841464564
-1.583447619047619	0.00956233518913711	-0.0014079749227907383	0.002513261674854695	0.0027281821128498592
-1.5774500000000002	0.009543067722643525	-0.0014406868206673755	0.0025130948569629754	0.002728464610775565
-1.571452380952381	0.009524000437620004	-0.0014623571511877308	0.002512928039071256	0.00272850187397322
-1.565454761904762	0.0095050999704882	-0.0014829128594052452	0.0025127612211795366	0.002729562546095667
-1.5594571428571429	0.009486383003037288	-0.0015307693274117498	0.002512594403287817	0.0027304524037575985
-1.5534595238095237	0.009467849535267267	-0.0015343543087842082	0.00251244426718527	0.002729847448098873
-1.547461904761905	0.009449482885388966	-0.001558839023072125	0.0025122941310827224	0.002729875257619249
-1.541461904761905	0.009431299735191554	-0.0015731863878355498	0.0025121273131910034	0.0027314508708859496
-1.5354642857142857	0.00941325003930752	-0.0015826455004492564	0.0025119938588776276	0.0027328024089255955
-1.5294666666666665	0.009395367161315204	-0.001616804144945904	0.0025118437227750804	0.0027349548610326965
-1.5234690476190478	0.009377651101214609	-0.001632871465751494	0.0025116935866725328	0.002733497831122366
-1.5174714285714286	0.009360085177216561	-0.0016443279172033555	0.002511543450569985	0.0027339165604961697
-1.5114738095238096	0.009342686071110232	-0.0016707405134534956	0.00251140999625661	0.0027355148404704602
-1.5054761904761904	0.009325470464684793	-0.0016869841235583579	0.0025112765419432344	0.0027367328746484365
-1.4994785714285717	0.009308404994361903	-0.0017079095570403633	0.002511126405840687	0.0027375459221026005
-1.4934785714285714	0.009291523023719904	-0.001752483706943009	0.0025109929515273115	0.0027378540905740214
-1.4874809523809525	0.009274807870969624	-0.0017531029076014726	0.002510859497213936	0.002736809694875188
-1.4814833333333333	0.009258292899689408	-0.001781130090583888	0.0025107093611113885	0.0027360801287600544
-1.4754857142857145	0.00924194474630091	-0.001800000322492129	0.002510575906798013	0.0027353049256865175
-1.4694880952380953	0.009225796774382476	-0.0018139281428138463	0.0025104424524846373	0.002735394071919128
-1.4634904761904763	0.009209848983934106	-0.0018442830009765304	0.00251029231638209	0.002736327719646672
-1.4574928571428571	0.009194101374955797	-0.0018534730580205053	0.0025101588620687143	0.002734813385031896
