0.546 	-0.21 	2.01598e-05 	1.45173 	0 	-0.000160213
0.546 	-0.21 	6.04795e-05 	4.20304 	0 	-0.000784048
0.546 	-0.21 	0.000100799 	6.50422 	0 	-0.00192588
0.546 	-0.21 	0.000141119 	8.24221 	0 	-0.00352353
0.546 	-0.21 	0.000181438 	9.50091 	0 	-0.00547136
0.546 	-0.21 	0.000221758 	10.4173 	0 	-0.00768573
0.546 	-0.21 	0.000262757 	11.1131 	0 	-0.0101625
0.546 	-0.21 	0.00030808 	11.6893 	0 	-0.0130702
0.546 	-0.21 	0.000361505 	12.1986 	0 	-0.0166264
0.546 	-0.21 	0.000424474 	12.6523 	0 	-0.0209603
0.546 	-0.21 	0.000498276 	13.0546 	0 	-0.026179
0.546 	-0.21 	0.000584202 	13.4105 	0 	-0.0323852
0.546 	-0.21 	0.000683475 	13.7255 	0 	-0.0396631
0.546 	-0.21 	0.000797155 	14.0049 	0 	-0.0480759
0.546 	-0.21 	0.000926014 	14.2533 	0 	-0.0576717
0.546 	-0.21 	0.00107041 	14.475 	0 	-0.0684718
0.546 	-0.21 	0.00123015 	14.6736 	0 	-0.0804559
0.546 	-0.21 	0.00140437 	14.8511 	0 	-0.0935748
0.546 	-0.21 	0.00159146 	15.0097 	0 	-0.107754
0.546 	-0.21 	0.00178907 	15.1507 	0 	-0.1228
0.546 	-0.21 	0.00199417 	15.2744 	0 	-0.138404
0.546 	-0.21 	0.00220321 	15.3851 	0 	-0.154316
0.546 	-0.21 	0.00241613 	15.4945 	0 	-0.170573
0.546 	-0.21 	0.00263988 	15.6039 	0 	-0.187709
0.546 	-0.21 	0.0028802 	15.7143 	0 	-0.206212
0.546 	-0.21 	0.00313824 	15.8259 	0 	-0.22628
0.546 	-0.21 	0.00341526 	15.9392 	0 	-0.247991
0.546 	-0.21 	0.00371257 	16.0549 	0 	-0.271412
0.546 	-0.21 	0.00403158 	16.1746 	0 	-0.296596
0.546 	-0.21 	0.00437378 	16.2997 	0 	-0.32355
0.546 	-0.21 	0.00474073 	16.4271 	0 	-0.352194
0.546 	-0.21 	0.00513411 	16.5577 	0 	-0.382775
0.546 	-0.21 	0.00555566 	16.694 	0 	-0.415649
0.546 	-0.21 	0.00600724 	16.8367 	0 	-0.451118
0.546 	-0.21 	0.00649079 	16.9857 	0 	-0.488965
0.546 	-0.21 	0.00700834 	17.1425 	0 	-0.529144
0.546 	-0.21 	0.00756205 	17.3092 	0 	-0.571565
0.546 	-0.21 	0.00815413 	17.483 	0 	-0.615361
0.546 	-0.21 	0.00878692 	17.6649 	0 	-0.660199
0.546 	-0.21 	0.00946284 	17.8571 	0 	-0.706795
0.546 	-0.21 	0.0101844 	18.055 	0 	-0.756416
0.546 	-0.21 	0.0109542 	18.2633 	0 	-0.809735
0.546 	-0.21 	0.0117748 	18.4904 	0 	-0.8651
0.546 	-0.21 	0.012649 	18.7362 	0 	-0.920286
0.546 	-0.21 	0.0135797 	19.0128 	0 	-0.978095
0.546 	-0.21 	0.0145695 	19.3314 	0 	-1.04007
0.546 	-0.21 	0.0156213 	19.6948 	0 	-1.10461
0.546 	-0.21 	0.0167381 	20.0994 	0 	-1.17183
0.546 	-0.21 	0.0179225 	20.5307 	0 	-1.24049
0.546 	-0.21 	0.0191775 	20.9944 	0 	-1.30947
0.546 	-0.21 	0.0205056 	21.5009 	0 	-1.37949
0.546 	-0.21 	0.0219095 	22.0447 	0 	-1.44854
0.546 	-0.21 	0.0233918 	22.6193 	0 	-1.51614
0.546 	-0.21 	0.0249546 	23.2388 	0 	-1.5813
0.546 	-0.21 	0.0266002 	23.923 	0 	-1.64439
0.546 	-0.21 	0.0283302 	24.6472 	0 	-1.70792
0.546 	-0.21 	0.0301464 	25.3816 	0 	-1.7645
0.546 	-0.21 	0.0320499 	26.122 	0 	-1.817
0.546 	-0.21 	0.0340415 	26.8706 	0 	-1.86674
0.546 	-0.21 	0.0361216 	27.626 	0 	-1.91212
0.546 	-0.21 	0.0382902 	28.3835 	0 	-1.95151
0.546 	-0.21 	0.0405467 	29.1487 	0 	-1.98474
0.546 	-0.21 	0.0428898 	29.9202 	0 	-2.00996
0.546 	-0.21 	0.045318 	30.687 	0 	-2.02818
0.546 	-0.21 	0.0478289 	31.442 	0 	-2.03813
0.546 	-0.21 	0.0504195 	32.1707 	0 	-2.03615
0.546 	-0.21 	0.0530862 	32.8485 	0 	-2.02598
0.546 	-0.21 	0.0558248 	33.4404 	0 	-2.01337
0.546 	-0.21 	0.0586304 	33.9488 	0 	-2.00051
0.546 	-0.21 	0.0614957 	34.3803 	0 	-1.98461
0.546 	-0.21 	0.0646921 	34.7606 	0 	-1.96265
0.546 	-0.21 	0.0687845 	35.1047 	0 	-1.93468
0.546 	-0.21 	0.0742512 	35.408 	0 	-1.89579
0.546 	-0.21 	0.0815239 	35.6522 	0 	-1.84725
0.546 	-0.21 	0.0911467 	35.881 	0 	-1.78301
0.546 	-0.21 	0.103788 	36.0981 	0 	-1.69746
0.546 	-0.21 	0.120238 	36.3026 	0 	-1.5795
0.546 	-0.21 	0.141384 	36.5177 	0 	-1.41492
0.546 	-0.21 	0.168147 	36.7592 	0 	-1.19625
0.546 	-0.21 	0.20113 	37.012 	0 	-0.924549
0.546 	-0.21 	0.240324 	37.2718 	0 	-0.615852
0.546 	-0.21 	0.2869 	37.5385 	0 	-0.309129
0.546 	-0.21 	0.343075 	37.7577 	0 	-0.078001
