# Residuals            
# Time                 	Ux                     	Uy                     	p                      	omega                  
0                      	N/A	N/A	N/A
1                      	N/A	N/A	1.928015002354183e-04
2                      	N/A	N/A	4.488887493919959e-03
3                      	N/A	N/A	2.187486106610635e-03
4                      	N/A	N/A	1.222484738084889e-03
5                      	N/A	N/A	7.357965301810886e-04
6                      	N/A	N/A	4.711856849385666e-04
7                      	N/A	N/A	3.210484758379926e-04
8                      	N/A	N/A	2.322168040120140e-04
9                      	N/A	N/A	1.774561974750285e-04
10                     	N/A	N/A	1.422325750585224e-04
11                     	N/A	N/A	1.185896602905172e-04
12                     	N/A	N/A	1.020593125644077e-04
13                     	N/A	N/A	9.002655458033972e-05
14                     	N/A	N/A	8.091822938885665e-05
15                     	N/A	N/A	7.379008409271104e-05
16                     	N/A	N/A	6.805604945116883e-05
17                     	N/A	N/A	6.332240914031961e-05
18                     	N/A	N/A	5.932765478410351e-05
19                     	N/A	N/A	5.589343614223080e-05
20                     	N/A	N/A	5.289902245661024e-05
21                     	N/A	N/A	5.025712917851446e-05
22                     	N/A	N/A	4.789880539782852e-05
23                     	N/A	N/A	4.576967352247847e-05
24                     	N/A	N/A	4.383320040509990e-05
25                     	N/A	N/A	4.206289429573605e-05
26                     	N/A	N/A	4.043687500222980e-05
27                     	N/A	N/A	3.893385053311287e-05
28                     	N/A	N/A	3.753958386917096e-05
29                     	N/A	N/A	3.623702846975058e-05
30                     	N/A	N/A	3.501697249043240e-05
31                     	N/A	N/A	3.387172044372331e-05
32                     	N/A	N/A	3.279574962696922e-05
33                     	N/A	N/A	3.177978222992873e-05
34                     	N/A	N/A	3.081705910068103e-05
35                     	N/A	N/A	2.990393280403369e-05
36                     	N/A	N/A	2.903645907759807e-05
37                     	N/A	N/A	2.821189457944478e-05
38                     	N/A	N/A	2.742810771762239e-05
39                     	N/A	N/A	2.667967849921778e-05
40                     	N/A	N/A	2.596523137920502e-05
41                     	N/A	N/A	2.528163054116948e-05
42                     	N/A	N/A	2.462912940073263e-05
43                     	N/A	N/A	2.400496797881304e-05
44                     	N/A	N/A	2.340752716913138e-05
45                     	N/A	N/A	2.283508106415197e-05
46                     	N/A	N/A	2.228529992975618e-05
47                     	N/A	N/A	2.175596308617668e-05
48                     	N/A	N/A	2.124584597449180e-05
49                     	N/A	N/A	2.075427116195744e-05
50                     	N/A	N/A	2.027969616421245e-05
51                     	N/A	N/A	1.982139338927594e-05
52                     	N/A	N/A	1.937830338057476e-05
53                     	N/A	N/A	1.895040157415306e-05
54                     	N/A	N/A	1.849302124589593e-05
55                     	N/A	N/A	1.805169845652153e-05
56                     	N/A	N/A	1.762295626314736e-05
57                     	N/A	N/A	1.720678035042263e-05
58                     	N/A	N/A	1.680239186996346e-05
59                     	N/A	N/A	1.640990425927498e-05
60                     	N/A	N/A	1.602892941481687e-05
61                     	N/A	N/A	1.565970288310660e-05
62                     	N/A	N/A	1.530071774546457e-05
63                     	N/A	N/A	1.495189450674187e-05
64                     	N/A	N/A	1.461264098772973e-05
65                     	N/A	N/A	1.428303877013685e-05
66                     	N/A	N/A	1.396231034669483e-05
67                     	N/A	N/A	1.365018906039776e-05
68                     	N/A	N/A	1.334656599173704e-05
69                     	N/A	N/A	1.305087833685828e-05
70                     	N/A	N/A	1.276325863277945e-05
71                     	N/A	N/A	1.248321591549431e-05
72                     	N/A	N/A	1.221066612310481e-05
73                     	N/A	N/A	1.194528450568583e-05
74                     	N/A	N/A	1.168699820938355e-05
75                     	N/A	N/A	1.143556446891413e-05
76                     	N/A	N/A	1.119100036162286e-05
77                     	N/A	N/A	1.095301922012155e-05
78                     	N/A	N/A	1.072180178149577e-05
79                     	N/A	N/A	1.049725640298608e-05
80                     	N/A	N/A	1.027870458934182e-05
81                     	N/A	N/A	1.006625596459650e-05
82                     	N/A	N/A	9.859852447987324e-06
83                     	N/A	N/A	9.659057471433791e-06
84                     	N/A	N/A	9.463819665574959e-06
85                     	N/A	N/A	9.273989890435181e-06
86                     	N/A	N/A	9.089338441879548e-06
87                     	N/A	N/A	8.909891629137287e-06
88                     	N/A	N/A	8.735464414964590e-06
89                     	N/A	N/A	8.565704216549200e-06
90                     	N/A	N/A	8.400442181528808e-06
91                     	N/A	N/A	8.239746366155158e-06
92                     	N/A	N/A	8.083442114646695e-06
93                     	N/A	N/A	7.931438257538723e-06
94                     	N/A	N/A	7.783592907669560e-06
95                     	N/A	N/A	7.639793543563573e-06
96                     	N/A	N/A	7.499916987362304e-06
97                     	N/A	N/A	7.363841847239243e-06
98                     	N/A	N/A	7.231380663039937e-06
99                     	N/A	N/A	7.102624542665558e-06
100                    	N/A	N/A	6.977210397143299e-06
101                    	N/A	N/A	6.855127338601061e-06
102                    	N/A	N/A	6.736223010024132e-06
103                    	N/A	N/A	6.620526210103397e-06
104                    	N/A	N/A	6.507870842158668e-06
105                    	N/A	N/A	6.398099305120430e-06
106                    	N/A	N/A	6.291160154610176e-06
107                    	N/A	N/A	6.186969488418727e-06
108                    	N/A	N/A	6.085536894818367e-06
109                    	N/A	N/A	5.986738155283510e-06
110                    	N/A	N/A	5.890568874222086e-06
111                    	N/A	N/A	5.796962335349044e-06
112                    	N/A	N/A	5.705730674557671e-06
113                    	N/A	N/A	5.616909686604450e-06
114                    	N/A	N/A	5.530446807678096e-06
115                    	N/A	N/A	5.446037391941049e-06
116                    	N/A	N/A	5.363747706174611e-06
117                    	N/A	N/A	5.283365323872415e-06
118                    	N/A	N/A	5.204783614137971e-06
119                    	N/A	N/A	5.128010685209587e-06
120                    	N/A	N/A	5.053028078379623e-06
121                    	N/A	N/A	4.979654824791548e-06
122                    	N/A	N/A	4.907927177956230e-06
123                    	N/A	N/A	4.837856334819067e-06
124                    	N/A	N/A	4.769295340643283e-06
125                    	N/A	N/A	4.702215428315218e-06
126                    	N/A	N/A	4.636606416832830e-06
127                    	N/A	N/A	4.572447078423375e-06
128                    	N/A	N/A	4.509712963721306e-06
129                    	N/A	N/A	4.448320392194969e-06
130                    	N/A	N/A	4.388282444051603e-06
