0.42 	-0.21 	2.3023e-05 	0 	0 	0 	0 	0 	0 	2.12433 	0 	-0.00293908 	2.73703 	0 	0.00557238
0.42 	-0.21 	6.33423e-05 	0 	0 	0 	0 	0 	0 	9.46618 	0 	-0.00965482 	12.5958 	0 	0.0704438
0.42 	-0.21 	0.000103662 	0 	0 	0 	0 	0 	0 	16.7601 	0 	-0.0298363 	23.0257 	0 	0.259901
0.42 	-0.21 	0.000143981 	0 	0 	0 	0 	0 	0 	22.1264 	0 	-0.0767901 	31.15 	0 	0.56892
0.42 	-0.21 	0.0001843 	0 	0 	0 	0 	0 	0 	25.8894 	0 	-0.144852 	37.1456 	0 	0.965339
0.42 	-0.21 	0.00022462 	0 	0 	0 	0 	0 	0 	28.5636 	0 	-0.225125 	41.6223 	0 	1.41997
0.42 	-0.21 	0.000265618 	0 	0 	0 	0 	0 	0 	30.5355 	0 	-0.313137 	45.0925 	0 	1.92031
0.42 	-0.21 	0.000310941 	0 	0 	0 	0 	0 	0 	32.1181 	0 	-0.413496 	48.0294 	0 	2.49743
0.42 	-0.21 	0.000364365 	0 	0 	0 	0 	0 	0 	33.4543 	0 	-0.532752 	50.6559 	0 	3.18878
0.42 	-0.21 	0.000427334 	0 	0 	0 	0 	0 	0 	34.5581 	0 	-0.673015 	52.9593 	0 	3.99959
0.42 	-0.21 	0.000501135 	0 	0 	0 	0 	0 	0 	35.446 	0 	-0.835993 	54.9173 	0 	4.92431
0.42 	-0.21 	0.00058706 	0 	0 	0 	0 	0 	0 	36.1443 	0 	-1.02378 	56.5208 	0 	5.94919
0.42 	-0.21 	0.000686333 	0 	0 	0 	0 	0 	0 	36.6891 	0 	-1.23867 	57.7698 	0 	7.05263
0.42 	-0.21 	0.000800012 	0 	0 	0 	0 	0 	0 	37.1173 	0 	-1.48243 	58.6649 	0 	8.20751
0.42 	-0.21 	0.00092887 	0 	0 	0 	0 	0 	0 	37.4657 	0 	-1.75599 	59.2107 	0 	9.38519
0.42 	-0.21 	0.00107327 	0 	0 	0 	0 	0 	0 	37.7681 	0 	-2.05888 	59.4338 	0 	10.557
0.42 	-0.21 	0.001233 	0 	0 	0 	0 	0 	0 	38.0338 	0 	-2.38814 	59.369 	0 	11.6962
0.42 	-0.21 	0.00140722 	0 	0 	0 	0 	0 	0 	38.2605 	0 	-2.74121 	59.0941 	0 	12.7928
0.42 	-0.21 	0.00159431 	0 	0 	0 	0 	0 	0 	38.4736 	0 	-3.11582 	58.6749 	0 	13.8439
0.42 	-0.21 	0.00179192 	0 	0 	0 	0 	0 	0 	38.6775 	0 	-3.50738 	58.1229 	0 	14.8325
0.42 	-0.21 	0.00199702 	0 	0 	0 	0 	0 	0 	38.8759 	0 	-3.91024 	57.4561 	0 	15.7477
0.42 	-0.21 	0.00220606 	0 	0 	0 	0 	0 	0 	39.0745 	0 	-4.31833 	56.7044 	0 	16.5875
0.42 	-0.21 	0.00241898 	0 	0 	0 	0 	0 	0 	39.2844 	0 	-4.7326 	55.8919 	0 	17.3705
0.42 	-0.21 	0.00264273 	0 	0 	0 	0 	0 	0 	39.5258 	0 	-5.16715 	55.0203 	0 	18.1413
0.42 	-0.21 	0.00288304 	0 	0 	0 	0 	0 	0 	39.8234 	0 	-5.63422 	54.1031 	0 	18.9428
0.42 	-0.21 	0.00314108 	0 	0 	0 	0 	0 	0 	40.2058 	0 	-6.13821 	53.1869 	0 	19.8141
0.42 	-0.21 	0.00341809 	0 	0 	0 	0 	0 	0 	40.7111 	0 	-6.68429 	52.3398 	0 	20.8108
0.42 	-0.21 	0.00371541 	0 	0 	0 	0 	0 	0 	41.3753 	0 	-7.27998 	51.6046 	0 	21.9743
0.42 	-0.21 	0.00403441 	0 	0 	0 	0 	0 	0 	42.1862 	0 	-7.93957 	50.8638 	0 	23.2136
0.42 	-0.21 	0.00437661 	0 	0 	0 	0 	0 	0 	43.0999 	0 	-8.67534 	50.1733 	0 	24.4896
0.42 	-0.21 	0.00474356 	0 	0 	0 	0 	0 	0 	44.1004 	0 	-9.47871 	49.5496 	0 	25.8069
0.42 	-0.21 	0.00513693 	0 	0 	0 	0 	0 	0 	45.1952 	0 	-10.3327 	48.9369 	0 	27.1712
0.42 	-0.21 	0.00555848 	0 	0 	0 	0 	0 	0 	46.4143 	0 	-11.2312 	48.2316 	0 	28.5778
0.42 	-0.21 	0.00601006 	0 	0 	0 	0 	0 	0 	47.8314 	0 	-12.1747 	47.4653 	0 	30.0057
0.42 	-0.21 	0.0064936 	0 	0 	0 	0 	0 	0 	49.433 	0 	-13.1695 	46.7158 	0 	31.4565
0.42 	-0.21 	0.00701115 	0 	0 	0 	0 	0 	0 	51.1387 	0 	-14.2016 	46.0315 	0 	32.9374
0.42 	-0.21 	0.00756485 	0 	0 	0 	0 	0 	0 	52.9947 	0 	-15.2575 	45.4528 	0 	34.3979
0.42 	-0.21 	0.00815693 	0 	0 	0 	0 	0 	0 	54.9451 	0 	-16.3442 	45.0355 	0 	35.7963
0.42 	-0.21 	0.00878972 	0 	0 	0 	0 	0 	0 	57.0053 	0 	-17.4691 	44.8229 	0 	37.1408
0.42 	-0.21 	0.00946563 	0 	0 	0 	0 	0 	0 	59.2321 	0 	-18.6618 	44.9339 	0 	38.4739
0.42 	-0.21 	0.0101872 	0 	0 	0 	0 	0 	0 	61.6351 	0 	-19.9492 	45.2704 	0 	39.7902
0.42 	-0.21 	0.0109569 	0 	0 	0 	0 	0 	0 	64.2408 	0 	-21.323 	45.8767 	0 	41.0612
0.42 	-0.21 	0.0117776 	0 	0 	0 	0 	0 	0 	66.8708 	0 	-22.7096 	46.585 	0 	42.2956
0.42 	-0.21 	0.0126518 	0 	0 	0 	0 	0 	0 	69.5076 	0 	-24.1035 	47.2677 	0 	43.4193
0.42 	-0.21 	0.0135824 	0 	0 	0 	0 	0 	0 	72.1512 	0 	-25.4931 	47.8159 	0 	44.4585
0.42 	-0.21 	0.0145722 	0 	0 	0 	0 	0 	0 	74.8109 	0 	-26.8325 	48.312 	0 	45.3765
