x_mm,y_mm,z_mm,U,V,W,k,omega,p,nut,R_xx,R_yy,R_zz,R_xy,R_xz,R_yz
-243.0,195.0,340.0,37.908356,-2.6449976,2.154979,7.7290673,9176.595,-192.18376,0.00092473195,5.057472,4.957141,5.543988,-1.536051,-1.958387,0.002010293
-243.0,195.0,343.0,41.656376,-3.2908027,1.6008364,4.317344,3963.5562,-191.19295,0.001035188,2.766232,2.6610644,3.2164948,-0.6009609,-0.8813135,-0.2782299
-243.0,195.0,348.0,44.123688,-3.0199125,0.96759945,1.0825512,1595.0364,-189.07283,0.00057919,0.67030334,0.6592244,0.8307781,-0.10218028,-0.17934926,-0.09491792
-243.0,195.0,358.0,45.00434,-2.4834192,0.20729451,0.040516812,210.24234,-183.8767,9.792275e-05,0.021331558,0.021893196,0.038082626,0.0045623854,-0.0010073375,-0.008268957
-243.0,195.0,388.0,44.542923,-1.8224242,-0.57833767,0.0011195806,3.0048375,-162.5695,5.5025043e-06,0.0005994072,0.00073289534,0.00090644497,0.0001784646,0.00018061658,-0.00017938406
-223.0,195.0,340.0,39.340824,-3.726288,2.8222528,7.743976,9507.549,-243.88635,0.0008671851,4.9830785,4.866309,5.7889423,-1.3396676,-1.9019814,0.05095885
-223.0,195.0,343.0,43.13654,-4.4920306,1.8181914,3.9958606,3938.3481,-240.91531,0.00092846766,2.4785829,2.3500645,3.1874561,-0.39842358,-0.73803747,-0.35732454
-223.0,195.0,348.0,45.268105,-4.02225,0.8480783,0.90958583,1455.4579,-233.57718,0.0004995414,0.5311321,0.5320196,0.7544438,-0.041330088,-0.11548462,-0.11677242
-223.0,195.0,358.0,45.695297,-3.183624,-0.17966527,0.037484784,199.53519,-217.06079,7.542001e-05,0.018464942,0.020996353,0.035541814,0.006455556,0.003325015,-0.009173772
-223.0,195.0,388.0,44.79613,-2.1918128,-0.9748376,0.0011194834,3.0431068,-175.05736,4.245292e-06,0.0006540792,0.00074247847,0.00084153377,0.0001720085,0.00020819198,-0.00019711578
-203.0,195.0,340.0,44.534233,-8.305375,3.5275617,7.8626,10558.351,-446.16486,0.0006528454,3.9380035,4.79222,5.596167,-0.88031507,-5.2337394,0.13281938
-203.0,195.0,343.0,46.510036,-7.7711186,0.85835016,3.0643566,3854.1523,-365.98694,0.0006125154,1.803019,1.4653956,2.7798018,0.13622491,-0.09676893,-0.6282735
-203.0,195.0,348.0,47.13285,-6.3226895,-0.5445462,0.6165744,1208.6154,-314.98245,0.00026960383,0.37989566,0.35102662,0.4928894,0.052381355,0.036619116,-0.13946947
-203.0,195.0,358.0,46.332687,-4.3862267,-1.292138,0.038599674,192.41193,-253.21861,4.1009705e-05,0.024855098,0.022963274,0.02906439,0.0057571265,0.0067465366,-0.010428699
-203.0,195.0,388.0,44.921776,-2.6354113,-1.5277203,0.0011186833,3.0452228,-182.61516,3.4033828e-06,0.00073587743,0.00074540655,0.000752374,0.00015793096,0.00020327151,-0.00023067585
-183.0,195.0,331.0,27.767704,-3.972052,6.3726697,13.421108,28286.857,-475.0474,0.00049059145,6.0996485,10.422851,7.7639666,-3.0699275,-3.8655083,-0.5855959
-183.0,195.0,333.0,37.978226,-9.8585825,8.224225,11.868352,16315.878,-483.9048,0.0007827481,6.664966,4.795098,8.428169,-2.7375863,-2.0461679,1.2322607
-183.0,195.0,338.0,43.617695,-12.917931,1.8198876,5.68616,6383.33,-369.15305,0.00074509287,3.4992454,2.3858864,5.4776306,-0.83029,-0.6444596,-1.0257566
-183.0,195.0,343.0,45.826366,-10.698376,-1.3612267,1.6054671,2407.353,-306.63065,0.00040992943,1.0942106,0.7402997,1.3794343,-0.07260444,-0.085949935,-0.4481514
-183.0,195.0,348.0,46.247105,-8.486165,-2.3641422,0.29600054,830.0907,-277.34174,0.00015204333,0.21457972,0.1516951,0.23098771,0.0023359335,0.0037617383,-0.11472785
-183.0,195.0,358.0,45.9019,-5.6084847,-2.5904882,0.02437945,144.4498,-241.13504,2.8038545e-05,0.01863674,0.013940557,0.015625196,0.0023143562,0.0023567171,-0.010851542
-183.0,195.0,388.0,44.834053,-3.0915425,-2.1228845,0.0011176901,3.0534685,-181.15738,2.9882915e-06,0.00080684276,0.0007499549,0.0006766475,0.0001271364,0.00016293807,-0.00027041265
-163.0,195.0,321.0,19.84481,-2.0424612,4.939428,12.98563,21174.654,-418.4872,0.00043301622,6.298107,10.224855,8.076555,-3.5180366,-2.6849763,-0.7755816
-163.0,195.0,323.0,31.632467,-4.3342047,7.5765414,15.867246,19597.213,-407.66815,0.0008325341,8.027033,12.7929125,8.831567,-4.354464,-3.2287297,-1.1941947
-163.0,195.0,328.0,38.60721,-10.208393,7.9923663,10.394568,10027.501,-421.39975,0.001018176,6.111227,7.518181,7.6482916,-2.3586037,-1.3165596,0.45802402
-163.0,195.0,333.0,42.89049,-13.323761,3.8594985,5.471012,5336.6484,-342.8799,0.00088438473,3.3555696,2.449481,5.172782,-0.81018823,-0.39759073,-0.16616093
-163.0,195.0,338.0,44.92629,-12.173714,-0.10832029,2.1477962,2667.951,-281.67746,0.0006848895,1.3963672,0.7104857,2.2105594,-0.23664132,-0.080675565,-0.51002586
-163.0,195.0,348.0,45.35204,-8.548269,-2.8280284,0.115098216,460.7688,-233.90692,0.00013847528,0.08774073,0.03847821,0.10428498,-0.00163775,0.0041789436,-0.07741064
-163.0,195.0,358.0,45.16176,-6.1907525,-3.1131978,0.01234142,93.336105,-212.0177,2.2074893e-05,0.00978858,0.0063395593,0.008132748,0.00073493,0.0006981639,-0.008003597
-163.0,195.0,388.0,44.56493,-3.4678173,-2.5845244,0.0011163899,3.0380878,-171.42482,2.8885706e-06,0.00083440734,0.00074693805,0.00064476114,9.48569e-05,0.000113000846,-0.00030256473
-143.0,195.0,312.0,20.205711,-1.3318049,5.40861,14.344576,22602.982,-327.55865,0.00047839258,7.113519,11.272473,8.760794,-3.5206592,-2.3651497,-1.1100332
-143.0,195.0,314.0,28.227129,-3.3022685,8.268207,16.3375,18712.414,-349.63748,0.0008095487,-14.096697,9.520461,9.375618,7.2383695,-2.9985,0.4450581
