x_mm,y_mm,z_mm,U,V,W,k,omega,p,nut,R_xx,R_yy,R_zz,R_xy,R_xz,R_yz
500.0,-400.0,28.0,31.173943,-0.11574182,0.4762815,6.6830015,791.88196,20.047073,0.008346989,4.5399632,4.6027536,4.214843,0.15870507,-2.0336242,-0.16594855
500.0,-400.0,38.0,33.444122,0.06452304,0.60603285,6.427536,683.207,19.921516,0.008884946,4.3821077,4.3750267,4.088679,0.19786106,-1.9403398,-0.2463526
500.0,-400.0,58.0,37.784325,0.58991,0.75294024,4.7021317,581.87634,19.540577,0.0068759783,3.2257838,3.1031806,3.0747247,0.20758125,-1.4638962,-0.2370469
500.0,-400.0,78.0,41.235905,1.063974,0.78392136,1.2366545,357.75766,18.995455,0.003261086,0.856146,0.7823856,0.8360156,0.033444386,-0.3320659,-0.070715755
500.0,-400.0,98.0,41.524216,1.2422212,0.68702114,0.17811933,129.41806,18.3356,0.0013606213,0.121492706,0.09986279,0.13612677,0.004891233,0.054120895,-0.009408019
500.0,-400.0,118.0,40.705757,1.2949562,0.57269126,0.059594844,60.086952,17.678848,0.0009770705,0.042093657,0.02887959,0.04825846,0.0062989015,0.02852889,-0.004643558
500.0,-400.0,138.0,40.37589,1.3353149,0.4978525,0.020428292,28.308565,17.026495,0.0006789067,0.01575107,0.005583955,0.020060604,0.0046315133,0.0044190027,-0.0022307376
500.0,-400.0,158.0,40.303745,1.3747576,0.40106183,0.007119451,13.220422,16.388273,0.0002561574,0.0055730687,0.0020419126,0.006846685,0.0016853767,3.3310538e-05,-0.0011148411
500.0,-400.0,178.0,40.31301,1.4076383,0.33226675,0.0031981517,6.457675,15.733789,0.00010598989,0.0024694959,0.0011235607,0.0028491407,0.0007033287,-0.000258009,-0.00028674628
500.0,-400.0,198.0,40.351604,1.4227052,0.2566456,0.0018269911,2.9714475,15.072722,4.4621193e-05,0.0013575492,0.00074041984,0.001586322,0.0002905948,-0.000123291,-0.00012922322
500.0,-400.0,218.0,40.390385,1.4585626,0.17482057,0.0013480838,1.2501872,14.360628,3.6269073e-05,0.001010028,0.0005309649,0.0011542848,0.00023163392,-8.9053145e-05,-4.8066027e-05
500.0,-400.0,238.0,40.41945,1.4582322,0.09320877,0.0011881166,0.7159608,13.646396,2.8105285e-05,0.00087659917,0.00045987262,0.0010545967,0.00017273382,-6.066099e-05,-9.893824e-06
