x_mm,y_mm,z_mm,U,V,W,k,omega,p,nut,R_xx,R_yy,R_zz,R_xy,R_xz,R_yz
-178.0,-250.0,28.0,37.075813,-1.5397385,-0.19617748,6.9884224,1090.7139,-119.07652,0.0062112208,4.260057,4.3290825,5.4007125,-0.5643879,-1.4213463,-1.2486296
-178.0,-250.0,38.0,39.567104,0.7848122,-0.92810994,6.878403,985.7131,-117.801315,0.005589191,4.3170085,4.1194158,5.307022,-0.6025721,-1.6706922,-1.0043087
-178.0,-250.0,58.0,44.5153,2.561353,-1.1965789,1.625836,579.1969,-111.97982,0.0027350977,1.1114197,1.148972,0.99254256,0.07488432,-0.3184561,0.10712065
-178.0,-250.0,78.0,44.51731,1.7398497,-0.8362457,0.31989887,219.26747,-109.9933,0.0014295086,0.22711833,0.24593477,0.16514683,0.04070445,0.043061584,0.09022205
-178.0,-250.0,98.0,43.807865,1.0855881,-0.49958518,0.11640049,166.69176,-109.55511,0.00069677195,0.083188705,0.09454696,0.054525845,0.008873665,0.019517647,0.029263439
-178.0,-250.0,118.0,43.435028,0.70905024,-0.18206756,0.04013923,121.98463,-109.70915,0.00032779484,0.028733592,0.03430239,0.017042838,0.00068916654,0.0028744177,0.006722759
-178.0,-250.0,138.0,43.33798,0.5451859,0.08562541,0.015751265,86.518654,-110.3561,0.00018201556,0.011222448,0.013938933,0.0062486976,-0.00047292776,0.00026036866,0.0015519344
-178.0,-250.0,158.0,43.329704,0.48478457,0.3097749,0.007113653,60.56809,-111.472435,0.00011762456,0.005020406,0.006836517,0.0022729835,-0.00055923837,-0.00023733915,0.00031690177
-178.0,-250.0,178.0,43.361004,0.48677683,0.5117127,0.004156175,45.896114,-113.145485,9.09312e-05,0.0028645378,0.0043545123,0.0010056716,-0.0005376842,-0.00040065363,-0.00021807468
-178.0,-250.0,198.0,43.43109,0.5459009,0.6977589,0.0024605205,30.39787,-115.53849,7.793078e-05,0.001639367,0.0029639136,0.00026053202,-0.0005631904,-0.0005574877,-0.0005433248
-178.0,-250.0,218.0,43.525494,0.65155816,0.86566,0.0017266297,21.470484,-118.80079,4.1252744e-05,0.0011113153,0.0018432981,0.00047942536,-0.0003735394,-0.00037121697,-0.00047285383
-178.0,-250.0,238.0,43.6376,0.80268884,1.0236149,0.0014829241,16.71601,-123.09293,2.2961665e-05,0.00094313157,0.001372389,0.0006423709,-0.0002763919,-0.00025711046,-0.00039671667
