x_mm,y_mm,z_mm,U,V,W,k,omega,p,nut,R_xx,R_yy,R_zz,R_xy,R_xz,R_yz
-138.0,-250.0,28.0,39.151005,-1.1528789,-0.6535689,6.874936,1033.2117,-115.66136,0.005768019,4.3639846,4.724931,4.560607,-1.6106629,-0.95038295,-0.8467921
-138.0,-250.0,38.0,40.776157,1.0455685,-0.7254746,6.528663,942.7766,-114.44232,0.0059191543,4.2172737,4.2689047,4.5343914,-1.4510155,-1.1789842,-0.8490166
-138.0,-250.0,58.0,44.548225,2.539932,-0.86502826,1.6342901,570.39935,-109.94415,0.002795324,1.0865011,1.1243035,1.0641333,-0.102003895,-0.26671687,0.0115676895
-138.0,-250.0,78.0,44.5,1.7881824,-0.64380586,0.31395105,214.70671,-107.68319,0.0014612885,0.2066795,0.2487809,0.17068312,-0.0019482858,0.05039655,0.05329889
-138.0,-250.0,98.0,43.76037,1.1562028,-0.3605705,0.11561703,163.36261,-107.10225,0.0007062552,0.07598891,0.09749125,0.05676742,0.0027139422,0.019541027,0.018920714
-138.0,-250.0,118.0,43.372593,0.7947019,-0.08017014,0.040122025,119.9065,-107.64079,0.00033347565,0.026801229,0.035474725,0.017611105,0.00044255197,0.0021240846,0.0047121528
-138.0,-250.0,138.0,43.284042,0.6456467,0.17562848,0.015855294,85.52223,-108.70204,0.00018535551,0.010739908,0.014759537,0.0061079883,-0.00039175243,-0.0003194556,0.0009905576
-138.0,-250.0,158.0,43.29126,0.5994392,0.4032767,0.0072208107,60.183197,-110.31924,0.000120117336,0.0049341167,0.0072451974,0.0021697734,-0.0005429617,-0.0005770991,3.7701288e-05
-138.0,-250.0,178.0,43.33745,0.6212329,0.6231002,0.004243937,45.872787,-112.54372,9.283192e-05,0.0029168634,0.0046933675,0.0007899783,-0.00057790574,-0.00062476215,-0.00044500918
-138.0,-250.0,198.0,43.421658,0.7091691,0.8387561,0.0025283308,30.510246,-115.51877,7.069139e-05,0.0017347296,0.0030771885,0.00019334478,-0.0005625794,-0.0006454802,-0.0007362204
-138.0,-250.0,218.0,43.529293,0.85729927,1.0464652,0.001760378,21.470022,-119.40291,3.2734857e-05,0.0011860722,0.0018136855,0.0005036245,-0.00033908308,-0.00035413416,-0.00054822763
-138.0,-250.0,238.0,43.652943,1.0772227,1.2474369,0.0015050024,16.89411,-124.31968,1.8168193e-05,0.0010083942,0.0013429744,0.0006512153,-0.00025992564,-0.00022729949,-0.00045687528
-138.0,-250.0,258.0,43.787956,1.397864,1.4246978,0.0013283046,11.773385,-130.21834,9.57307e-06,0.00089191174,0.001022954,0.00073855225,-0.00019122852,-0.00012804833,-0.00035541362
-138.0,-250.0,278.0,43.920704,1.8532993,1.5303679,0.0012249298,8.088986,-136.55322,6.2429635e-06,0.0008310719,0.0008253038,0.00079357263,-0.00017148552,-7.563589e-05,-0.00032512014
-138.0,-250.0,298.0,44.01698,2.4554486,1.4529864,0.0011732577,5.458759,-141.7725,4.666138e-06,0.0008097758,0.00065843784,0.00088063476,-0.00016340842,-3.0744544e-05,-0.00029305727
-138.0,-250.0,318.0,44.033237,3.0539312,1.0662695,0.0011399837,3.6285138,-143.74464,3.9482525e-06,0.0008042192,0.00050272135,0.0009829219,-0.00014853996,1.6504691e-05,-0.00019604764
-138.0,-250.0,338.0,43.942924,3.3817763,0.4062516,0.0011169781,2.4620464,-140.71678,3.955866e-06,0.000804163,0.00041889187,0.001018164,-0.00013204386,5.0736948e-05,-5.437011e-05
-138.0,-250.0,358.0,43.80214,3.3570993,-0.2812648,0.0011046829,1.5474321,-134.36752,4.2998404e-06,0.0008059752,0.00039814832,0.001022577,-0.00011833779,6.2881445e-05,8.4453735e-05
-138.0,-250.0,378.0,43.646393,3.0467408,-0.7729647,0.0010987351,1.0684091,-127.17073,5.2701625e-06,0.0008104223,0.00045417398,0.0009330763,-0.00011821317,8.0426595e-05,0.00018592752
-138.0,-250.0,398.0,43.49453,2.6801746,-1.0598303,0.0010952945,0.77735776,-119.894554,6.4749634e-06,0.0008145014,0.0005124463,0.0008636529,-0.00012140814,9.619085e-05,0.00023604727
-138.0,-250.0,418.0,43.343918,2.332059,-1.2055728,0.0010932509,0.60286134,-112.902565,7.874688e-06,0.0008174355,0.00056505384,0.00080404076,-0.00012466646,0.00011303557,0.00025837962
-138.0,-250.0,438.0,43.20454,2.027355,-1.2656827,0.0010918798,0.48818508,-106.34888,9.455452e-06,0.0008195289,0.00060654856,0.00075771037,-0.000125723,0.00012635002,0.0002665396
-138.0,-250.0,488.0,42.888493,1.4550925,-1.2562436,0.0010900768,0.35692075,-92.12859,1.3461898e-05,0.0008215173,0.00062454765,0.00073532603,-0.00011915339,0.00015317443,0.00024780838
-138.0,-250.0,538.0,42.623535,1.0681225,-1.1488292,0.0010890868,0.2684151,-80.82647,1.9470399e-05,0.0008372632,0.0007108485,0.00061648706,-0.00012000265,0.00018642902,0.0002350943
-138.0,-220.0,28.0,33.790943,-2.0581424,-0.76850265,12.129583,1955.4335,-116.30294,0.0051178993,6.9484,8.472404,8.826534,3.0976973,-1.716845,-1.269468
-138.0,-220.0,38.0,40.182213,-0.45383078,-1.276001,6.5545063,1325.0808,-114.20686,0.0023581595,3.9879396,4.655609,4.4784217,0.9544145,-1.611095,-0.8893324
-138.0,-220.0,58.0,45.23435,2.018681,-1.5248139,0.9918122,478.5385,-109.333305,0.0020560424,0.61348224,0.7246119,0.6490465,-0.02562535,0.015296047,0.10555483
-138.0,-220.0,78.0,44.472454,1.033656,-1.1494541,0.39659327,360.80334,-107.34079,0.0010987911,0.24949458,0.34036338,0.20288467,0.0016330897,0.057056844,0.054509457
-138.0,-220.0,98.0,43.61644,0.46058357,-0.5322028,0.09647238,288.57123,-107.93717,0.00033516934,0.062471937,0.08499847,0.04538622,0.0016946682,0.0065883426,0.002830224
-138.0,-220.0,118.0,43.417114,0.31337962,-0.11407234,0.026953608,240.14429,-109.3629,0.000112792746,0.017840493,0.021680042,0.014391698,-0.0001447187,-0.00017807177,0.00012731507
-138.0,-220.0,138.0,43.420025,0.25349495,0.18138869,0.034665853,274.02963,-111.07019,0.000108141394,0.023126634,0.026087167,0.02011969,-0.00015401632,-0.0005676873,-0.00010808916
-138.0,-220.0,158.0,43.44972,0.2467953,0.4432209,0.1003049,375.70755,-113.318825,0.00019993355,0.066973925,0.0718094,0.061812736,0.004518811,-0.0010898394,-5.040215e-05
-138.0,-220.0,178.0,43.49051,0.2611135,0.7001062,0.1786832,462.68677,-116.274345,0.00029516596,0.119276255,0.12663576,0.11144713,0.014265627,-0.002379827,-0.00069436734
