x_mm,y_mm,z_mm,U,V,W,k,omega,p,nut,R_xx,R_yy,R_zz,R_xy,R_xz,R_yz
-88.0,-250.0,28.0,38.69948,-1.0087498,-0.7236436,6.6997085,979.89453,-109.14505,0.0068408987,4.364726,4.3897767,4.621798,-0.4699481,-1.3321168,-0.8560744
-88.0,-250.0,38.0,40.76663,1.0535078,-0.80932504,6.280387,896.4407,-109.01102,0.007004218,4.076873,4.1906557,4.270443,-0.4664759,-1.5124141,-0.5011565
-88.0,-250.0,58.0,44.51563,2.644181,-0.81994456,1.5885589,554.02545,-106.17601,0.0028002248,1.0456556,1.0951366,1.029025,-0.13739038,-0.2704805,0.21971856
-88.0,-250.0,78.0,44.512383,1.8879341,-0.57650787,0.30564493,209.06403,-104.79578,0.001380914,0.20002365,0.24221656,0.16338286,-0.023075422,0.04949102,0.085979916
-88.0,-250.0,98.0,43.80636,1.2786773,-0.26687273,0.1156377,159.46715,-105.11743,0.0007236851,0.0756652,0.099685535,0.054118514,-0.007985794,0.02101246,0.022552377
-88.0,-250.0,118.0,43.4113,0.9278532,0.039768368,0.04046462,117.23822,-106.05263,0.00034416147,0.026230093,0.03729556,0.016899897,-0.0028986663,0.0031420528,0.0038966078
-88.0,-250.0,138.0,43.305744,0.7925491,0.31248662,0.016075674,84.19811,-107.41271,0.00019091413,0.010394101,0.015785214,0.0057869144,-0.0015288927,2.3877352e-05,0.00024367211
-88.0,-250.0,158.0,43.29893,0.7658794,0.55894583,0.0074076676,59.64598,-109.19833,0.00012430147,0.0047920565,0.007946309,0.0019459415,-0.0010050735,-0.0003825143,-0.0005224983
-88.0,-250.0,178.0,43.331703,0.8175544,0.80300546,0.0043912437,45.815983,-111.57384,9.6120646e-05,0.0028940882,0.005220932,0.0005435841,-0.0008436148,-0.00056010776,-0.0009565551
-88.0,-250.0,198.0,43.40711,0.9496832,1.0519837,0.002636952,30.666758,-114.64814,5.8133057e-05,0.0017920528,0.003122162,0.00030368776,-0.0006074489,-0.00049242564,-0.0010041967
