x_mm,y_mm,z_mm,U,V,W,k,omega,p,nut,R_xx,R_yy,R_zz,R_xy,R_xz,R_yz
-243.0,100.0,363.0,46.174576,-0.7343057,-0.9909284,0.09860585,302.07635,-232.51544,0.00015432712,0.053834833,0.06928982,0.07368677,-0.00027885512,-0.001498822,-0.0006279481
-243.0,100.0,373.0,45.907387,-0.7515419,-1.1852528,0.0014957477,36.551765,-221.1447,1.43326315e-05,0.00019349117,0.0013355671,0.0014698844,6.685281e-05,0.00081246917,2.6839829e-05
-243.0,100.0,388.0,45.476814,-0.75663733,-1.3644097,0.0011771118,11.4449,-203.78094,6.401667e-06,0.0005354773,0.00092596735,0.00089326117,3.8514423e-05,0.0003293998,-3.86857e-06
-243.0,100.0,403.0,45.10889,-0.74604785,-1.4509041,0.0011338172,4.5492616,-187.6563,6.7401024e-06,0.0005743243,0.00089177594,0.00080179,4.5101104e-05,0.0003078148,-1.7605063e-05
-203.0,100.0,373.0,46.84783,-0.7842174,-2.9356496,0.0014368305,33.00057,-269.43906,6.9017574e-06,0.00086603244,0.0011733061,0.0008259303,-8.539412e-06,0.0008608206,8.589512e-05
-203.0,100.0,388.0,46.049927,-0.85015815,-2.775961,0.0011765553,10.960364,-233.43823,4.201399e-06,0.0007533603,0.000908836,0.0006897114,1.5493824e-05,0.00036959088,2.2621445e-05
-183.0,100.0,346.0,44.986336,-0.6724103,-5.0151286,4.1805453,1877.5007,-352.87308,0.0021849365,2.641153,2.8366604,2.8798754,-0.14478478,-1.0535545,-0.013001991
-183.0,100.0,348.0,45.950302,-0.604327,-5.0417833,3.000878,1591.9009,-345.89215,0.0018034333,1.9509985,2.0414803,2.0265815,-0.10607943,-0.6336969,-0.0046035866
-183.0,100.0,353.0,47.40636,-0.5073119,-4.9692807,1.033009,1056.1085,-329.7488,0.00087350805,0.7228207,0.71166164,0.6178883,-0.028042639,-0.045175105,0.018509766
-183.0,100.0,358.0,47.640015,-0.54113305,-4.743189,0.15209045,414.09326,-310.74304,0.0002905098,0.11642489,0.11004716,0.07431553,-0.005859294,0.016856987,0.008785767
-183.0,100.0,363.0,47.311245,-0.6338022,-4.5098424,0.048664995,183.5592,-294.98154,0.00011171135,0.038417254,0.036152266,0.0226828,-0.00090627914,0.011714959,0.0033874172
-183.0,100.0,373.0,46.696724,-0.77353203,-4.107119,0.0013891744,29.966234,-266.5769,7.3180786e-06,0.0011988978,0.0011829026,0.0003981691,8.8922957e-07,0.00079496996,0.00015952483
-183.0,100.0,388.0,45.972305,-0.88986564,-3.641026,0.0011737434,10.476125,-232.68262,4.0707623e-06,0.00086876354,0.0009199569,0.00055865815,1.920878e-05,0.00033560453,4.098228e-05
-163.0,100.0,336.0,32.83655,0.3707422,-5.506087,17.510492,8296.503,-308.12744,0.0019913998,10.159634,11.708105,13.148971,-0.12903449,-6.01155,0.83236605
-163.0,100.0,338.0,38.195427,-0.24326101,-6.0342517,10.240316,5928.101,-308.01965,0.00180164,6.1089506,6.867623,7.4914775,-0.1335378,-3.8276365,0.4678204
-163.0,100.0,343.0,43.509052,-0.41316617,-6.2393074,4.3170204,2023.7812,-305.09277,0.0021538623,2.7585194,2.921066,2.9537516,-0.13700752,-1.3010674,0.054045208
-163.0,100.0,348.0,45.842865,-0.34463787,-6.246914,1.7358149,1261.1971,-298.1183,0.0012769824,1.1700987,1.1877913,1.119453,-0.05265559,-0.38470098,0.04090638
-163.0,100.0,353.0,46.833733,-0.36690187,-6.103642,0.44466138,745.8407,-289.73425,0.00054645154,0.3300387,0.31330997,0.23758325,-0.007603348,-0.020234829,0.026470482
-163.0,100.0,363.0,46.652225,-0.61633754,-5.4994373,0.0250217,120.698586,-268.46555,9.2480754e-05,0.023158614,0.020224074,0.0065479977,0.00012489464,0.0068378774,0.004024549
-163.0,100.0,373.0,46.219498,-0.7977545,-4.9959836,0.0013365516,26.068378,-248.48773,8.920253e-06,0.0013646275,0.0012487371,6.124959e-05,4.6956986e-05,0.0006877009,0.00025455185
-163.0,100.0,388.0,45.672768,-0.9504097,-4.373518,0.0011697494,9.784806,-221.85602,4.352028e-06,0.0009354162,0.00094681955,0.00045739426,3.324925e-05,0.0002843813,5.799273e-05
-143.0,100.0,327.0,12.252716,3.2597332,-2.2998674,50.13056,7625.9736,-287.32135,0.00568028,26.677025,33.399464,40.111237,-0.4300391,-15.737823,2.3409698
-143.0,100.0,329.0,18.627348,2.4288542,-3.5188203,46.784626,8258.994,-285.52206,0.0050438903,25.331005,31.26148,36.973038,-0.4653308,-15.401508,2.3625772
-143.0,100.0,333.0,31.585796,0.7119638,-5.5569043,26.170156,7365.5586,-281.55066,0.003253604,14.966843,17.554605,19.85698,-0.34244153,-8.597853,1.2733376
