0.462 	-0.21 	2.01598e-05 	0.111093 	0 	0.00156181 	0.179007 	0 	-0.290099 	2.23074 	0 	-0.00915648 	2.60107 	0 	0.00683425
0.462 	-0.21 	6.04795e-05 	0.128714 	0 	0.00778198 	0.201781 	0 	-0.330493 	9.79369 	0 	-0.0681687 	11.3366 	0 	0.0677065
0.462 	-0.21 	0.000100799 	0.127251 	0 	0.0148698 	0.200432 	0 	-0.327677 	17.9297 	0 	-0.171161 	20.7959 	0 	0.238379
0.462 	-0.21 	0.000141119 	0.123832 	0 	0.0173339 	0.200448 	0 	-0.324272 	24.239 	0 	-0.275296 	28.3441 	0 	0.516453
0.462 	-0.21 	0.000181438 	0.119723 	0 	0.0165881 	0.200766 	0 	-0.320481 	28.7308 	0 	-0.367367 	33.9402 	0 	0.874303
0.462 	-0.21 	0.000221758 	0.1155 	0 	0.0148696 	0.200968 	0 	-0.316459 	31.9271 	0 	-0.449866 	38.1068 	0 	1.28618
0.462 	-0.21 	0.000262757 	0.111319 	0 	0.013071 	0.200932 	0 	-0.312241 	34.2878 	0 	-0.528192 	41.3314 	0 	1.7418
0.462 	-0.21 	0.00030808 	0.106989 	0 	0.0114534 	0.200586 	0 	-0.307561 	36.19 	0 	-0.611098 	44.0555 	0 	2.26819
0.462 	-0.21 	0.000361505 	0.102358 	0 	0.0099645 	0.199813 	0 	-0.30215 	37.8146 	0 	-0.706331 	46.4934 	0 	2.89842
0.462 	-0.21 	0.000424474 	0.097531 	0 	0.00851455 	0.198492 	0 	-0.29599 	39.1864 	0 	-0.817506 	48.6461 	0 	3.63879
0.462 	-0.21 	0.000498276 	0.0926863 	0 	0.00708082 	0.196503 	0 	-0.289142 	40.3207 	0 	-0.947715 	50.4911 	0 	4.48552
0.462 	-0.21 	0.000584202 	0.0880284 	0 	0.00562867 	0.193741 	0 	-0.281709 	41.2389 	0 	-1.10031 	52.008 	0 	5.42799
0.462 	-0.21 	0.000683475 	0.0837702 	0 	0.00411154 	0.190131 	0 	-0.273831 	41.9684 	0 	-1.27868 	53.1835 	0 	6.44935
